"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobCopr","samplEff.1"
"1","ANH_144","Species richness",1,1,0.312,1,2.549,2219.12042092,2847.89452658,8054.19517242,552.566404312,0,32.9593032451,5274.33862912,7201.43962949,676.420851186,676.420851186,8871.0935591,6429.16526773,3332.19291415,"Platero","Herbazal",0.8
"2","ANH_144","Shannon diversity",1,0,0,1,0,2219.12042092,2847.89452658,8054.19517242,552.566404312,0,32.9593032451,5274.33862912,7201.43962949,676.420851186,676.420851186,8871.0935591,6429.16526773,3332.19291415,"Platero","Herbazal",0.8
"3","ANH_144","Simpson diversity",1,1,0,1,1,2219.12042092,2847.89452658,8054.19517242,552.566404312,0,32.9593032451,5274.33862912,7201.43962949,676.420851186,676.420851186,8871.0935591,6429.16526773,3332.19291415,"Platero","Herbazal",0.8
"4","ANH_120","Species richness",1,1,0.08,1,1.165,5362.30896689,4443.04154536,3014.80857825,0,0,0.598963687928,4182.07934311,351.960456553,98.4295645032,98.4295645032,7708.02808744,4174.6220021,3354.78179208,"Kale","Herbazal",0.8
"5","ANH_120","Shannon diversity",1,1,0,1,1,5362.30896689,4443.04154536,3014.80857825,0,0,0.598963687928,4182.07934311,351.960456553,98.4295645032,98.4295645032,7708.02808744,4174.6220021,3354.78179208,"Kale","Herbazal",0.8
"6","ANH_120","Simpson diversity",1,1,0,1,1,5362.30896689,4443.04154536,3014.80857825,0,0,0.598963687928,4182.07934311,351.960456553,98.4295645032,98.4295645032,7708.02808744,4174.6220021,3354.78179208,"Kale","Herbazal",0.8
"7","ANH_391","Species richness",2,2.333,0.943,2.018,8.09,15401.0365961,4797.31409519,1795.80812033,7.07870015647,7.07870015647,14.3116499417,1203.41754109,1805.95960498,1452.30039472,2802.29667839,3865.82877521,426.430359367,2799.5910993,"Caracterizacion","Pastos",0.8
"8","ANH_391","Shannon diversity",1.89,2.52,1.909,1.89,6.261,15401.0365961,4797.31409519,1795.80812033,7.07870015647,7.07870015647,14.3116499417,1203.41754109,1805.95960498,1452.30039472,2802.29667839,3865.82877521,426.430359367,2799.5910993,"Caracterizacion","Pastos",0.8
"9","ANH_391","Simpson diversity",1.8,3,0.905,1.8,4.774,15401.0365961,4797.31409519,1795.80812033,7.07870015647,7.07870015647,14.3116499417,1203.41754109,1805.95960498,1452.30039472,2802.29667839,3865.82877521,426.430359367,2799.5910993,"Caracterizacion","Pastos",0.8
"10","ANH_122","Species richness",1,1,0.312,1,2.549,5508.85993172,5223.03619326,3220.5541173,42.0180171478,40.4228423569,39.2756311824,5587.99149113,1601.58611581,2211.41729257,2211.41729257,9299.99579805,5098.02554281,3867.20115825,"Kale","Herbazal",0.8
"11","ANH_122","Shannon diversity",1,0,0,1,0,5508.85993172,5223.03619326,3220.5541173,42.0180171478,40.4228423569,39.2756311824,5587.99149113,1601.58611581,2211.41729257,2211.41729257,9299.99579805,5098.02554281,3867.20115825,"Kale","Herbazal",0.8
"12","ANH_122","Simpson diversity",1,1,0,1,1,5508.85993172,5223.03619326,3220.5541173,42.0180171478,40.4228423569,39.2756311824,5587.99149113,1601.58611581,2211.41729257,2211.41729257,9299.99579805,5098.02554281,3867.20115825,"Kale","Herbazal",0.8
"13","ANH_372","Species richness",1,1,0.284,1,1.799,4182.6531319,7045.3580222,69.9209283099,0,0,61.3915848758,124.312192215,60.8706352681,7173.7878619,7173.7878619,496.261135561,608.108601314,107.046376678,"Kale","Bosque Ripario",0.8
"14","ANH_372","Shannon diversity",1,1,0,1,1,4182.6531319,7045.3580222,69.9209283099,0,0,61.3915848758,124.312192215,60.8706352681,7173.7878619,7173.7878619,496.261135561,608.108601314,107.046376678,"Kale","Bosque Ripario",0.8
"15","ANH_372","Simpson diversity",1,1,0,1,1,4182.6531319,7045.3580222,69.9209283099,0,0,61.3915848758,124.312192215,60.8706352681,7173.7878619,7173.7878619,496.261135561,608.108601314,107.046376678,"Kale","Bosque Ripario",0.8
"16","ANH_117","Species richness",2,2.5,1.107,2.037,8.808,606.06933313,11028.6308784,774.261904227,0,0,55.5231894305,1298.49588441,2271.08154435,7272.83963289,7272.83963289,4572.68864243,8983.97611953,47.5385945421,"Kale","Bosque Ripario",0.2
"17","ANH_117","Shannon diversity",2,3.375,1.124,2,5.578,606.06933313,11028.6308784,774.261904227,0,0,55.5231894305,1298.49588441,2271.08154435,7272.83963289,7272.83963289,4572.68864243,8983.97611953,47.5385945421,"Kale","Bosque Ripario",0.2
"18","ANH_117","Simpson diversity",2,2,0.488,2,2.956,606.06933313,11028.6308784,774.261904227,0,0,55.5231894305,1298.49588441,2271.08154435,7272.83963289,7272.83963289,4572.68864243,8983.97611953,47.5385945421,"Kale","Bosque Ripario",0.2
"19","ANH_125","Species richness",2,2,0.461,2,3.671,1213.52641236,9033.35868172,2173.45753099,0,0,49.5349354553,3554.85103451,503.982787208,5774.91808584,6461.00685769,7691.88442548,5849.38150085,3144.69963347,"Kale","Bosque Ripario",0.8
"20","ANH_125","Shannon diversity",1.755,2.031,0.54,1.755,3.089,1213.52641236,9033.35868172,2173.45753099,0,0,49.5349354553,3554.85103451,503.982787208,5774.91808584,6461.00685769,7691.88442548,5849.38150085,3144.69963347,"Kale","Bosque Ripario",0.8
"21","ANH_125","Simpson diversity",1.6,2,0.693,1.6,3.358,1213.52641236,9033.35868172,2173.45753099,0,0,49.5349354553,3554.85103451,503.982787208,5774.91808584,6461.00685769,7691.88442548,5849.38150085,3144.69963347,"Kale","Bosque Ripario",0.8
"22","ANH_133","Species richness",1,1,0.284,1,1.799,3754.24871838,5776.91882848,3870.52127352,0,0,27.8725991505,5206.14944025,4428.69791633,2031.65975464,4792.44626716,5365.3995098,4437.47530607,1498.9772529,"Platero","Bosque Ripario",0.2
"23","ANH_133","Shannon diversity",1,1,0,1,1,3754.24871838,5776.91882848,3870.52127352,0,0,27.8725991505,5206.14944025,4428.69791633,2031.65975464,4792.44626716,5365.3995098,4437.47530607,1498.9772529,"Platero","Bosque Ripario",0.2
"24","ANH_133","Simpson diversity",1,1,0,1,1,3754.24871838,5776.91882848,3870.52127352,0,0,27.8725991505,5206.14944025,4428.69791633,2031.65975464,4792.44626716,5365.3995098,4437.47530607,1498.9772529,"Platero","Bosque Ripario",0.2
"25","ANH_134","Species richness",3,3,0.506,3,4.639,4012.27738979,4372.4068974,5956.51740973,0,0,86.2216461436,3692.93375659,4147.77775296,735.935856156,4046.41475493,7449.29986845,4121.86096946,92.4842888361,"Platero","Bosque Ripario",0.2
"26","ANH_134","Shannon diversity",2.363,2.614,0.46,2.363,3.516,4012.27738979,4372.4068974,5956.51740973,0,0,86.2216461436,3692.93375659,4147.77775296,735.935856156,4046.41475493,7449.29986845,4121.86096946,92.4842888361,"Platero","Bosque Ripario",0.2
"27","ANH_134","Simpson diversity",2.051,2.292,0.557,2.051,3.384,4012.27738979,4372.4068974,5956.51740973,0,0,86.2216461436,3692.93375659,4147.77775296,735.935856156,4046.41475493,7449.29986845,4121.86096946,92.4842888361,"Platero","Bosque Ripario",0.2
"28","ANH_138","Species richness",3,3,0.25,3,3.571,2023.0996943,4599.36726538,5937.17323501,0,0,78.6478687443,4954.44724907,6147.00390552,2270.74147776,2270.74147776,7190.65001517,5786.90125696,1054.5816454,"Platero","Bosque Ripario",0.8
"29","ANH_138","Shannon diversity",2.608,2.775,0.377,2.608,3.513,2023.0996943,4599.36726538,5937.17323501,0,0,78.6478687443,4954.44724907,6147.00390552,2270.74147776,2270.74147776,7190.65001517,5786.90125696,1054.5816454,"Platero","Bosque Ripario",0.8
"30","ANH_138","Simpson diversity",2.312,2.519,0.518,2.312,3.534,2023.0996943,4599.36726538,5937.17323501,0,0,78.6478687443,4954.44724907,6147.00390552,2270.74147776,2270.74147776,7190.65001517,5786.90125696,1054.5816454,"Platero","Bosque Ripario",0.8
"31","ANH_147","Species richness",2,2,0.359,2,2.98,8302.58243891,3617.92239452,5734.18772127,563.299829417,0,84.6054235413,3692.18219991,229.189819958,3851.79656364,4048.94849176,3383.03377986,887.019885277,4174.37764141,"Platero","Herbazal",1
"32","ANH_147","Shannon diversity",1.96,2.189,0.321,1.96,2.817,8302.58243891,3617.92239452,5734.18772127,563.299829417,0,84.6054235413,3692.18219991,229.189819958,3851.79656364,4048.94849176,3383.03377986,887.019885277,4174.37764141,"Platero","Herbazal",1
"33","ANH_147","Simpson diversity",1.923,2.5,0.521,1.923,3.521,8302.58243891,3617.92239452,5734.18772127,563.299829417,0,84.6054235413,3692.18219991,229.189819958,3851.79656364,4048.94849176,3383.03377986,887.019885277,4174.37764141,"Platero","Herbazal",1
"34","ANH_373","Species richness",2,2.333,0.943,2.018,8.09,9903.839611,8046.0207503,70.8481414912,0,0,30.9381020034,239.676678516,765.047073447,2932.01519844,8928.41680806,299.78362937,99.9727641695,5451.62386497,"Caracterizacion","Bosque Ripario",0.4
"35","ANH_373","Shannon diversity",1.89,2.52,1.909,1.89,6.261,9903.839611,8046.0207503,70.8481414912,0,0,30.9381020034,239.676678516,765.047073447,2932.01519844,8928.41680806,299.78362937,99.9727641695,5451.62386497,"Caracterizacion","Bosque Ripario",0.4
"36","ANH_373","Simpson diversity",1.8,3,0.895,1.8,4.754,9903.839611,8046.0207503,70.8481414912,0,0,30.9381020034,239.676678516,765.047073447,2932.01519844,8928.41680806,299.78362937,99.9727641695,5451.62386497,"Caracterizacion","Bosque Ripario",0.4
"37","ANH_123","Species richness",2,2.5,1.107,2.037,8.808,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",0.8
"38","ANH_123","Shannon diversity",2,3.375,1.12,2,5.569,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",0.8
"39","ANH_123","Simpson diversity",2,2,0.462,2,2.905,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",0.8
