"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","ANH_117_Captura manual1_2021_07_06","Species richness",2,2.5,1.107,2.037,8.808,"ANH_117","CapManual",0.2
"2","ANH_117_Captura manual1_2021_07_06","Shannon diversity",2,3.375,1.146,2,5.622,"ANH_117","CapManual",0.2
"3","ANH_117_Captura manual1_2021_07_06","Simpson diversity",2,2,0.471,2,2.924,"ANH_117","CapManual",0.2
"4","ANH_120_Captura manual4_2021_07_18","Species richness",1,1,0.08,1,1.165,"ANH_120","CapManual",0.8
"5","ANH_120_Captura manual4_2021_07_18","Shannon diversity",1,1,0,1,1,"ANH_120","CapManual",0.8
"6","ANH_120_Captura manual4_2021_07_18","Simpson diversity",1,1,0,1,1,"ANH_120","CapManual",0.8
"7","ANH_122_Captura manual2_2021_07_16","Species richness",1,1,0.312,1,2.549,"ANH_122","CapManual",0.8
"8","ANH_122_Captura manual2_2021_07_16","Shannon diversity",1,0,0,1,0,"ANH_122","CapManual",0.8
"9","ANH_122_Captura manual2_2021_07_16","Simpson diversity",1,NA,0,NA,NA,"ANH_122","CapManual",0.8
"10","ANH_123_Captura manual1_2021_07_02","Species richness",2,2.5,1.107,2.037,8.808,"ANH_123","CapManual",0.8
"11","ANH_123_Captura manual1_2021_07_02","Shannon diversity",2,3.375,1.101,2,5.533,"ANH_123","CapManual",0.8
"12","ANH_123_Captura manual1_2021_07_02","Simpson diversity",2,2,0.462,2,2.905,"ANH_123","CapManual",0.8
"13","ANH_125_Captura manual1_2021_07_13","Species richness",1,1,0.284,1,1.799,"ANH_125","CapManual",0.8
"14","ANH_125_Captura manual1_2021_07_13","Shannon diversity",1,1,0,1,1,"ANH_125","CapManual",0.8
"15","ANH_125_Captura manual1_2021_07_13","Simpson diversity",1,1,0,1,1,"ANH_125","CapManual",0.8
"16","ANH_125_Captura manual2_2021_07_13","Species richness",2,2.5,1.107,2.037,8.808,"ANH_125","CapManual",0.8
"17","ANH_125_Captura manual2_2021_07_13","Shannon diversity",2,3.375,1.15,2,5.628,"ANH_125","CapManual",0.8
"18","ANH_125_Captura manual2_2021_07_13","Simpson diversity",2,2,0.483,2,2.946,"ANH_125","CapManual",0.8
"19","ANH_133_Captura manual1_2021_07_05","Species richness",1,1,0.284,1,1.799,"ANH_133","CapManual",0.2
"20","ANH_133_Captura manual1_2021_07_05","Shannon diversity",1,1,0,1,1,"ANH_133","CapManual",0.2
"21","ANH_133_Captura manual1_2021_07_05","Simpson diversity",1,1,0,1,1,"ANH_133","CapManual",0.2
"22","ANH_134_Captura manual1_2021_07_07","Species richness",3,3,0.506,3,4.639,"ANH_134","CapManual",0.2
"23","ANH_134_Captura manual1_2021_07_07","Shannon diversity",2.363,2.614,0.479,2.363,3.553,"ANH_134","CapManual",0.2
"24","ANH_134_Captura manual1_2021_07_07","Simpson diversity",2.051,2.292,0.574,2.051,3.417,"ANH_134","CapManual",0.2
"25","ANH_138_Captura manual1_2021_07_09","Species richness",1,1,0.312,1,2.549,"ANH_138","CapManual",0.8
"26","ANH_138_Captura manual1_2021_07_09","Shannon diversity",1,0,0,1,0,"ANH_138","CapManual",0.8
"27","ANH_138_Captura manual1_2021_07_09","Simpson diversity",1,1,0,1,1,"ANH_138","CapManual",0.8
"28","ANH_138_Captura manual2_2021_07_09","Species richness",1,1,0.2,1,1.464,"ANH_138","CapManual",0.8
"29","ANH_138_Captura manual2_2021_07_09","Shannon diversity",1,1,0,1,1,"ANH_138","CapManual",0.8
"30","ANH_138_Captura manual2_2021_07_09","Simpson diversity",1,1,0,1,1,"ANH_138","CapManual",0.8
"31","ANH_138_Captura manual3_2021_07_12","Species richness",2,2,0.182,2,2.402,"ANH_138","CapManual",0.8
"32","ANH_138_Captura manual3_2021_07_12","Shannon diversity",2,2.137,0.188,2,2.505,"ANH_138","CapManual",0.8
"33","ANH_138_Captura manual3_2021_07_12","Simpson diversity",2,2.333,0.333,2,2.986,"ANH_138","CapManual",0.8
"34","ANH_138_Captura manual4_2021_07_12","Species richness",1,1,0.08,1,1.165,"ANH_138","CapManual",0.8
"35","ANH_138_Captura manual4_2021_07_12","Shannon diversity",1,1,0,1,1,"ANH_138","CapManual",0.8
"36","ANH_138_Captura manual4_2021_07_12","Simpson diversity",1,1,0,1,1,"ANH_138","CapManual",0.8
"37","ANH_144_Captura manual3_2021_07_15","Species richness",1,1,0.312,1,2.549,"ANH_144","CapManual",0.8
"38","ANH_144_Captura manual3_2021_07_15","Shannon diversity",1,0,0,1,0,"ANH_144","CapManual",0.8
"39","ANH_144_Captura manual3_2021_07_15","Simpson diversity",1,NA,0,NA,NA,"ANH_144","CapManual",0.8
