"","variable","NMDS1","NMDS2","pvals"
"1","Aegi_cand",-0.50079329172253,-0.362631084261723,0.003
"2","Plectris sp.NA",0.614110140549217,-0.0878728342296866,0.001
"3","Cyclocephala sp.NA",-0.483429632158933,0.205028903374818,0.004
"4","Ceraspis sp.NA",0.397283277413987,0.374888202799026,0.006
