"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","A","Species richness",157,169.497,7.314,161.314,193.206,4761,157,0.9958
"2","A","Shannon diversity",51.806,52.792,0.98,51.806,54.714,4761,157,0.9958
"3","A","Simpson diversity",23.263,23.372,0.799,23.263,24.938,4761,157,0.9958
