"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caño","Species richness",38,56.692,18.673,41.66,133.457,13,187,38,0.9536,9,2,4,5,3,4,2,1,2,4
"2","Caño","Shannon diversity",29.942,33.595,1.951,29.942,37.419,13,187,38,0.9536,9,2,4,5,3,4,2,1,2,4
"3","Caño","Simpson diversity",26.077,27.899,1.274,26.077,30.395,13,187,38,0.9536,9,2,4,5,3,4,2,1,2,4
"4","Ciénaga","Species richness",18,21.086,3.367,18.544,35.505,7,45,18,0.8957,6,5,2,3,1,1,0,0,0,0
"5","Ciénaga","Shannon diversity",15.161,18.43,1.988,15.161,22.327,7,45,18,0.8957,6,5,2,3,1,1,0,0,0,0
"6","Ciénaga","Simpson diversity",13.235,15.857,1.667,13.235,19.125,7,45,18,0.8957,6,5,2,3,1,1,0,0,0,0
"7","Quebrada","Species richness",46,49.375,3.64,46.603,64.876,16,302,46,0.9821,6,5,6,4,1,3,2,2,4,3
"8","Quebrada","Shannon diversity",35.96,38.042,1.189,35.96,40.373,16,302,46,0.9821,6,5,6,4,1,3,2,2,4,3
"9","Quebrada","Simpson diversity",31.32,32.714,1.188,31.32,35.043,16,302,46,0.9821,6,5,6,4,1,3,2,2,4,3
"10","Río Magdalena","Species richness",30,48,13.008,35.053,94.125,5,58,30,0.7783,15,5,7,3,0,0,0,0,0,0
"11","Río Magdalena","Shannon diversity",25.954,37.335,5.34,26.87,47.8,5,58,30,0.7783,15,5,7,3,0,0,0,0,0,0
"12","Río Magdalena","Simpson diversity",23.041,30.255,3.236,23.912,36.597,5,58,30,0.7783,15,5,7,3,0,0,0,0,0,0
