"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","ANH_10_D","Species richness",7,7,0.529,7,8.55,"ANH_10","Ar_At",0.833333333333333
"2","ANH_10_D","Shannon diversity",4.013,4.165,0.421,4.013,4.99,"ANH_10","Ar_At",0.833333333333333
"3","ANH_10_D","Simpson diversity",2.78,2.84,0.403,2.78,3.629,"ANH_10","Ar_At",0.833333333333333
"4","ANH_11_D","Species richness",17,22.966,7.187,17.932,55.164,"ANH_11","Ar_At",0.266666666666667
"5","ANH_11_D","Shannon diversity",10.189,10.89,0.853,10.189,12.563,"ANH_11","Ar_At",0.266666666666667
"6","ANH_11_D","Simpson diversity",7.988,8.325,0.592,7.988,9.485,"ANH_11","Ar_At",0.266666666666667
"7","ANH_12_D","Species richness",17,23.224,7.522,17.969,56.976,"ANH_12","Ar_At",0.833333333333333
"8","ANH_12_D","Shannon diversity",5.641,5.929,0.465,5.641,6.84,"ANH_12","Ar_At",0.833333333333333
"9","ANH_12_D","Simpson diversity",3.374,3.407,0.328,3.374,4.051,"ANH_12","Ar_At",0.833333333333333
"10","ANH_13_D","Species richness",12,14.225,3.362,12.263,30.853,"ANH_13","Ar_At",0.833333333333333
"11","ANH_13_D","Shannon diversity",7.814,8.477,0.76,7.814,9.968,"ANH_13","Ar_At",0.833333333333333
"12","ANH_13_D","Simpson diversity",6.48,6.905,0.661,6.48,8.2,"ANH_13","Ar_At",0.833333333333333
"13","ANH_15_D","Species richness",17,17.997,2.291,17.07,31.206,"ANH_15","Ar_At",0.555555555555556
"14","ANH_15_D","Shannon diversity",8.218,8.456,0.527,8.218,9.488,"ANH_15","Ar_At",0.555555555555556
"15","ANH_15_D","Simpson diversity",5.298,5.371,0.457,5.298,6.266,"ANH_15","Ar_At",0.555555555555556
"16","ANH_18_D","Species richness",9,9.984,1.845,9.089,19.915,"ANH_18","Ar_At",0.833333333333333
"17","ANH_18_D","Shannon diversity",4.004,4.349,0.71,4.004,5.741,"ANH_18","Ar_At",0.833333333333333
"18","ANH_18_D","Simpson diversity",2.43,2.49,0.443,2.43,3.358,"ANH_18","Ar_At",0.833333333333333
"19","ANH_19_D","Species richness",20,60.3,48.848,26.252,279.762,"ANH_19","Ar_At",0.75
"20","ANH_19_D","Shannon diversity",8.383,9.4,0.924,8.383,11.21,"ANH_19","Ar_At",0.75
"21","ANH_19_D","Simpson diversity",6.043,6.199,0.492,6.043,7.164,"ANH_19","Ar_At",0.75
"22","ANH_20_D","Species richness",11,22.76,12.647,13.11,76.553,"ANH_20","Ar_At",0.611111111111111
"23","ANH_20_D","Shannon diversity",7.482,11.857,4.689,7.482,21.048,"ANH_20","Ar_At",0.611111111111111
"24","ANH_20_D","Simpson diversity",5.435,6.667,2.272,5.435,11.119,"ANH_20","Ar_At",0.611111111111111
"25","ANH_21_D","Species richness",7,11.235,6.789,7.464,45.641,"ANH_21","Ar_At",0.833333333333333
"26","ANH_21_D","Shannon diversity",5.649,7.854,2.154,5.649,12.076,"ANH_21","Ar_At",0.833333333333333
"27","ANH_21_D","Simpson diversity",4.738,6.182,2.113,4.738,10.323,"ANH_21","Ar_At",0.833333333333333
"28","ANH_291_D","Species richness",13,15.98,4.497,13.352,38.215,"ANH_291","Ar_At",0.833333333333333
"29","ANH_291_D","Shannon diversity",8.142,8.6,0.578,8.142,9.733,"ANH_291","Ar_At",0.833333333333333
"30","ANH_291_D","Simpson diversity",6.195,6.421,0.634,6.195,7.664,"ANH_291","Ar_At",0.833333333333333
"31","ANH_296_D","Species richness",11,15.41,7.056,11.484,51.143,"ANH_296","Ar_At",1.22222222222222
"32","ANH_296_D","Shannon diversity",7.532,8.786,1.376,7.532,11.483,"ANH_296","Ar_At",1.22222222222222
"33","ANH_296_D","Simpson diversity",5.459,6.005,1.233,5.459,8.421,"ANH_296","Ar_At",1.22222222222222
"34","ANH_296_C","Species richness",15,32.851,23.43,17.511,141.928,"ANH_296","Ar_At",1.22222222222222
"35","ANH_296_C","Shannon diversity",7.607,8.577,1.013,7.607,10.563,"ANH_296","Ar_At",1.22222222222222
"36","ANH_296_C","Simpson diversity",5.633,5.86,0.538,5.633,6.914,"ANH_296","Ar_At",1.22222222222222
"37","ANH_297_D","Species richness",26,38.195,13.097,28.191,93.872,"ANH_297","Ar_At",0.805555555555556
"38","ANH_297_D","Shannon diversity",14.709,16.032,1.235,14.709,18.453,"ANH_297","Ar_At",0.805555555555556
"39","ANH_297_D","Simpson diversity",11.004,11.52,0.762,11.004,13.014,"ANH_297","Ar_At",0.805555555555556
"40","ANH_298_D","Species richness",18,25.971,11.621,18.984,82.594,"ANH_298","Ar_At",0.652777777777778
"41","ANH_298_D","Shannon diversity",7.642,7.999,0.551,7.642,9.08,"ANH_298","Ar_At",0.652777777777778
"42","ANH_298_D","Simpson diversity",5.054,5.129,0.433,5.054,5.978,"ANH_298","Ar_At",0.652777777777778
"43","ANH_299_D","Species richness",12,13.482,2.268,12.172,24.76,"ANH_299","Ar_At",2
"44","ANH_299_D","Shannon diversity",6.2,6.733,0.798,6.2,8.296,"ANH_299","Ar_At",2
"45","ANH_299_D","Simpson diversity",4.103,4.26,0.757,4.103,5.744,"ANH_299","Ar_At",2
"46","ANH_299_C","Species richness",9,9,0.428,9,10.072,"ANH_299","Ar_At",2
"47","ANH_299_C","Shannon diversity",6.754,7.072,0.532,6.754,8.114,"ANH_299","Ar_At",2
"48","ANH_299_C","Simpson diversity",5.602,5.907,0.612,5.602,7.107,"ANH_299","Ar_At",2
"49","ANH_300_D","Species richness",7,7.982,2.199,7.071,20.563,"ANH_300","Ar_At",0.833333333333333
"50","ANH_300_D","Shannon diversity",5.088,5.463,0.473,5.088,6.39,"ANH_300","Ar_At",0.833333333333333
"51","ANH_300_D","Simpson diversity",4.429,4.729,0.494,4.429,5.698,"ANH_300","Ar_At",0.833333333333333
"52","ANH_301_D","Species richness",7,7,0.432,7,8.09,"ANH_301","Ar_At",0.5
"53","ANH_301_D","Shannon diversity",4.299,4.465,0.447,4.299,5.342,"ANH_301","Ar_At",0.5
