"Punto.Fijo.eventPer","Punto.Fijo.order","Punto.Fijo.observado","Punto.Fijo.estimado","Punto.Fijo.s.e.","Punto.Fijo.LCL","Punto.Fijo.UCL","Punto.Fijo.parentEventID","Punto.Fijo.Dis_Cienag","Punto.Fijo.Dis_MGSG","Punto.Fijo.Dis_Dre345","Punto.Fijo.DisBosque","Punto.Fijo.Dis_CobNat","Punto.Fijo.Tam_Parche","Punto.Fijo.Dis_CP","Punto.Fijo.Dis_Oleodu","Punto.Fijo.Dis_Pozo","Punto.Fijo.Dis_Pozact","Punto.Fijo.Dis_Ferroc","Punto.Fijo.Dis_ViaPri","Punto.Fijo.Dia_ViaSec","Punto.Fijo.Plataf","Punto.Fijo.CobAves"
"ANH_241_21","Simpson diversity",9.959,11.673,2.063,9.959,15.716,"ANH_241",5081.33727531,9211.3408206,2560.56164357,0,0,9.85348903275,5709.59359129,3070.18471176,4835.7161053,4835.7161053,4467.05812383,6439.64339377,880.492283126,"Kale","Bosque Ripario"
"ANH_244_21","Species richness",31,48.839,14.265,35.497,101.769,"ANH_244",6473.7675637,13963.0072387,1764.52364783,0,0,662.460780049,6027.8727826,279.944177223,3119.94961547,12314.3937465,2258.20659752,6334.65480999,6375.94716756,"Caracterizacion","Bosque Ripario"
"ANH_244_21","Shannon diversity",21.462,26.978,3.199,21.462,33.249,"ANH_244",6473.7675637,13963.0072387,1764.52364783,0,0,662.460780049,6027.8727826,279.944177223,3119.94961547,12314.3937465,2258.20659752,6334.65480999,6375.94716756,"Caracterizacion","Bosque Ripario"
"ANH_244_21","Simpson diversity",16.333,18.951,2.223,16.333,23.309,"ANH_244",6473.7675637,13963.0072387,1764.52364783,0,0,662.460780049,6027.8727826,279.944177223,3119.94961547,12314.3937465,2258.20659752,6334.65480999,6375.94716756,"Caracterizacion","Bosque Ripario"
"ANH_248_21","Species richness",34,43.692,6.777,36.815,67.377,"ANH_248",8606.35032528,2705.14184945,5857.55587713,5.38348950946,5.38348950946,6.88112580619,3049.17764006,281.729532031,3039.06075653,3175.74730842,3308.43344443,742.663890027,3881.60691397,"Platero","Bosque Ripario"
"ANH_248_21","Shannon diversity",24.377,31.954,2.802,26.462,37.446,"ANH_248",8606.35032528,2705.14184945,5857.55587713,5.38348950946,5.38348950946,6.88112580619,3049.17764006,281.729532031,3039.06075653,3175.74730842,3308.43344443,742.663890027,3881.60691397,"Platero","Bosque Ripario"
"ANH_248_21","Simpson diversity",17.886,22.016,3.29,17.886,28.464,"ANH_248",8606.35032528,2705.14184945,5857.55587713,5.38348950946,5.38348950946,6.88112580619,3049.17764006,281.729532031,3039.06075653,3175.74730842,3308.43344443,742.663890027,3881.60691397,"Platero","Bosque Ripario"
"ANH_252_21","Species richness",30,44.269,11.084,33.711,84.862,"ANH_252",13898.9890501,5206.31475497,691.860908355,22.6214209864,22.6214209864,1096.10755595,3537.53082537,332.486582054,2232.84165878,7386.91016637,2740.73161361,2618.15296433,4646.78534781,"Caracterizacion","Bosque Denso"
"ANH_252_21","Shannon diversity",16.56,20.584,2.722,16.56,25.919,"ANH_252",13898.9890501,5206.31475497,691.860908355,22.6214209864,22.6214209864,1096.10755595,3537.53082537,332.486582054,2232.84165878,7386.91016637,2740.73161361,2618.15296433,4646.78534781,"Caracterizacion","Bosque Denso"
"ANH_252_21","Simpson diversity",9.111,9.844,1.782,9.111,13.336,"ANH_252",13898.9890501,5206.31475497,691.860908355,22.6214209864,22.6214209864,1096.10755595,3537.53082537,332.486582054,2232.84165878,7386.91016637,2740.73161361,2618.15296433,4646.78534781,"Caracterizacion","Bosque Denso"
"ANH_253_21","Species richness",45,59.608,9.024,49.793,89.516,"ANH_253",4312.69292559,7172.97818209,3.30458865596,0,0,99.7831160149,41.9744065936,67.3361566492,7250.57642536,7250.57642536,459.928998967,583.047356239,19.792287749,"Kale","Bosque Ripario"
"ANH_253_21","Shannon diversity",32.961,43.263,3.986,35.451,51.076,"ANH_253",4312.69292559,7172.97818209,3.30458865596,0,0,99.7831160149,41.9744065936,67.3361566492,7250.57642536,7250.57642536,459.928998967,583.047356239,19.792287749,"Kale","Bosque Ripario"
"ANH_253_21","Simpson diversity",24.52,30.377,4.297,24.52,38.798,"ANH_253",4312.69292559,7172.97818209,3.30458865596,0,0,99.7831160149,41.9744065936,67.3361566492,7250.57642536,7250.57642536,459.928998967,583.047356239,19.792287749,"Kale","Bosque Ripario"
"ANH_254_21","Species richness",28,32.055,4.024,28.8,48.544,"ANH_254",5705.56410793,2635.76186588,7125.46055163,714.845968573,443.60194045,311.763235134,2136.17242517,2514.72549043,1615.86098806,5339.54788452,6553.52940856,2288.79147995,333.031875501,"Platero","Palma"
"ANH_254_21","Shannon diversity",16.243,18.356,1.671,16.243,21.632,"ANH_254",5705.56410793,2635.76186588,7125.46055163,714.845968573,443.60194045,311.763235134,2136.17242517,2514.72549043,1615.86098806,5339.54788452,6553.52940856,2288.79147995,333.031875501,"Platero","Palma"
"ANH_254_21","Simpson diversity",10.703,11.494,1.38,10.703,14.198,"ANH_254",5705.56410793,2635.76186588,7125.46055163,714.845968573,443.60194045,311.763235134,2136.17242517,2514.72549043,1615.86098806,5339.54788452,6553.52940856,2288.79147995,333.031875501,"Platero","Palma"
"ANH_256_21","Species richness",28,35.47,5.894,29.911,57.208,"ANH_256",12162.6338657,5666.8227199,1464.32915713,1239.9406279,1079.34359964,1096.10755595,1898.69906852,768.67583231,2706.97291817,7036.26027966,1069.35050806,2413.35645429,5462.47932257,"Caracterizacion","Palma"
"ANH_256_21","Shannon diversity",18.097,23.055,2.8,18.097,28.544,"ANH_256",12162.6338657,5666.8227199,1464.32915713,1239.9406279,1079.34359964,1096.10755595,1898.69906852,768.67583231,2706.97291817,7036.26027966,1069.35050806,2413.35645429,5462.47932257,"Caracterizacion","Palma"
"ANH_256_21","Simpson diversity",11.358,13.024,2.655,11.358,18.227,"ANH_256",12162.6338657,5666.8227199,1464.32915713,1239.9406279,1079.34359964,1096.10755595,1898.69906852,768.67583231,2706.97291817,7036.26027966,1069.35050806,2413.35645429,5462.47932257,"Caracterizacion","Palma"
"ANH_258_21","Species richness",33,41.924,6.74,35.392,66.298,"ANH_258",13906.7903577,3894.29478357,1939.30712605,901.581325552,901.581325552,1096.10755595,3937.70736873,14.8283902673,3536.58594311,6268.10961617,2502.6226713,3907.65928646,3392.35563034,"Caracterizacion","Palma"
"ANH_258_21","Shannon diversity",19.287,23.46,2.577,19.287,28.512,"ANH_258",13906.7903577,3894.29478357,1939.30712605,901.581325552,901.581325552,1096.10755595,3937.70736873,14.8283902673,3536.58594311,6268.10961617,2502.6226713,3907.65928646,3392.35563034,"Caracterizacion","Palma"
"ANH_258_21","Simpson diversity",10.918,11.92,2.111,10.918,16.057,"ANH_258",13906.7903577,3894.29478357,1939.30712605,901.581325552,901.581325552,1096.10755595,3937.70736873,14.8283902673,3536.58594311,6268.10961617,2502.6226713,3907.65928646,3392.35563034,"Caracterizacion","Palma"
"ANH_272_21","Species richness",16,47.515,39.004,20.766,224.403,"ANH_272",18221.936136,1348.94294073,1762.44669257,118.25315263,118.25315263,34.0313294509,2070.7818758,69.7476986481,1421.57395949,1421.57395949,6759.30864761,1674.9819874,2.85071262707,"Caracterizacion","Pastos"
"ANH_272_21","Shannon diversity",9.549,12.723,2.727,9.549,18.068,"ANH_272",18221.936136,1348.94294073,1762.44669257,118.25315263,118.25315263,34.0313294509,2070.7818758,69.7476986481,1421.57395949,1421.57395949,6759.30864761,1674.9819874,2.85071262707,"Caracterizacion","Pastos"
"ANH_272_21","Simpson diversity",7.026,7.744,1.222,7.026,10.138,"ANH_272",18221.936136,1348.94294073,1762.44669257,118.25315263,118.25315263,34.0313294509,2070.7818758,69.7476986481,1421.57395949,1421.57395949,6759.30864761,1674.9819874,2.85071262707,"Caracterizacion","Pastos"
"ANH_275_21","Species richness",33,43.004,7.942,35.542,72.377,"ANH_275",5736.49815499,7816.27491877,3955.57690803,84.2610114361,84.2610114361,841.669467865,5835.03063468,2303.83626573,3508.1870168,3508.1870168,5755.47494255,6255.47544344,6.92883511976,"Kale","Bosque Ripario"
"ANH_275_21","Shannon diversity",22.839,27.484,2.343,22.891,32.077,"ANH_275",5736.49815499,7816.27491877,3955.57690803,84.2610114361,84.2610114361,841.669467865,5835.03063468,2303.83626573,3508.1870168,3508.1870168,5755.47494255,6255.47544344,6.92883511976,"Kale","Bosque Ripario"
"ANH_275_21","Simpson diversity",17.032,19.515,2.374,17.032,24.167,"ANH_275",5736.49815499,7816.27491877,3955.57690803,84.2610114361,84.2610114361,841.669467865,5835.03063468,2303.83626573,3508.1870168,3508.1870168,5755.47494255,6255.47544344,6.92883511976,"Kale","Bosque Ripario"
"ANH_280_21","Species richness",51,70.532,14.312,56.404,121.595,"ANH_280",2615.56686785,210.709721961,9274.96223032,550.979190582,0,10.753411496,4430.72844662,9872.62733923,2315.24622843,2315.24622843,8824.38225283,8256.85701748,4945.21058479,"Platero","Herbazal"
"ANH_280_21","Shannon diversity",33.835,38.472,2.289,33.986,42.958,"ANH_280",2615.56686785,210.709721961,9274.96223032,550.979190582,0,10.753411496,4430.72844662,9872.62733923,2315.24622843,2315.24622843,8824.38225283,8256.85701748,4945.21058479,"Platero","Herbazal"
"ANH_280_21","Simpson diversity",24.865,27.111,2.439,24.865,31.892,"ANH_280",2615.56686785,210.709721961,9274.96223032,550.979190582,0,10.753411496,4430.72844662,9872.62733923,2315.24622843,2315.24622843,8824.38225283,8256.85701748,4945.21058479,"Platero","Herbazal"
"ANH_282_21","Species richness",33,41.551,6.752,35.185,66.46,"ANH_282",1122.43409568,9130.72319884,2191.67035454,1.51836655495,1.51836655495,9.32914430345,3530.95498214,461.029920346,5779.2046379,6588.77394878,7694.27559109,5858.70782428,3170.62739034,"Kale","Herbazal"
"ANH_282_21","Shannon diversity",26.016,33.213,3.211,26.92,39.506,"ANH_282",1122.43409568,9130.72319884,2191.67035454,1.51836655495,1.51836655495,9.32914430345,3530.95498214,461.029920346,5779.2046379,6588.77394878,7694.27559109,5858.70782428,3170.62739034,"Kale","Herbazal"
"ANH_282_21","Simpson diversity",21.038,26.816,3.324,21.038,33.33,"ANH_282",1122.43409568,9130.72319884,2191.67035454,1.51836655495,1.51836655495,9.32914430345,3530.95498214,461.029920346,5779.2046379,6588.77394878,7694.27559109,5858.70782428,3170.62739034,"Kale","Herbazal"
"ANH_283_21","Species richness",39,50.999,8.767,42.33,82.241,"ANH_283",5530.28585171,5164.94848424,3156.4486607,2.64422043722,0,62.0580546812,5552.33840026,1645.96255137,2230.27049036,2230.27049036,9376.81280059,5040.93564826,3941.84239609,"Kale","Herbazal"
"ANH_283_21","Shannon diversity",25.385,30.007,2.511,25.385,34.929,"ANH_283",5530.28585171,5164.94848424,3156.4486607,2.64422043722,0,62.0580546812,5552.33840026,1645.96255137,2230.27049036,2230.27049036,9376.81280059,5040.93564826,3941.84239609,"Kale","Herbazal"
"ANH_283_21","Simpson diversity",18.755,21.002,2.121,18.755,25.159,"ANH_283",5530.28585171,5164.94848424,3156.4486607,2.64422043722,0,62.0580546812,5552.33840026,1645.96255137,2230.27049036,2230.27049036,9376.81280059,5040.93564826,3941.84239609,"Kale","Herbazal"
"ANH_289_21","Species richness",14,53.054,47.351,20.057,265.814,"ANH_289",13994.5710679,5776.2561409,2102.71809066,0,0,15.4867700411,2559.61625979,1368.43476759,2848.8707388,4165.45824426,2456.27969226,52.7816448776,4042.73488304,"Caracterizacion","Bosque Ripario"
"ANH_289_21","Shannon diversity",10.62,21.666,8.92,10.62,39.149,"ANH_289",13994.5710679,5776.2561409,2102.71809066,0,0,15.4867700411,2559.61625979,1368.43476759,2848.8707388,4165.45824426,2456.27969226,52.7816448776,4042.73488304,"Caracterizacion","Bosque Ripario"
"ANH_289_21","Simpson diversity",8.167,11.118,4.226,8.167,19.401,"ANH_289",13994.5710679,5776.2561409,2102.71809066,0,0,15.4867700411,2559.61625979,1368.43476759,2848.8707388,4165.45824426,2456.27969226,52.7816448776,4042.73488304,"Caracterizacion","Bosque Ripario"
"ANH_360_21","Species richness",29,46.82,14.25,33.492,99.696,"ANH_360",13377.8378764,6939.89155462,3391.79072511,15.8182244342,15.8182244342,0.6074270775,2677.00659951,933.637389656,3039.38150221,5001.64951168,1817.06673122,1068.74789018,5017.69551596,"Caracterizacion","Bosque Ripario"
"ANH_360_21","Shannon diversity",16.873,21.583,2.997,16.873,27.457,"ANH_360",13377.8378764,6939.89155462,3391.79072511,15.8182244342,15.8182244342,0.6074270775,2677.00659951,933.637389656,3039.38150221,5001.64951168,1817.06673122,1068.74789018,5017.69551596,"Caracterizacion","Bosque Ripario"
"ANH_360_21","Simpson diversity",9.398,10.27,2.14,9.398,14.465,"ANH_360",13377.8378764,6939.89155462,3391.79072511,15.8182244342,15.8182244342,0.6074270775,2677.00659951,933.637389656,3039.38150221,5001.64951168,1817.06673122,1068.74789018,5017.69551596,"Caracterizacion","Bosque Ripario"
"ANH_361_21","Species richness",40,52.707,8.32,43.941,80.968,"ANH_361",2558.12280081,7919.36379771,2420.237958,0,0,218.109366834,4178.65045516,1053.05538182,4972.97267668,4972.97267668,7889.33511467,5862.54041648,2947.58098365,"Kale","Bosque Ripario"
"ANH_361_21","Shannon diversity",26.024,32.276,2.937,26.519,38.033,"ANH_361",2558.12280081,7919.36379771,2420.237958,0,0,218.109366834,4178.65045516,1053.05538182,4972.97267668,4972.97267668,7889.33511467,5862.54041648,2947.58098365,"Kale","Bosque Ripario"
"ANH_361_21","Simpson diversity",18.455,21.173,2.503,18.455,26.078,"ANH_361",2558.12280081,7919.36379771,2420.237958,0,0,218.109366834,4178.65045516,1053.05538182,4972.97267668,4972.97267668,7889.33511467,5862.54041648,2947.58098365,"Kale","Bosque Ripario"
"ANH_74_21","Species richness",27,47.89,16.256,32.423,107.473,"ANH_74",3211.94586221,9554.10163072,1635.14854848,0,0,71.8131727053,3920.0377567,2263.63343398,5247.78651938,5247.78651938,5085.4443661,8082.11924797,487.050740311,"Kale","Bosque Ripario"
"ANH_74_21","Shannon diversity",16.818,22.173,3.25,16.818,28.543,"ANH_74",3211.94586221,9554.10163072,1635.14854848,0,0,71.8131727053,3920.0377567,2263.63343398,5247.78651938,5247.78651938,5085.4443661,8082.11924797,487.050740311,"Kale","Bosque Ripario"
"ANH_74_21","Simpson diversity",11.705,13.306,2.164,11.705,17.547,"ANH_74",3211.94586221,9554.10163072,1635.14854848,0,0,71.8131727053,3920.0377567,2263.63343398,5247.78651938,5247.78651938,5085.4443661,8082.11924797,487.050740311,"Kale","Bosque Ripario"
"ANH_82_21","Species richness",47,79.284,21.734,56.741,154,"ANH_82",5561.61694764,5384.10220761,3433.59669913,291.348400597,0,62.0580546812,5605.64985003,1246.3960782,1974.55116212,1974.55116212,8965.96890209,5251.52168648,3578.38761406,"Kale","Herbazal"
"ANH_82_21","Shannon diversity",24.692,28.536,2.167,24.692,32.784,"ANH_82",5561.61694764,5384.10220761,3433.59669913,291.348400597,0,62.0580546812,5605.64985003,1246.3960782,1974.55116212,1974.55116212,8965.96890209,5251.52168648,3578.38761406,"Kale","Herbazal"
"ANH_82_21","Simpson diversity",16.66,17.65,1.584,16.66,20.754,"ANH_82",5561.61694764,5384.10220761,3433.59669913,291.348400597,0,62.0580546812,5605.64985003,1246.3960782,1974.55116212,1974.55116212,8965.96890209,5251.52168648,3578.38761406,"Kale","Herbazal"
"ANH_396_21","Species richness",9,11.519,3.313,9.353,26.957,"ANH_396",19208.8843609,9976.47556334,3566.1950338,4.39897165982,4.39897165982,NA,1787.66814502,370.496893424,3961.80064354,7872.53863227,366.870404013,377.651645833,215.159394319,"Kale","Bosque Ripario"
"ANH_396_21","Shannon diversity",7.608,10.739,2.549,7.608,15.734,"ANH_396",19208.8843609,9976.47556334,3566.1950338,4.39897165982,4.39897165982,NA,1787.66814502,370.496893424,3961.80064354,7872.53863227,366.870404013,377.651645833,215.159394319,"Kale","Bosque Ripario"
"ANH_396_21","Simpson diversity",6.48,9.563,2.925,6.48,15.295,"ANH_396",19208.8843609,9976.47556334,3566.1950338,4.39897165982,4.39897165982,NA,1787.66814502,370.496893424,3961.80064354,7872.53863227,366.870404013,377.651645833,215.159394319,"Kale","Bosque Ripario"
"ANH_397_21","Species richness",25,38.938,10.3,28.822,75.826,"ANH_397",13758.8749388,11068.6980618,725.465359688,0,0,NA,3189.60360388,915.588999668,1554.21120568,10069.292183,2432.98499025,1961.52347909,137.384668451,"Kale","Bosque Ripario"
"ANH_397_21","Shannon diversity",11.545,14.403,1.998,11.545,18.32,"ANH_397",13758.8749388,11068.6980618,725.465359688,0,0,NA,3189.60360388,915.588999668,1554.21120568,10069.292183,2432.98499025,1961.52347909,137.384668451,"Kale","Bosque Ripario"
"ANH_397_21","Simpson diversity",6.52,6.918,1.24,6.52,9.349,"ANH_397",13758.8749388,11068.6980618,725.465359688,0,0,NA,3189.60360388,915.588999668,1554.21120568,10069.292183,2432.98499025,1961.52347909,137.384668451,"Kale","Bosque Ripario"
"ANH_398_21","Species richness",23,26.435,3.444,23.67,40.62,"ANH_398",13992.7602971,12280.7850536,1393.15172081,0,0,NA,4361.39183629,247.810040125,1749.64521945,11094.8056527,1896.8221777,1810.17031331,65.9557613531,"Kale","Bosque Ripario"
"ANH_398_21","Shannon diversity",20.194,26.43,2.176,22.166,30.694,"ANH_398",13992.7602971,12280.7850536,1393.15172081,0,0,NA,4361.39183629,247.810040125,1749.64521945,11094.8056527,1896.8221777,1810.17031331,65.9557613531,"Kale","Bosque Ripario"
"ANH_398_21","Simpson diversity",18.225,27,3.349,20.436,33.564,"ANH_398",13992.7602971,12280.7850536,1393.15172081,0,0,NA,4361.39183629,247.810040125,1749.64521945,11094.8056527,1896.8221777,1810.17031331,65.9557613531,"Kale","Bosque Ripario"
"ANH_399_21","Species richness",21,23.053,2.475,21.321,34.148,"ANH_399",8581.32682216,4931.54215304,4215.74818889,0,0,NA,5280.70697224,2521.32622003,2291.56537079,6036.36912087,5345.04081372,2609.32205982,152.87162195,"Platero","Bosque Ripario"
"ANH_399_21","Shannon diversity",14.135,16.919,2.122,14.135,21.077,"ANH_399",8581.32682216,4931.54215304,4215.74818889,0,0,NA,5280.70697224,2521.32622003,2291.56537079,6036.36912087,5345.04081372,2609.32205982,152.87162195,"Platero","Bosque Ripario"
"ANH_399_21","Simpson diversity",8.704,9.816,2.158,8.704,14.046,"ANH_399",8581.32682216,4931.54215304,4215.74818889,0,0,NA,5280.70697224,2521.32622003,2291.56537079,6036.36912087,5345.04081372,2609.32205982,152.87162195,"Platero","Bosque Ripario"
"ANH_400_21","Species richness",24,48.123,18.327,30.425,114.573,"ANH_400",7363.12613693,5948.43036083,4168.37763025,0,0,NA,5371.58443175,4481.23797546,1697.00077386,4755.20140261,5659.76892541,1384.02477002,201.190513175,"Platero","Bosque Ripario"
"ANH_400_21","Shannon diversity",14.226,20.805,4.313,14.226,29.258,"ANH_400",7363.12613693,5948.43036083,4168.37763025,0,0,NA,5371.58443175,4481.23797546,1697.00077386,4755.20140261,5659.76892541,1384.02477002,201.190513175,"Platero","Bosque Ripario"
"ANH_400_21","Simpson diversity",9.205,10.558,2.298,9.205,15.062,"ANH_400",7363.12613693,5948.43036083,4168.37763025,0,0,NA,5371.58443175,4481.23797546,1697.00077386,4755.20140261,5659.76892541,1384.02477002,201.190513175,"Platero","Bosque Ripario"
"ANH_401_21","Species richness",30,40.137,7.685,32.706,67.978,"ANH_401",7136.23764901,2828.2845453,5742.75691028,5.32737698052,5.32737698052,NA,3187.31911936,7559.3980815,2139.13330341,2139.13330341,6256.23861449,19.2776848003,580.521632053,"Platero","Bosque Ripario"
"ANH_401_21","Shannon diversity",24.731,34.192,4.209,25.943,42.441,"ANH_401",7136.23764901,2828.2845453,5742.75691028,5.32737698052,5.32737698052,NA,3187.31911936,7559.3980815,2139.13330341,2139.13330341,6256.23861449,19.2776848003,580.521632053,"Platero","Bosque Ripario"
"ANH_401_21","Simpson diversity",20.61,28.963,4.514,20.61,37.811,"ANH_401",7136.23764901,2828.2845453,5742.75691028,5.32737698052,5.32737698052,NA,3187.31911936,7559.3980815,2139.13330341,2139.13330341,6256.23861449,19.2776848003,580.521632053,"Platero","Bosque Ripario"
