"RedNiebla_Av.eventPer","RedNiebla_Av.order","RedNiebla_Av.observado","RedNiebla_Av.estimado","RedNiebla_Av.s.e.","RedNiebla_Av.LCL","RedNiebla_Av.UCL","RedNiebla_Av.parentEventID","RedNiebla_Av.Dis_Cienag","RedNiebla_Av.Dis_MGSG","RedNiebla_Av.Dis_Dre345","RedNiebla_Av.DisBosque","RedNiebla_Av.Dis_CobNat","RedNiebla_Av.Tam_Parche","RedNiebla_Av.Dis_CP","RedNiebla_Av.Dis_Oleodu","RedNiebla_Av.Dis_Pozo","RedNiebla_Av.Dis_Pozact","RedNiebla_Av.Dis_Ferroc","RedNiebla_Av.Dis_ViaPri","RedNiebla_Av.Dia_ViaSec","RedNiebla_Av.Plataf","RedNiebla_Av.CobMam"
"ANH_73_20","Shannon diversity",2.811,3.637,1.083,2.811,5.759,"ANH_73",5873.24802239,8266.85422185,3724.63800342,5.71548110289,5.71548110289,556.005415522,4823.6430347,1631.09793043,4394.99356807,4394.99356807,4921.30277814,5176.86135705,932.078329958,"Kale","Bosque Ripario"
"ANH_73_20","Simpson diversity",2.2,2.5,0.96,2.2,4.381,"ANH_73",5873.24802239,8266.85422185,3724.63800342,5.71548110289,5.71548110289,556.005415522,4823.6430347,1631.09793043,4394.99356807,4394.99356807,4921.30277814,5176.86135705,932.078329958,"Kale","Bosque Ripario"
"ANH_76_20","Species richness",4,4,0.52,4,5.615,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_20","Shannon diversity",3.113,3.391,0.503,3.113,4.377,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_20","Simpson diversity",2.674,2.948,0.621,2.674,4.165,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_21","Species richness",8,22.674,13.217,11.24,74.467,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_21","Shannon diversity",3.103,3.874,0.94,3.103,5.715,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_21","Simpson diversity",2.186,2.245,0.326,2.186,2.884,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_73_21","Species richness",12,15.064,3.594,12.495,30.975,"ANH_73",5873.24802239,8266.85422185,3724.63800342,5.71548110289,5.71548110289,556.005415522,4823.6430347,1631.09793043,4394.99356807,4394.99356807,4921.30277814,5176.86135705,932.078329958,"Kale","Bosque Ripario"
"ANH_73_21","Shannon diversity",5.528,6.492,1.163,5.528,8.77,"ANH_73",5873.24802239,8266.85422185,3724.63800342,5.71548110289,5.71548110289,556.005415522,4823.6430347,1631.09793043,4394.99356807,4394.99356807,4921.30277814,5176.86135705,932.078329958,"Kale","Bosque Ripario"
"ANH_73_21","Simpson diversity",3.305,3.465,0.718,3.305,4.871,"ANH_73",5873.24802239,8266.85422185,3724.63800342,5.71548110289,5.71548110289,556.005415522,4823.6430347,1631.09793043,4394.99356807,4394.99356807,4921.30277814,5176.86135705,932.078329958,"Kale","Bosque Ripario"
"ANH_76_18","Species richness",3,3,0.513,3,4.746,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_18","Shannon diversity",2.73,3.204,0.57,2.73,4.322,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_76_18","Simpson diversity",2.579,3.5,0.779,2.579,5.027,"ANH_76",1868.15359448,12038.9796725,99.4318006865,119.299591654,119.299591654,116.701861761,2031.12791191,3664.56164277,7275.65196227,7916.46815566,3186.44977553,8397.65838551,1354.57572843,"Kale","Bosque Ripario"
"ANH_67_19","Species richness",3,3,0.338,3,3.837,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_19","Shannon diversity",2.44,2.527,0.23,2.44,2.978,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_19","Simpson diversity",2.273,2.377,0.209,2.273,2.786,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_66_19","Species richness",6,6.979,1.837,6.088,16.871,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_19","Shannon diversity",3.04,3.271,0.531,3.04,4.312,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_19","Simpson diversity",2.363,2.435,0.308,2.363,3.039,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_18","Species richness",7,8.9,3.568,7.171,28.12,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_18","Shannon diversity",6.002,7.494,1.451,6.002,10.339,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_18","Simpson diversity",5.405,7.037,1.303,5.405,9.591,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_67_18","Species richness",3,3.417,1.133,3.024,10.27,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_18","Shannon diversity",2.749,3.502,1.346,2.749,6.141,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_18","Simpson diversity",2.571,3.75,1.645,2.571,6.974,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_20","Species richness",4,4.933,2.036,4.07,16.486,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_20","Shannon diversity",2.954,3.459,0.501,2.954,4.442,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_20","Simpson diversity",2.586,2.917,0.483,2.586,3.864,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_21","Species richness",4,4.483,1.285,4.028,12.208,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_21","Shannon diversity",2.616,2.795,0.501,2.616,3.776,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_67_21","Simpson diversity",2.195,2.289,0.331,2.195,2.939,"ANH_67",3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma"
"ANH_66_20","Species richness",4,4.958,2.086,4.072,16.781,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_20","Shannon diversity",2.033,2.246,0.408,2.033,3.045,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_20","Simpson diversity",1.548,1.586,0.29,1.548,2.154,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_21","Species richness",11,15.463,7.137,11.491,51.597,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_21","Shannon diversity",6.058,6.455,0.588,6.058,7.607,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_66_21","Simpson diversity",5.009,5.182,0.355,5.009,5.879,"ANH_66",6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma"
"ANH_98_20","Species richness",5,5,0.481,5,6.286,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_20","Shannon diversity",3.279,3.402,0.337,3.279,4.062,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_20","Simpson diversity",2.733,2.82,0.294,2.733,3.396,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_19","Species richness",6,7.978,3.703,6.179,27.907,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_19","Shannon diversity",2.672,2.789,0.299,2.672,3.376,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_19","Simpson diversity",2.212,2.243,0.151,2.212,2.538,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_18","Species richness",6,8.945,4.34,6.359,30.188,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_18","Shannon diversity",3.022,3.282,0.396,3.022,4.057,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_18","Simpson diversity",2.369,2.43,0.322,2.369,3.061,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_97_18","Species richness",3,3,0.478,3,4.489,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_18","Shannon diversity",2.026,2.106,0.263,2.026,2.622,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_18","Simpson diversity",1.742,1.791,0.261,1.742,2.303,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_20","Species richness",4,4,0.399,4,5.015,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_20","Shannon diversity",2.944,3.072,0.337,2.944,3.733,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_20","Simpson diversity",2.568,2.685,0.346,2.568,3.364,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_21","Species richness",6,8.947,4.343,6.359,30.203,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_21","Shannon diversity",3.145,3.405,0.44,3.145,4.268,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_21","Simpson diversity",2.497,2.566,0.338,2.497,3.229,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_98_21","Species richness",10,11.988,3.721,10.18,32.009,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_21","Shannon diversity",4.664,4.832,0.337,4.664,5.492,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_98_21","Simpson diversity",3.595,3.651,0.271,3.595,4.182,"ANH_98",4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario"
"ANH_90_19","Species richness",7,9.955,4.379,7.357,31.439,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_19","Shannon diversity",3.576,3.856,0.454,3.576,4.746,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_19","Simpson diversity",2.876,2.96,0.312,2.876,3.572,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_20","Species richness",8,12.408,7.053,8.484,48.128,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_20","Shannon diversity",4.79,5.427,0.816,4.79,7.027,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_20","Simpson diversity",3.677,3.894,0.627,3.677,5.123,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_18","Species richness",4,4,0.542,4,5.737,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_18","Shannon diversity",3.424,3.885,0.609,3.424,5.078,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_18","Simpson diversity",3.073,3.714,0.78,3.073,5.242,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_71_19","Species richness",5,6.953,3.661,5.176,26.659,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_19","Shannon diversity",2.814,3.044,0.454,2.814,3.934,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_19","Simpson diversity",2.411,2.494,0.244,2.411,2.974,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_75_20","Species richness",7,7.123,0.432,7.005,9.886,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_20","Shannon diversity",3.341,3.547,0.527,3.341,4.58,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_20","Simpson diversity",2.409,2.472,0.389,2.409,3.233,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_71_20","Species richness",5,5,0.347,5,5.844,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_20","Shannon diversity",3.668,3.823,0.404,3.668,4.615,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_20","Simpson diversity",2.934,3.055,0.469,2.934,3.974,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_21","Species richness",11,11.165,0.533,11.008,14.515,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_21","Shannon diversity",4.454,4.643,0.514,4.454,5.651,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_21","Simpson diversity",2.736,2.773,0.306,2.736,3.372,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_18","Species richness",4,4.455,1.22,4.026,11.804,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_18","Shannon diversity",3.538,4.241,1.069,3.538,6.337,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_18","Simpson diversity",3.27,4.231,1.078,3.27,6.343,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_90_21","Species richness",7,7,0.547,7,8.62,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_21","Shannon diversity",5.121,5.456,0.521,5.121,6.478,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_90_21","Simpson diversity",4.112,4.391,0.65,4.112,5.665,"ANH_90",967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma"
"ANH_103_20","Species richness",6,6.245,0.717,6.013,10.66,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_20","Shannon diversity",3.443,3.662,0.541,3.443,4.722,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_20","Simpson diversity",2.614,2.709,0.403,2.614,3.5,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_21","Species richness",7,7,0.431,7,8.074,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_21","Shannon diversity",3.943,4.071,0.388,3.943,4.83,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_21","Simpson diversity",2.95,3.01,0.31,2.95,3.619,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_19","Species richness",4,4,0.487,4,5.467,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_19","Shannon diversity",2.023,2.063,0.216,2.023,2.486,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_19","Simpson diversity",1.585,1.597,0.147,1.585,1.885,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_18","Species richness",5,6.962,3.675,5.177,26.741,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
