"RedNiebla_Av.eventPer","RedNiebla_Av.order","RedNiebla_Av.observado","RedNiebla_Av.estimado","RedNiebla_Av.s.e.","RedNiebla_Av.LCL","RedNiebla_Av.UCL","RedNiebla_Av.parentEventID","RedNiebla_Av.Dis_Cienag","RedNiebla_Av.Dis_MGSG","RedNiebla_Av.Dis_Dre345","RedNiebla_Av.DisBosque","RedNiebla_Av.Dis_CobNat","RedNiebla_Av.Tam_Parche","RedNiebla_Av.Dis_CP","RedNiebla_Av.Dis_Oleodu","RedNiebla_Av.Dis_Pozo","RedNiebla_Av.Dis_Pozact","RedNiebla_Av.Dis_Ferroc","RedNiebla_Av.Dis_ViaPri","RedNiebla_Av.Dia_ViaSec","RedNiebla_Av.Plataf","RedNiebla_Av.CobMam"
"ANH_103_18","Shannon diversity",2.218,2.367,0.358,2.218,3.069,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_103_18","Simpson diversity",1.682,1.704,0.234,1.682,2.164,"ANH_103",2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario"
"ANH_75_19","Species richness",5,5,0.487,5,6.438,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_19","Shannon diversity",2.824,2.886,0.246,2.824,3.368,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_19","Simpson diversity",2.144,2.17,0.25,2.144,2.66,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_21","Species richness",9,9.99,1.854,9.089,19.97,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_21","Shannon diversity",5.144,5.415,0.473,5.144,6.343,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_21","Simpson diversity",3.861,3.979,0.477,3.861,4.913,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_18","Species richness",4,4,0.528,4,5.681,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_18","Shannon diversity",3.618,4.148,0.567,3.618,5.26,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_75_18","Simpson diversity",3.429,4.4,0.774,3.429,5.916,"ANH_75",3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario"
"ANH_93_20","Species richness",7,10.84,5.095,7.533,34.673,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_20","Shannon diversity",3.259,4.098,1.202,3.259,6.455,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_20","Simpson diversity",2.076,2.174,0.569,2.076,3.289,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_18","Species richness",5,9.275,6.85,5.469,43.982,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_18","Shannon diversity",2.448,3.074,1.099,2.448,5.228,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_18","Simpson diversity",1.724,1.792,0.512,1.724,2.795,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_19","Species richness",5,6.966,3.682,5.177,26.781,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_19","Shannon diversity",2.352,2.494,0.342,2.352,3.165,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_93_19","Simpson diversity",1.867,1.896,0.235,1.867,2.357,"ANH_93",5735.55367351,13430.6962531,261.024939786,50.8986688367,50.8986688367,841.669467865,4561.14705348,1777.38846677,3909.69705531,10027.9846914,194.637141498,4812.91766651,4864.35735389,"Kale","Palma"
"ANH_89_19","Species richness",2,2,0.471,2,3.583,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_19","Shannon diversity",1.312,1.371,0.26,1.312,1.88,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_19","Simpson diversity",1.166,1.182,0.192,1.166,1.558,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_20","Species richness",2,2,0.34,2,2.887,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_20","Shannon diversity",1.89,2.07,0.295,1.89,2.65,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_20","Simpson diversity",1.8,2.143,0.505,1.8,3.132,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_21","Species richness",2,2,0.331,2,2.844,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_21","Shannon diversity",1.755,1.878,0.326,1.755,2.518,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_89_21","Simpson diversity",1.6,1.75,0.423,1.6,2.579,"ANH_89",14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma"
"ANH_68_19","Species richness",4,4,0.492,4,5.495,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_19","Shannon diversity",3.307,3.572,0.439,3.307,4.432,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_19","Simpson diversity",3.041,3.387,0.452,3.041,4.273,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_18","Species richness",4,7.6,5.817,4.391,37.177,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_18","Shannon diversity",3.789,8.182,4.214,3.789,16.441,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_18","Simpson diversity",3.571,10,3.108,3.909,16.091,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_20","Species richness",2,2,0.011,2,2.022,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_20","Shannon diversity",1.938,1.98,0.109,1.938,2.193,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_20","Simpson diversity",1.882,1.957,0.207,1.882,2.364,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_21","Species richness",9,9.992,1.858,9.09,19.994,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_21","Shannon diversity",3.81,3.96,0.382,3.81,4.708,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_68_21","Simpson diversity",2.867,2.909,0.231,2.867,3.361,"ANH_68",6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma"
"ANH_92_NA","Species richness",1,1,0.312,1,2.549,"ANH_92",6115.78644028,2788.44722515,6660.11795729,694.116255919,694.116255919,50.6570421766,2691.63405685,2046.42701215,1601.34825178,4916.42119629,5960.28110732,2402.99205263,1139.65130646,"Platero","Palma"
"ANH_92_NA","Shannon diversity",1,0,0,1,0,"ANH_92",6115.78644028,2788.44722515,6660.11795729,694.116255919,694.116255919,50.6570421766,2691.63405685,2046.42701215,1601.34825178,4916.42119629,5960.28110732,2402.99205263,1139.65130646,"Platero","Palma"
"ANH_92_NA","Simpson diversity",1,1,0,1,1,"ANH_92",6115.78644028,2788.44722515,6660.11795729,694.116255919,694.116255919,50.6570421766,2691.63405685,2046.42701215,1601.34825178,4916.42119629,5960.28110732,2402.99205263,1139.65130646,"Platero","Palma"
"ANH_97_NA","Species richness",1,1,0.312,1,2.549,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_NA","Shannon diversity",1,0,0,1,0,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_97_NA","Simpson diversity",1,1,0,1,1,"ANH_97",4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario"
"ANH_71_NA","Species richness",1,1,0.312,1,2.549,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_NA","Shannon diversity",1,0,0,1,0,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_71_NA","Simpson diversity",1,1,0,1,1,"ANH_71",8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma"
"ANH_360_21","Species richness",8,10.184,3.306,8.257,26.547,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_21","Shannon diversity",4.148,4.848,1.043,4.148,6.893,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_21","Simpson diversity",2.651,2.791,0.709,2.651,4.18,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_20","Species richness",2,2.5,1.107,2.037,8.808,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_20","Shannon diversity",2,3.375,1.111,2,5.552,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_20","Simpson diversity",2,2,0.489,2,2.958,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_19","Species richness",1,1,0.284,1,1.799,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_19","Shannon diversity",1,1,0,1,1,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
"ANH_360_19","Simpson diversity",1,1,0,1,1,"ANH_360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario"
