"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caracterizacion","Species richness",22,23.016,1.482,22.125,30.236,9,72,22,0.9614,4,7,2,2,5,0,1,1,0,0
"2","Caracterizacion","Shannon diversity",18.49,20.827,1.54,18.49,23.845,9,72,22,0.9614,4,7,2,2,5,0,1,1,0,0
"3","Caracterizacion","Simpson diversity",16.2,18.434,1.58,16.2,21.53,9,72,22,0.9614,4,7,2,2,5,0,1,1,0,0
"4","Kale","Species richness",26,26.95,1.791,26.085,36.609,20,206,26,0.9912,2,2,4,1,0,1,3,1,1,2
"5","Kale","Shannon diversity",21.209,22.158,0.789,21.209,23.705,20,206,26,0.9912,2,2,4,1,0,1,3,1,1,2
"6","Kale","Simpson diversity",18.911,19.735,0.807,18.911,21.316,20,206,26,0.9912,2,2,4,1,0,1,3,1,1,2
"7","Platero","Species richness",25,36.607,15.941,26.543,112.309,14,125,25,0.9612,5,1,3,2,2,4,2,3,2,0
"8","Platero","Shannon diversity",20.739,23.159,1.613,20.739,26.32,14,125,25,0.9612,5,1,3,2,2,4,2,3,2,0
"9","Platero","Simpson diversity",18.713,20.343,1.233,18.713,22.759,14,125,25,0.9612,5,1,3,2,2,4,2,3,2,0
