"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","A","Species richness",47,50.552,3.356,47.742,63.997,1035,47,0.9923
"2","A","Shannon diversity",14.987,15.382,0.598,14.987,16.555,1035,47,0.9923
"3","A","Simpson diversity",9.694,9.776,0.358,9.694,10.477,1035,47,0.9923
