"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Bosque Ripario","Species richness",16,17.736,2.156,16.261,27.531,6,36,16,0.9062,5,6,2,2,1,0,0,0,0,0
"2","Bosque Ripario","Shannon diversity",13.982,17.004,2.049,13.982,21.02,6,36,16,0.9062,5,6,2,2,1,0,0,0,0,0
"3","Bosque Ripario","Simpson diversity",12.462,15.608,1.926,12.462,19.382,6,36,16,0.9062,5,6,2,2,1,0,0,0,0,0
"4","Palma","Species richness",13,17.5,4.975,13.781,38.932,4,25,13,0.82,6,3,3,1,0,0,0,0,0,0
"5","Palma","Shannon diversity",11.418,15.098,2.571,11.418,20.137,4,25,13,0.82,6,3,3,1,0,0,0,0,0,0
"6","Palma","Simpson diversity",10.246,12.75,1.732,10.246,16.145,4,25,13,0.82,6,3,3,1,0,0,0,0,0,0
