"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"860","ANH_96_M_R18","Shannon diversity",1,0,0,1,0,"ANH_96","RdN",0.894736842105263
"861","ANH_96_M_R18","Simpson diversity",1,1,0,1,1,"ANH_96","RdN",0.894736842105263
"862","ANH_97_M_R05","Species richness",2,2,0.086,2,2.178,"ANH_97","RdN",0.842105263157895
"863","ANH_97_M_R05","Shannon diversity",1.972,2.06,0.138,1.972,2.33,"ANH_97","RdN",0.842105263157895
"864","ANH_97_M_R05","Simpson diversity",1.946,2.129,0.23,1.946,2.58,"ANH_97","RdN",0.842105263157895
"865","ANH_97_M_R06","Species richness",1,1,0.129,1,1.276,"ANH_97","RdN",0.842105263157895
"866","ANH_97_M_R06","Shannon diversity",1,1,0,1,1,"ANH_97","RdN",0.842105263157895
"867","ANH_97_M_R06","Simpson diversity",1,1,0,1,1,"ANH_97","RdN",0.842105263157895
"868","ANH_97_M_R10","Species richness",3,4.5,2.872,3.132,20.083,"ANH_97","RdN",0.842105263157895
"869","ANH_97_M_R10","Shannon diversity",2.828,4.891,3.302,2.828,11.363,"ANH_97","RdN",0.842105263157895
"870","ANH_97_M_R10","Simpson diversity",2.667,2.667,1.726,2.667,6.049,"ANH_97","RdN",0.842105263157895
"871","ANH_97_M_R02","Species richness",1,1,0.312,1,2.549,"ANH_97","RdN",0.842105263157895
