"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","A","Species richness",37,38,2.323,37.069,51.436,18201,37,0.9999
"2","A","Shannon diversity",8.593,8.602,0.09,8.593,8.778,18201,37,0.9999
"3","A","Simpson diversity",4.649,4.65,0.057,4.649,4.762,18201,37,0.9999
