"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","Vias","Species richness",8,15.814,11.399,8.964,71.366,43,8,0.9081
"2","Vias","Shannon diversity",3.653,4.353,0.931,3.653,6.178,43,8,0.9081
"3","Vias","Simpson diversity",2.443,2.529,0.486,2.443,3.483,43,8,0.9081
"4","Palma","Species richness",11,11.166,0.534,11.008,14.519,175,11,0.9945
"5","Palma","Shannon diversity",5.575,5.749,0.417,5.575,6.567,175,11,0.9945
"6","Palma","Simpson diversity",4.06,4.133,0.36,4.06,4.839,175,11,0.9945
"7","Bosque Ripario","Species richness",13,16.959,5.241,13.551,41.45,97,13,0.9592
"8","Bosque Ripario","Shannon diversity",7.916,8.671,0.854,7.916,10.346,97,13,0.9592
"9","Bosque Ripario","Simpson diversity",6.268,6.632,0.728,6.268,8.059,97,13,0.9592
