"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","ANH_103_M_R09","Species richness",3,3,0.474,3,4.481,"ANH_103","RdN",NA
"2","ANH_103_M_R09","Shannon diversity",2.415,2.586,0.343,2.415,3.258,"ANH_103","RdN",NA
"3","ANH_103_M_R09","Simpson diversity",2.246,2.449,0.345,2.246,3.125,"ANH_103","RdN",NA
"4","ANH_103_M_R04","Species richness",3,3.833,1.798,3.063,13.998,"ANH_103","RdN",NA
"5","ANH_103_M_R04","Shannon diversity",2.381,3.216,0.98,2.381,5.136,"ANH_103","RdN",NA
"6","ANH_103_M_R04","Simpson diversity",2,2.5,1.213,2,4.878,"ANH_103","RdN",NA
"7","ANH_103_M_R01","Species richness",2,2.333,0.943,2.018,8.09,"ANH_103","RdN",NA
"8","ANH_103_M_R01","Shannon diversity",1.89,2.52,1.848,1.89,6.142,"ANH_103","RdN",NA
"9","ANH_103_M_R01","Simpson diversity",1.8,3,0.882,1.8,4.729,"ANH_103","RdN",NA
"10","ANH_103_M_R08","Species richness",2,2,0.133,2,2.281,"ANH_103","RdN",NA
"11","ANH_103_M_R08","Shannon diversity",1.786,1.849,0.211,1.786,2.263,"ANH_103","RdN",NA
"12","ANH_103_M_R08","Simpson diversity",1.642,1.721,0.28,1.642,2.269,"ANH_103","RdN",NA
"13","ANH_103_M_R05","Species richness",3,4.5,2.872,3.132,20.083,"ANH_103","RdN",NA
"14","ANH_103_M_R05","Shannon diversity",2.828,4.891,2.95,2.828,10.672,"ANH_103","RdN",NA
"15","ANH_103_M_R05","Simpson diversity",2.667,2.667,1.663,2.667,5.926,"ANH_103","RdN",NA
"16","ANH_103_M_R02","Species richness",2,2,0.401,2,3.222,"ANH_103","RdN",NA
"17","ANH_103_M_R02","Shannon diversity",2,2.301,0.422,2,3.129,"ANH_103","RdN",NA
"18","ANH_103_M_R02","Simpson diversity",2,3,0.67,2,4.314,"ANH_103","RdN",NA
"19","ANH_103_M_R06","Species richness",2,2.333,0.943,2.018,8.09,"ANH_103","RdN",NA
"20","ANH_103_M_R06","Shannon diversity",1.89,2.52,1.891,1.89,6.225,"ANH_103","RdN",NA
"21","ANH_103_M_R06","Simpson diversity",1.8,1.8,0.718,1.8,3.208,"ANH_103","RdN",NA
"22","ANH_103_M_R19","Species richness",4,4.234,0.694,4.012,8.518,"ANH_103","RdN",NA
