"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobMam","samplEff.1"
"1","ANH_64","Species richness",11,13.228,3.366,11.263,29.878,1704.98206483,3713.38512055,1483.99869512,566.848141184,566.848141184,632.865573488,3057.61306045,300.956705638,3145.61155353,3145.61155353,4248.82566272,3286.44681217,3252.41482179,"Kale","Palma",1
"2","ANH_64","Shannon diversity",4.679,4.998,0.595,4.679,6.163,1704.98206483,3713.38512055,1483.99869512,566.848141184,566.848141184,632.865573488,3057.61306045,300.956705638,3145.61155353,3145.61155353,4248.82566272,3286.44681217,3252.41482179,"Kale","Palma",1
"3","ANH_64","Simpson diversity",3.27,3.343,0.359,3.27,4.047,1704.98206483,3713.38512055,1483.99869512,566.848141184,566.848141184,632.865573488,3057.61306045,300.956705638,3145.61155353,3145.61155353,4248.82566272,3286.44681217,3252.41482179,"Kale","Palma",1
"4","ANH_92","Species richness",8,8.123,0.434,8.005,10.896,6115.78644028,2788.44722515,6660.11795729,694.116255919,694.116255919,50.6570421766,2691.63405685,2046.42701215,1601.34825178,4916.42119629,5960.28110732,2402.99205263,1139.65130646,"Platero","Palma",0.909090909090909
"5","ANH_92","Shannon diversity",2.627,2.756,0.432,2.627,3.603,6115.78644028,2788.44722515,6660.11795729,694.116255919,694.116255919,50.6570421766,2691.63405685,2046.42701215,1601.34825178,4916.42119629,5960.28110732,2402.99205263,1139.65130646,"Platero","Palma",0.909090909090909
"6","ANH_92","Simpson diversity",1.677,1.691,0.188,1.677,2.059,6115.78644028,2788.44722515,6660.11795729,694.116255919,694.116255919,50.6570421766,2691.63405685,2046.42701215,1601.34825178,4916.42119629,5960.28110732,2402.99205263,1139.65130646,"Platero","Palma",0.909090909090909
"7","ANH_97","Species richness",5,5.983,2.165,5.073,18.302,4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario",0.818181818181818
"8","ANH_97","Shannon diversity",2.634,2.764,0.276,2.634,3.305,4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario",0.818181818181818
"9","ANH_97","Simpson diversity",2.032,2.068,0.272,2.032,2.6,4606.35946233,2871.4363033,8221.53872304,0,0,45.7606127029,2307.99158293,4097.64529583,250.354132317,3677.2648422,8028.08634281,3322.98521392,1847.63222433,"Platero","Bosque Ripario",0.818181818181818
"10","ANH_67","Species richness",4,4,0.495,4,5.503,3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma",0.545454545454545
"11","ANH_67","Shannon diversity",2.703,2.843,0.385,2.703,3.598,3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma",0.545454545454545
"12","ANH_67","Simpson diversity",2.197,2.286,0.397,2.197,3.064,3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma",0.545454545454545
"13","ANH_71","Species richness",11,11.165,0.533,11.008,14.514,8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma",0.909090909090909
"14","ANH_71","Shannon diversity",4.568,4.773,0.569,4.568,5.887,8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma",0.909090909090909
"15","ANH_71","Simpson diversity",2.81,2.852,0.329,2.81,3.497,8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma",0.909090909090909
"16","ANH_72","Species richness",13,20.949,11.589,13.981,77.418,4331.87502046,6268.24432985,3196.24146579,0,0,8.70872486456,4950.67258504,1169.07491888,2738.22115375,2738.22115375,5348.8634767,5454.13221662,976.31163881,"Kale","Bosque Ripario",1
