"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Bosque Ripario","Species richness",13,17.594,4.683,13.878,37.025,4,22,13,0.7696,7,4,1,1,0,0,0,0,0,0
"2","Bosque Ripario","Shannon diversity",11.44,16.17,3.971,11.44,23.953,4,22,13,0.7696,7,4,1,1,0,0,0,0,0,0
"3","Bosque Ripario","Simpson diversity",10.083,13.577,2.076,10.083,17.645,4,22,13,0.7696,7,4,1,1,0,0,0,0,0,0
"4","Palma","Species richness",11,12.929,2.958,11.223,27.648,7,33,11,0.9256,3,2,2,2,1,0,1,0,0,0
"5","Palma","Shannon diversity",9.208,10.67,1.349,9.208,13.314,7,33,11,0.9256,3,2,2,2,1,0,1,0,0,0
"6","Palma","Simpson diversity",8.067,9.017,0.979,8.067,10.936,7,33,11,0.9256,3,2,2,2,1,0,1,0,0,0
"7","Vias","Species richness",8,12.688,5.766,8.714,38.768,4,13,8,0.6964,5,2,0,1,0,0,0,0,0,0
"8","Vias","Shannon diversity",6.856,10.689,3.31,6.856,17.177,4,13,8,0.6964,5,2,0,1,0,0,0,0,0,0
"9","Vias","Simpson diversity",5.828,7.562,1.71,5.828,10.915,4,13,8,0.6964,5,2,0,1,0,0,0,0,0,0
