"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caracterizacion","Species richness",28,32.288,4.297,28.836,49.982,8,97,28,0.9401,7,5,5,2,3,2,2,2,0,0
"2","Caracterizacion","Shannon diversity",22.752,25.711,1.574,22.752,28.796,8,97,28,0.9401,7,5,5,2,3,2,2,2,0,0
"3","Caracterizacion","Simpson diversity",19.725,21.567,1.4,19.725,24.312,8,97,28,0.9401,7,5,5,2,3,2,2,2,0,0
"4","Kale","Species richness",30,33.906,4.604,30.627,54.332,16,165,30,0.9719,5,3,5,4,1,0,4,1,2,2
"5","Kale","Shannon diversity",22.89,24.794,1.289,22.89,27.32,16,165,30,0.9719,5,3,5,4,1,0,4,1,2,2
"6","Kale","Simpson diversity",19.132,20.228,1.117,19.132,22.417,16,165,30,0.9719,5,3,5,4,1,0,4,1,2,2
"7","Platero","Species richness",31,36.625,6.105,31.998,62.7,16,176,31,0.968,6,3,2,5,2,0,5,1,0,1
"8","Platero","Shannon diversity",23.707,25.714,1.409,23.707,28.476,16,176,31,0.968,6,3,2,5,2,0,5,1,0,1
"9","Platero","Simpson diversity",20.114,21.232,0.943,20.114,23.081,16,176,31,0.968,6,3,2,5,2,0,5,1,0,1
