"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobCopr","samplEff.1"
"99","ANH_115","Simpson diversity",1.604,1.606,0.05,1.604,1.703,7067.62801339,7642.86674444,2311.0768736,0,0,22.3923333945,2561.59474968,53.6861140587,5303.42932065,8079.05005578,2226.84841013,61.2336416602,2987.59380117,"Platero","Bosque Ripario",1
"100","ANH_116","Species richness",13,16.992,5.281,13.556,41.665,715.967483857,2814.45347069,3403.43592733,0,0,21.8924435076,2119.59407948,5349.77109701,5030.96654994,5030.96654994,3356.22507881,2465.43077871,127.562087129,"Platero","Bosque Ripario",1
"101","ANH_116","Shannon diversity",2.707,2.757,0.151,2.707,3.053,715.967483857,2814.45347069,3403.43592733,0,0,21.8924435076,2119.59407948,5349.77109701,5030.96654994,5030.96654994,3356.22507881,2465.43077871,127.562087129,"Platero","Bosque Ripario",1
"102","ANH_116","Simpson diversity",1.894,1.898,0.084,1.894,2.064,715.967483857,2814.45347069,3403.43592733,0,0,21.8924435076,2119.59407948,5349.77109701,5030.96654994,5030.96654994,3356.22507881,2465.43077871,127.562087129,"Platero","Bosque Ripario",1
"103","ANH_131","Species richness",11,12.492,2.281,11.174,23.831,1469.80581741,1666.92018194,7959.82087772,0,0,12.8940759543,3910.72556154,8813.96473151,1056.84261934,1056.84261934,7989.0702231,7261.86704279,3558.96486117,"Platero","Bosque Ripario",1
"104","ANH_131","Shannon diversity",2.945,3.045,0.276,2.945,3.585,1469.80581741,1666.92018194,7959.82087772,0,0,12.8940759543,3910.72556154,8813.96473151,1056.84261934,1056.84261934,7989.0702231,7261.86704279,3558.96486117,"Platero","Bosque Ripario",1
"105","ANH_131","Simpson diversity",1.977,1.987,0.154,1.977,2.289,1469.80581741,1666.92018194,7959.82087772,0,0,12.8940759543,3910.72556154,8813.96473151,1056.84261934,1056.84261934,7989.0702231,7261.86704279,3558.96486117,"Platero","Bosque Ripario",1
"106","ANH_394","Species richness",14,15.988,2.632,14.277,28.286,15287.8827099,5193.85321796,2359.28240105,0,0,14.3116499417,1472.10032295,2221.70804089,1291.7899476,3093.34619982,3757.15065644,950.79649798,3103.97121972,"Caracterizacion","Bosque Denso",1
"107","ANH_394","Shannon diversity",4.355,4.592,0.54,4.355,5.65,15287.8827099,5193.85321796,2359.28240105,0,0,14.3116499417,1472.10032295,2221.70804089,1291.7899476,3093.34619982,3757.15065644,950.79649798,3103.97121972,"Caracterizacion","Bosque Denso",1
"108","ANH_394","Simpson diversity",2.603,2.63,0.247,2.603,3.114,15287.8827099,5193.85321796,2359.28240105,0,0,14.3116499417,1472.10032295,2221.70804089,1291.7899476,3093.34619982,3757.15065644,950.79649798,3103.97121972,"Caracterizacion","Bosque Denso",1
"109","ANH_109","Species richness",9,16.976,11.627,9.984,73.628,2063.52176983,1969.52412599,379.391120664,104.313443497,14.5386812815,632.865573488,2394.34198899,174.966320912,1650.16257637,1650.16257637,4544.32989632,1686.07838086,4929.5784494,"Kale","Bosque Ripario",1
"110","ANH_109","Shannon diversity",3.145,3.223,0.184,3.145,3.584,2063.52176983,1969.52412599,379.391120664,104.313443497,14.5386812815,632.865573488,2394.34198899,174.966320912,1650.16257637,1650.16257637,4544.32989632,1686.07838086,4929.5784494,"Kale","Bosque Ripario",1
"111","ANH_109","Simpson diversity",2.624,2.637,0.096,2.624,2.824,2063.52176983,1969.52412599,379.391120664,104.313443497,14.5386812815,632.865573488,2394.34198899,174.966320912,1650.16257637,1650.16257637,4544.32989632,1686.07838086,4929.5784494,"Kale","Bosque Ripario",1
"112","ANH_137","Species richness",6,6.981,2.183,6.072,19.44,3249.6971626,5300.74814197,2998.82116791,0,0,39.6740433363,4247.0202919,4198.63557887,3015.20865344,5104.29075125,4483.12248492,4019.63149168,1897.12466021,"Platero","Bosque Ripario",1
"113","ANH_137","Shannon diversity",3.526,3.757,0.432,3.526,4.603,3249.6971626,5300.74814197,2998.82116791,0,0,39.6740433363,4247.0202919,4198.63557887,3015.20865344,5104.29075125,4483.12248492,4019.63149168,1897.12466021,"Platero","Bosque Ripario",1
"114","ANH_137","Simpson diversity",2.904,3.013,0.346,2.904,3.691,3249.6971626,5300.74814197,2998.82116791,0,0,39.6740433363,4247.0202919,4198.63557887,3015.20865344,5104.29075125,4483.12248492,4019.63149168,1897.12466021,"Platero","Bosque Ripario",1
"115","ANH_123","Species richness",17,17.25,0.729,17.013,21.732,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",1
"116","ANH_123","Shannon diversity",4.739,4.752,0.098,4.739,4.943,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",1
"117","ANH_123","Simpson diversity",3.338,3.34,0.073,3.338,3.482,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",1
"118","ANH_142","Species richness",8,10.971,4.421,8.357,32.699,11164.8874488,7894.17095092,30.3195804972,0,0,664.464997752,712.004767372,321.277878317,1448.76838204,9187.73879096,885.93568311,636.338589231,6907.38779167,"Caracterizacion","Bosque Ripario",1
"119","ANH_142","Shannon diversity",3.205,3.385,0.378,3.205,4.126,11164.8874488,7894.17095092,30.3195804972,0,0,664.464997752,712.004767372,321.277878317,1448.76838204,9187.73879096,885.93568311,636.338589231,6907.38779167,"Caracterizacion","Bosque Ripario",1
"120","ANH_142","Simpson diversity",2.083,2.106,0.247,2.083,2.59,11164.8874488,7894.17095092,30.3195804972,0,0,664.464997752,712.004767372,321.277878317,1448.76838204,9187.73879096,885.93568311,636.338589231,6907.38779167,"Caracterizacion","Bosque Ripario",1
