"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","_A_N_H___1_2_8___A___P_1_","Species richness",7,8.393,2.151,7.16,19.128,"ANH_128","PntFijo",1
"2","_A_N_H___1_2_8___A___P_1_","Shannon diversity",5.854,8.016,1.653,5.854,11.255,"ANH_128","PntFijo",1
"3","_A_N_H___1_2_8___A___P_1_","Simpson diversity",4.9,7,1.638,4.9,10.211,"ANH_128","PntFijo",1
"4","_A_N_H___1_2_8___A___P_2_","Species richness",10,18.55,9.687,11.44,60.754,"ANH_128","PntFijo",1
"5","_A_N_H___1_2_8___A___P_2_","Shannon diversity",7.708,12.473,4.253,7.708,20.809,"ANH_128","PntFijo",1
"6","_A_N_H___1_2_8___A___P_2_","Simpson diversity",6.061,8.261,3.056,6.061,14.25,"ANH_128","PntFijo",1
"7","_A_N_H___1_2_8___A___P_3_","Species richness",8,19.538,15.849,9.534,94.807,"ANH_128","PntFijo",1
"8","_A_N_H___1_2_8___A___P_3_","Shannon diversity",7.038,14.126,6.096,7.038,26.075,"ANH_128","PntFijo",1
"9","_A_N_H___1_2_8___A___P_3_","Simpson diversity",6.259,11.143,6.939,6.259,24.744,"ANH_128","PntFijo",1
"10","_A_N_H___1_5_4___A___P_1_","Species richness",5,5.234,0.694,5.012,9.518,"ANH_154","PntFijo",1
"11","_A_N_H___1_5_4___A___P_1_","Shannon diversity",4.156,4.822,0.987,4.156,6.757,"ANH_154","PntFijo",1
"12","_A_N_H___1_5_4___A___P_1_","Simpson diversity",3.657,4.444,0.94,3.657,6.286,"ANH_154","PntFijo",1
"13","_A_N_H___1_5_4___A___P_2_","Species richness",5,13,8.069,6.549,46.319,"ANH_154","PntFijo",1
"14","_A_N_H___1_5_4___A___P_2_","Shannon diversity",5,18.564,5.739,7.315,29.813,"ANH_154","PntFijo",1
"15","_A_N_H___1_5_4___A___P_2_","Simpson diversity",5,5,2.816,5,10.52,"ANH_154","PntFijo",1
"16","_A_N_H___1_5_4___A___P_3_","Species richness",11,26,15.492,13.824,90.677,"ANH_154","PntFijo",1
"17","_A_N_H___1_5_4___A___P_3_","Shannon diversity",9.514,21.315,9.45,9.514,39.836,"ANH_154","PntFijo",1
"18","_A_N_H___1_5_4___A___P_3_","Simpson diversity",8,15,8.537,8,31.731,"ANH_154","PntFijo",1
"19","_A_N_H___1_6_9___A___P_1_","Species richness",20,31.764,9.474,22.942,67.034,"ANH_169","PntFijo",1
"20","_A_N_H___1_6_9___A___P_1_","Shannon diversity",16.951,27.592,5.435,16.951,38.244,"ANH_169","PntFijo",1
"21","_A_N_H___1_6_9___A___P_1_","Simpson diversity",14.4,23.333,5.124,14.4,33.376,"ANH_169","PntFijo",1
"22","_A_N_H___1_6_9___A___P_2_","Species richness",20,37.5,14.005,24.407,89.487,"ANH_169","PntFijo",1
"23","_A_N_H___1_6_9___A___P_2_","Shannon diversity",16.062,27.9,6.288,16.062,40.224,"ANH_169","PntFijo",1
"24","_A_N_H___1_6_9___A___P_2_","Simpson diversity",12.462,18.529,5.479,12.462,29.268,"ANH_169","PntFijo",1
"25","_A_N_H___1_6_9___A___P_3_","Species richness",29,57.333,19.437,37.389,124.699,"ANH_169","PntFijo",1
"26","_A_N_H___1_6_9___A___P_3_","Shannon diversity",24.687,44.296,7.986,28.643,59.949,"ANH_169","PntFijo",1
"27","_A_N_H___1_6_9___A___P_3_","Simpson diversity",21.146,35.417,6.692,22.3,48.533,"ANH_169","PntFijo",1
"28","_A_N_H___1_8_5___A___P_1_","Species richness",23,31.48,6.701,25.165,56.21,"ANH_185","PntFijo",1
"29","_A_N_H___1_8_5___A___P_1_","Shannon diversity",16.388,22.894,3.471,16.388,29.698,"ANH_185","PntFijo",1
"30","_A_N_H___1_8_5___A___P_1_","Simpson diversity",11.191,13.919,3.707,11.191,21.184,"ANH_185","PntFijo",1
"31","_A_N_H___1_8_5___A___P_2_","Species richness",8,15.68,11.209,8.946,70.321,"ANH_185","PntFijo",1
"32","_A_N_H___1_8_5___A___P_2_","Shannon diversity",5.284,7.141,2.049,5.284,11.156,"ANH_185","PntFijo",1
"33","_A_N_H___1_8_5___A___P_2_","Simpson diversity",3.882,4.412,1.311,3.882,6.982,"ANH_185","PntFijo",1
"34","_A_N_H___1_8_5___A___P_3_","Species richness",12,20.743,9.895,13.475,63.835,"ANH_185","PntFijo",1
"35","_A_N_H___1_8_5___A___P_3_","Shannon diversity",8.336,11.318,2.371,8.336,15.966,"ANH_185","PntFijo",1
"36","_A_N_H___1_8_5___A___P_3_","Simpson diversity",6.481,7.727,1.525,6.481,10.717,"ANH_185","PntFijo",1
"37","_A_N_H___1_8_9___A___P_1_","Species richness",8,24.5,21.685,10.317,125.514,"ANH_189","PntFijo",1
"38","_A_N_H___1_8_9___A___P_1_","Shannon diversity",6.735,16.491,9.824,6.735,35.745,"ANH_189","PntFijo",1
"39","_A_N_H___1_8_9___A___P_1_","Simpson diversity",5.538,9.429,6.592,5.538,22.349,"ANH_189","PntFijo",1
"40","_A_N_H___1_8_9___A___P_3_","Species richness",12,30.984,18.957,15.719,108.902,"ANH_189","PntFijo",1
"41","_A_N_H___1_8_9___A___P_3_","Shannon diversity",10.95,27.903,13.903,10.95,55.152,"ANH_189","PntFijo",1
"42","_A_N_H___1_8_9___A___P_3_","Simpson diversity",9.846,24,14.515,9.846,52.448,"ANH_189","PntFijo",1
"43","_A_N_H___1_8_9___A___P_2_","Species richness",8,17.333,9.47,9.794,56.546,"ANH_189","PntFijo",1
"44","_A_N_H___1_8_9___A___P_2_","Shannon diversity",6.679,11.726,4.082,6.679,19.726,"ANH_189","PntFijo",1
"45","_A_N_H___1_8_9___A___P_2_","Simpson diversity",5.769,8.75,3.77,5.769,16.139,"ANH_189","PntFijo",1
"46","_A_N_H___1_9_1___A___P_1_","Species richness",22,36.065,10.935,25.655,76.127,"ANH_191","PntFijo",1
"47","_A_N_H___1_9_1___A___P_1_","Shannon diversity",17.93,28.363,5.041,18.483,38.242,"ANH_191","PntFijo",1
"48","_A_N_H___1_9_1___A___P_1_","Simpson diversity",14.792,22.024,4.44,14.792,30.727,"ANH_191","PntFijo",1
"49","_A_N_H___1_9_1___A___P_2_","Species richness",25,39.182,11.02,28.687,79.548,"ANH_191","PntFijo",1
"50","_A_N_H___1_9_1___A___P_2_","Shannon diversity",17.857,24.655,3.6,17.857,31.711,"ANH_191","PntFijo",1
"51","_A_N_H___1_9_1___A___P_2_","Simpson diversity",13.362,16.5,3.05,13.362,22.478,"ANH_191","PntFijo",1
"52","_A_N_H___1_9_1___A___P_3_","Species richness",26,32.655,5.807,27.523,55.079,"ANH_191","PntFijo",1
"53","_A_N_H___1_9_1___A___P_3_","Shannon diversity",19.439,25.063,3.106,19.439,31.151,"ANH_191","PntFijo",1
"54","_A_N_H___1_9_1___A___P_3_","Simpson diversity",13.887,17.021,3.529,13.887,23.937,"ANH_191","PntFijo",1
"55","_A_N_H___1_9_2___A___P_1_","Species richness",28,39.942,9.124,31.162,73.108,"ANH_192","PntFijo",1
"56","_A_N_H___1_9_2___A___P_1_","Shannon diversity",5.005,5.566,0.728,5.005,6.993,"ANH_192","PntFijo",1
"57","_A_N_H___1_9_2___A___P_1_","Simpson diversity",2.204,2.217,0.215,2.204,2.639,"ANH_192","PntFijo",1
"58","_A_N_H___1_9_2___A___P_2_","Species richness",31,53.4,16.017,37.357,109.931,"ANH_192","PntFijo",1
"59","_A_N_H___1_9_2___A___P_2_","Shannon diversity",7.801,8.846,1.037,7.801,10.878,"ANH_192","PntFijo",1
"60","_A_N_H___1_9_2___A___P_2_","Simpson diversity",3.699,3.744,0.389,3.699,4.507,"ANH_192","PntFijo",1
"61","_A_N_H___1_9_2___A___P_3_","Species richness",19,68.153,58.579,26.785,329.324,"ANH_192","PntFijo",1
"62","_A_N_H___1_9_2___A___P_3_","Shannon diversity",12.42,18.916,4.074,12.42,26.901,"ANH_192","PntFijo",1
"63","_A_N_H___1_9_2___A___P_3_","Simpson diversity",9.089,10.562,2.043,9.089,14.565,"ANH_192","PntFijo",1
"64","_A_N_H___1_9_7___A___P_1_","Species richness",29,61.319,26.056,37.074,158.364,"ANH_197","PntFijo",1
"65","_A_N_H___1_9_7___A___P_1_","Shannon diversity",18.17,24.862,3.584,18.17,31.886,"ANH_197","PntFijo",1
"66","_A_N_H___1_9_7___A___P_1_","Simpson diversity",11.719,13.245,2.481,11.719,18.108,"ANH_197","PntFijo",1
"67","_A_N_H___1_9_7___A___P_2_","Species richness",16,25.947,8.869,18.222,60.54,"ANH_197","PntFijo",1
"68","_A_N_H___1_9_7___A___P_2_","Shannon diversity",7.51,9.625,2.133,7.51,13.805,"ANH_197","PntFijo",1
"69","_A_N_H___1_9_7___A___P_2_","Simpson diversity",4.494,4.793,1.068,4.494,6.886,"ANH_197","PntFijo",1
"70","_A_N_H___1_9_7___A___P_3_","Species richness",16,24.786,9.942,17.482,68.075,"ANH_197","PntFijo",1
"71","_A_N_H___1_9_7___A___P_3_","Shannon diversity",13.364,18.137,3.062,13.364,24.139,"ANH_197","PntFijo",1
"72","_A_N_H___1_9_7___A___P_3_","Simpson diversity",11.76,15.944,2.673,11.76,21.184,"ANH_197","PntFijo",1
"73","_A_N_H___2_0_8___A___P_1_","Species richness",8,9.938,3.633,8.175,29.498,"ANH_208","PntFijo",1
"74","_A_N_H___2_0_8___A___P_1_","Shannon diversity",6.265,7.314,1.116,6.265,9.502,"ANH_208","PntFijo",1
"75","_A_N_H___2_0_8___A___P_1_","Simpson diversity",5.333,6.2,1.069,5.333,8.295,"ANH_208","PntFijo",1
"76","_A_N_H___2_0_8___A___P_2_","Species richness",7,18.25,15.462,8.494,91.699,"ANH_208","PntFijo",1
"77","_A_N_H___2_0_8___A___P_2_","Shannon diversity",6.261,14.617,8.77,6.261,31.805,"ANH_208","PntFijo",1
"78","_A_N_H___2_0_8___A___P_2_","Simpson diversity",5.556,11.25,8.36,5.556,27.636,"ANH_208","PntFijo",1
"79","_A_N_H___2_0_8___A___P_3_","Species richness",6,6.235,0.696,6.012,10.53,"ANH_208","PntFijo",1
"80","_A_N_H___2_0_8___A___P_3_","Shannon diversity",5.207,6.183,1.21,5.207,8.554,"ANH_208","PntFijo",1
"81","_A_N_H___2_0_8___A___P_3_","Simpson diversity",4.587,5.913,1.464,4.587,8.782,"ANH_208","PntFijo",1
"82","_A_N_H___2_1_1___A___P_1_","Species richness",13,17.304,4.614,13.775,36.9,"ANH_211","PntFijo",1
"83","_A_N_H___2_1_1___A___P_1_","Shannon diversity",11.758,17.819,3.634,11.758,24.942,"ANH_211","PntFijo",1
"84","_A_N_H___2_1_1___A___P_1_","Simpson diversity",10.796,19.462,3.355,12.887,26.036,"ANH_211","PntFijo",1
"85","_A_N_H___2_1_1___A___P_2_","Species richness",11,13.969,3.496,11.477,29.472,"ANH_211","PntFijo",1
"86","_A_N_H___2_1_1___A___P_2_","Shannon diversity",9.742,14.293,3.004,9.742,20.181,"ANH_211","PntFijo",1
