"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caracterizacion","Species richness",81,139.08,24.282,107.448,208.546,10,165,81,0.7521,44,15,11,3,4,2,2,0,0,0
"2","Caracterizacion","Shannon diversity",64.643,98.015,8.335,81.679,114.352,10,165,81,0.7521,44,15,11,3,4,2,2,0,0,0
"3","Caracterizacion","Simpson diversity",52.255,68.51,5.724,57.291,79.729,10,165,81,0.7521,44,15,11,3,4,2,2,0,0,0
"4","Kale","Species richness",142,178.75,14.97,159.051,221.208,24,641,142,0.9375,42,23,12,20,8,3,5,5,2,8
"5","Kale","Shannon diversity",96.559,110.415,3.925,102.722,118.108,24,641,142,0.9375,42,23,12,20,8,3,5,5,2,8
"6","Kale","Simpson diversity",73.463,79.433,3.01,73.533,85.333,24,641,142,0.9375,42,23,12,20,8,3,5,5,2,8
"7","Platero","Species richness",115,201.062,33.131,156.533,293.336,18,415,115,0.8743,54,16,10,4,7,4,0,4,4,2
"8","Platero","Shannon diversity",72.456,91.166,4.851,81.658,100.674,18,415,115,0.8743,54,16,10,4,7,4,0,4,4,2
"9","Platero","Simpson diversity",53.041,57.353,2.79,53.041,62.82,18,415,115,0.8743,54,16,10,4,7,4,0,4,4,2
