"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","grp","cmb_smpEf","Temp","OxgD","COrgT","FDisp","TSolidDis","Nitratos","Silicatos","GrasAceit","SAAM","Alcalinid","Log_Cond","sed_Nitrog","sed_p_limo","sed_fosforo","sed_Sodio","sed_hierro","sed_Magnes","Cantos.rodados","Grava","Vrip","CDosel","ProfProm","Ancho","ProfCapFot","Plataf","Red.Hidrica","CuerpAgua","decimalLat","decimalLon","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche"
"1","ANH_11","Species richness",9,12,3.464,9.494,27.224,"Ar_At",0.324452435436417,29.96,0.87,42.13,0.38,40,2.3337,0.207,2.24,0.071,62.969,1.43136376415899,0.2686,18,0.00309,30.59,0.15,221.66,0,0,3,4,1.7,15,0.81,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.40042103478,-73.8631269895,3143.08228299,657.371780177,788.304345388,788.304345388,7393.82443318,3140.11838373,4284.2546732,4879.51382428,3421.04954718,2047.9986448,57.7612879971,0,1.43969797613
"2","ANH_11","Shannon diversity",8.485,12,2.13,8.485,16.174,"Ar_At",0.324452435436417,29.96,0.87,42.13,0.38,40,2.3337,0.207,2.24,0.071,62.969,1.43136376415899,0.2686,18,0.00309,30.59,0.15,221.66,0,0,3,4,1.7,15,0.81,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.40042103478,-73.8631269895,3143.08228299,657.371780177,788.304345388,788.304345388,7393.82443318,3140.11838373,4284.2546732,4879.51382428,3421.04954718,2047.9986448,57.7612879971,0,1.43969797613
"3","ANH_11","Simpson diversity",8,11.5,2.133,8,15.681,"Ar_At",0.324452435436417,29.96,0.87,42.13,0.38,40,2.3337,0.207,2.24,0.071,62.969,1.43136376415899,0.2686,18,0.00309,30.59,0.15,221.66,0,0,3,4,1.7,15,0.81,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.40042103478,-73.8631269895,3143.08228299,657.371780177,788.304345388,788.304345388,7393.82443318,3140.11838373,4284.2546732,4879.51382428,3421.04954718,2047.9986448,57.7612879971,0,1.43969797613
"4","ANH_12","Species richness",8,12.5,5.303,8.723,36.025,"Ar_At",0.688460281137627,27.15,2.93,18.03,0.775,52,2.135,0.554,1.94,0.052,35.982,1.36172783601759,0.1645,8,0.00386,42.55,3.8,4.83,0,0,4,2,1,4.5,2.16,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.39715997024,-73.840138,5702.50701035,245.332733129,1522.35401603,1522.35401603,7603.00393613,5695.82993406,2150.08287116,5954.15813108,5952.48793932,4356.68418962,0,0,85.2412681866
"5","ANH_12","Shannon diversity",7.579,12.5,2.655,7.579,17.703,"Ar_At",0.688460281137627,27.15,2.93,18.03,0.775,52,2.135,0.554,1.94,0.052,35.982,1.36172783601759,0.1645,8,0.00386,42.55,3.8,4.83,0,0,4,2,1,4.5,2.16,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.39715997024,-73.840138,5702.50701035,245.332733129,1522.35401603,1522.35401603,7603.00393613,5695.82993406,2150.08287116,5954.15813108,5952.48793932,4356.68418962,0,0,85.2412681866
"6","ANH_12","Simpson diversity",7.143,11.75,2.764,7.143,17.167,"Ar_At",0.688460281137627,27.15,2.93,18.03,0.775,52,2.135,0.554,1.94,0.052,35.982,1.36172783601759,0.1645,8,0.00386,42.55,3.8,4.83,0,0,4,2,1,4.5,2.16,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.39715997024,-73.840138,5702.50701035,245.332733129,1522.35401603,1522.35401603,7603.00393613,5695.82993406,2150.08287116,5954.15813108,5952.48793932,4356.68418962,0,0,85.2412681866
"7","ANH_13","Species richness",6,8,2.828,6.256,21.603,"Ar_At",0.595292579274273,26.6,6.01,20.105,0.1,18,2.5098,0.391,2.12,0.046,11.22,1.57978359661681,0.3356,10,0.00404,15.98,9.33,68.15,0,0,2,2,1.5,6,1.2,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.38989504078,-73.8280400075,6266.48257857,1493.97765866,3002.04160307,3002.04160307,6336.64745952,7016.71945265,788.461330746,5312.69584555,7463.90153357,3888.45939747,0,0,13.7071031146
"8","ANH_13","Shannon diversity",5.657,8,1.618,5.657,11.171,"Ar_At",0.595292579274273,26.6,6.01,20.105,0.1,18,2.5098,0.391,2.12,0.046,11.22,1.57978359661681,0.3356,10,0.00404,15.98,9.33,68.15,0,0,2,2,1.5,6,1.2,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.38989504078,-73.8280400075,6266.48257857,1493.97765866,3002.04160307,3002.04160307,6336.64745952,7016.71945265,788.461330746,5312.69584555,7463.90153357,3888.45939747,0,0,13.7071031146
"9","ANH_13","Simpson diversity",5.333,7.5,1.739,5.333,10.907,"Ar_At",0.595292579274273,26.6,6.01,20.105,0.1,18,2.5098,0.391,2.12,0.046,11.22,1.57978359661681,0.3356,10,0.00404,15.98,9.33,68.15,0,0,2,2,1.5,6,1.2,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.38989504078,-73.8280400075,6266.48257857,1493.97765866,3002.04160307,3002.04160307,6336.64745952,7016.71945265,788.461330746,5312.69584555,7463.90153357,3888.45939747,0,0,13.7071031146
"10","ANH_14","Species richness",7,16,12,8.241,72.254,"Ar_At",0.485289310232102,27.49,4.91,21.2,0.03,48,2.7345,0.39,1.64,0.052,16.32,1.90308998699194,0.2016,8,0.00288,3.78,2,54.68,0,0,2,2,0.6,5,0.6,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.36967897998,-73.8226230349,4628.03302338,1502.43908388,4687.1308849,4687.1308849,4649.41053925,4957.63449374,1183.52224662,5936.36807041,8455.25438281,3637.10318469,0,0,34.180294317
"11","ANH_14","Shannon diversity",6.727,16,5.615,6.727,27.005,"Ar_At",0.485289310232102,27.49,4.91,21.2,0.03,48,2.7345,0.39,1.64,0.052,16.32,1.90308998699194,0.2016,8,0.00288,3.78,2,54.68,0,0,2,2,0.6,5,0.6,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.36967897998,-73.8226230349,4628.03302338,1502.43908388,4687.1308849,4687.1308849,4649.41053925,4957.63449374,1183.52224662,5936.36807041,8455.25438281,3637.10318469,0,0,34.180294317
"12","ANH_14","Simpson diversity",6.4,14.5,5.117,6.4,24.53,"Ar_At",0.485289310232102,27.49,4.91,21.2,0.03,48,2.7345,0.39,1.64,0.052,16.32,1.90308998699194,0.2016,8,0.00288,3.78,2,54.68,0,0,2,2,0.6,5,0.6,"Kale","CAÑO NEGRO Y AFLUENTES","Quebrada",7.36967897998,-73.8226230349,4628.03302338,1502.43908388,4687.1308849,4687.1308849,4649.41053925,4957.63449374,1183.52224662,5936.36807041,8455.25438281,3637.10318469,0,0,34.180294317
"13","ANH_15","Species richness",15,17.286,2.376,15.427,27.234,"Ar_At",0.396861719516182,32.14,0.56,40.16,0.37,50,2.0876,0.204,1.96,0.077,71.964,1.60205999132796,0.2726,28,0.00505,30.62,33.89,175.12,0,0.05,2,2,3,8,1.48,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.40608099872,-73.8624680042,3234.70647908,107.063945786,1254.43001985,1254.43001985,7957.52576915,3078.52934807,4575.85407651,5460.68987709,3325.90256953,1798.36853489,0,0,169.499493659
"14","ANH_15","Shannon diversity",14.153,17.286,1.887,14.153,20.984,"Ar_At",0.396861719516182,32.14,0.56,40.16,0.37,50,2.0876,0.204,1.96,0.077,71.964,1.60205999132796,0.2726,28,0.00505,30.62,33.89,175.12,0,0.05,2,2,3,8,1.48,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.40608099872,-73.8624680042,3234.70647908,107.063945786,1254.43001985,1254.43001985,7957.52576915,3078.52934807,4575.85407651,5460.68987709,3325.90256953,1798.36853489,0,0,169.499493659
"15","ANH_15","Simpson diversity",13.444,17,1.845,13.444,20.617,"Ar_At",0.396861719516182,32.14,0.56,40.16,0.37,50,2.0876,0.204,1.96,0.077,71.964,1.60205999132796,0.2726,28,0.00505,30.62,33.89,175.12,0,0.05,2,2,3,8,1.48,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.40608099872,-73.8624680042,3234.70647908,107.063945786,1254.43001985,1254.43001985,7957.52576915,3078.52934807,4575.85407651,5460.68987709,3325.90256953,1798.36853489,0,0,169.499493659
"16","ANH_16","Species richness",9,10.562,2.031,9.222,19.979,"Ar_At",1.30957829355999,31.36,6.6,34.54,0.175,24,1.881,0.208,2.18,0.074,59.972,1.6232492903979,0.2661,26,0.00604,27.15,1.05,139.92,0,0,2,4,2.9,12,0.81,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.41713396298,-73.8556919899,4280.44933258,1254.3967365,2085.375143,2085.375143,9390.54883143,3621.46343429,4942.49709342,6759.16838377,3743.95387071,1746.82011163,42.6419887321,0,8.75900795302
"17","ANH_16","Shannon diversity",8.486,10.562,1.749,8.486,13.99,"Ar_At",1.30957829355999,31.36,6.6,34.54,0.175,24,1.881,0.208,2.18,0.074,59.972,1.6232492903979,0.2661,26,0.00604,27.15,1.05,139.92,0,0,2,4,2.9,12,0.81,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.41713396298,-73.8556919899,4280.44933258,1254.3967365,2085.375143,2085.375143,9390.54883143,3621.46343429,4942.49709342,6759.16838377,3743.95387071,1746.82011163,42.6419887321,0,8.75900795302
"18","ANH_16","Simpson diversity",8.048,10.25,1.68,8.048,13.542,"Ar_At",1.30957829355999,31.36,6.6,34.54,0.175,24,1.881,0.208,2.18,0.074,59.972,1.6232492903979,0.2661,26,0.00604,27.15,1.05,139.92,0,0,2,4,2.9,12,0.81,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.41713396298,-73.8556919899,4280.44933258,1254.3967365,2085.375143,2085.375143,9390.54883143,3621.46343429,4942.49709342,6759.16838377,3743.95387071,1746.82011163,42.6419887321,0,8.75900795302
"19","ANH_17","Species richness",4,6.25,3.75,4.235,25.553,"Ar_At",0.440013076168683,27.15,2.93,19.855,1.625,236,3.09,0.6,1.66,0.07,161.919,1.36172783601759,0.1844,26,0.00898,0.05,3.13,160.83,0,0,4,2,1,4.5,0.81,"Kale","CAÑO RAICERO","Caño",7.409801977,-73.879409004,1570.86719602,62.1883571909,1182.38069743,1182.38069743,7529.69216674,1163.8875163,6359.6125408,5128.36406481,1413.26262066,6.3959049358,0,0,99.5605935636
"20","ANH_17","Shannon diversity",3.789,6.25,1.814,3.789,9.805,"Ar_At",0.440013076168683,27.15,2.93,19.855,1.625,236,3.09,0.6,1.66,0.07,161.919,1.36172783601759,0.1844,26,0.00898,0.05,3.13,160.83,0,0,4,2,1,4.5,0.81,"Kale","CAÑO RAICERO","Caño",7.409801977,-73.879409004,1570.86719602,62.1883571909,1182.38069743,1182.38069743,7529.69216674,1163.8875163,6359.6125408,5128.36406481,1413.26262066,6.3959049358,0,0,99.5605935636
"21","ANH_17","Simpson diversity",3.571,5.5,1.64,3.571,8.714,"Ar_At",0.440013076168683,27.15,2.93,19.855,1.625,236,3.09,0.6,1.66,0.07,161.919,1.36172783601759,0.1844,26,0.00898,0.05,3.13,160.83,0,0,4,2,1,4.5,0.81,"Kale","CAÑO RAICERO","Caño",7.409801977,-73.879409004,1570.86719602,62.1883571909,1182.38069743,1182.38069743,7529.69216674,1163.8875163,6359.6125408,5128.36406481,1413.26262066,6.3959049358,0,0,99.5605935636
"22","ANH_18","Species richness",17,24.2,5.903,18.766,46.355,"Ar_At",0.688460281137627,32.12,0.09,16.48,0.245,28,1.6811,0.204,2.08,0.08,55.972,1.69019608002851,0.5859,26,0.00319,29.41,2.74,190.68,0,0.05,2,3,3,30,1.21,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.3743290084,-73.8910849951,2428.09749884,338.047918633,599.24482379,599.24482379,3400.28676036,630.782012083,5528.40523263,1079.36572484,1130.30829151,6.05331901675,0,0,169.499493659
"23","ANH_18","Shannon diversity",16.054,24.2,3.303,17.725,30.675,"Ar_At",0.688460281137627,32.12,0.09,16.48,0.245,28,1.6811,0.204,2.08,0.08,55.972,1.69019608002851,0.5859,26,0.00319,29.41,2.74,190.68,0,0.05,2,3,3,30,1.21,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.3743290084,-73.8910849951,2428.09749884,338.047918633,599.24482379,599.24482379,3400.28676036,630.782012083,5528.40523263,1079.36572484,1130.30829151,6.05331901675,0,0,169.499493659
"24","ANH_18","Simpson diversity",15.125,23.6,2.98,17.758,29.442,"Ar_At",0.688460281137627,32.12,0.09,16.48,0.245,28,1.6811,0.204,2.08,0.08,55.972,1.69019608002851,0.5859,26,0.00319,29.41,2.74,190.68,0,0.05,2,3,3,30,1.21,"Kale","CAÑO NEGRO Y AFLUENTES","Caño",7.3743290084,-73.8910849951,2428.09749884,338.047918633,599.24482379,599.24482379,3400.28676036,630.782012083,5528.40523263,1079.36572484,1130.30829151,6.05331901675,0,0,169.499493659
"25","ANH_19","Species richness",20,115,43.695,60.257,244.187,"Ar_At",1.14743380189604,28.27,4.15,29.175,0.185,152,4.7544,0.393,1.36,0.069,64.26,2.20411998265592,0.0786,0,0.00351,3.05,4.15,46.03,0,0,4,4,0.7,600,0.27,"Kale","RIO MAGDALENA","Río Magdalena",7.40685096035,-73.8951580133,454.768914724,469.546842382,483.089828829,483.089828829,6829.56949383,316.605669199,7689.43605621,4702.40287891,0,1716.21580862,368.497361639,15.2517664436,48.6761009896
"26","ANH_19","Shannon diversity",20,134.488,44.006,48.237,220.738,"Ar_At",1.14743380189604,28.27,4.15,29.175,0.185,152,4.7544,0.393,1.36,0.069,64.26,2.20411998265592,0.0786,0,0.00351,3.05,4.15,46.03,0,0,4,4,0.7,600,0.27,"Kale","RIO MAGDALENA","Río Magdalena",7.40685096035,-73.8951580133,454.768914724,469.546842382,483.089828829,483.089828829,6829.56949383,316.605669199,7689.43605621,4702.40287891,0,1716.21580862,368.497361639,15.2517664436,48.6761009896
"27","ANH_19","Simpson diversity",20,20,47.896,20,113.874,"Ar_At",1.14743380189604,28.27,4.15,29.175,0.185,152,4.7544,0.393,1.36,0.069,64.26,2.20411998265592,0.0786,0,0.00351,3.05,4.15,46.03,0,0,4,4,0.7,600,0.27,"Kale","RIO MAGDALENA","Río Magdalena",7.40685096035,-73.8951580133,454.768914724,469.546842382,483.089828829,483.089828829,6829.56949383,316.605669199,7689.43605621,4702.40287891,0,1716.21580862,368.497361639,15.2517664436,48.6761009896
"28","ANH_20","Species richness",14,20.25,5.625,15.381,42.284,"Ar_At",1.14743380189604,29.2,4.85,20.625,0.175,142,2.9061,0.387,1.5,0.06,66.3,2.21218760440396,0.1128,2,0.00393,6.38,4.5,59.18,0,0.3,4,4,0.75,900,0.33,"Kale","RIO MAGDALENA","Río Magdalena",7.38938097866,-73.9012359828,1328.80837342,428.17331585,515.949482409,515.949482409,4855.06214623,426.167881251,7393.54712701,2975.37993401,0,1781.28080343,385.471030659,14.9199796132,9.15199036102
"29","ANH_20","Shannon diversity",13.228,20.25,3.161,14.054,26.446,"Ar_At",1.14743380189604,29.2,4.85,20.625,0.175,142,2.9061,0.387,1.5,0.06,66.3,2.21218760440396,0.1128,2,0.00393,6.38,4.5,59.18,0,0.3,4,4,0.75,900,0.33,"Kale","RIO MAGDALENA","Río Magdalena",7.38938097866,-73.9012359828,1328.80837342,428.17331585,515.949482409,515.949482409,4855.06214623,426.167881251,7393.54712701,2975.37993401,0,1781.28080343,385.471030659,14.9199796132,9.15199036102
"30","ANH_20","Simpson diversity",12.462,19.625,3.024,13.698,25.552,"Ar_At",1.14743380189604,29.2,4.85,20.625,0.175,142,2.9061,0.387,1.5,0.06,66.3,2.21218760440396,0.1128,2,0.00393,6.38,4.5,59.18,0,0.3,4,4,0.75,900,0.33,"Kale","RIO MAGDALENA","Río Magdalena",7.38938097866,-73.9012359828,1328.80837342,428.17331585,515.949482409,515.949482409,4855.06214623,426.167881251,7393.54712701,2975.37993401,0,1781.28080343,385.471030659,14.9199796132,9.15199036102
