"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Temp","OxgD","COrgT","FDisp","TSolidDis","Nitratos","Silicatos","GrasAceit","SAAM","Alcalinid","Log_Cond","sed_Nitrog","sed_p_limo","sed_fosforo","sed_Sodio","sed_hierro","sed_Magnes","Cantos.rodados","Grava","Vrip","CDosel","ProfProm","Ancho","ProfCapFot","Plataf","Red.Hidrica","CuerpAgua","samplEff.1"
"1","ANH_39","Species richness",6,6.482,1.282,6.028,14.191,899.011196148,3376.49841112,6568.11386386,4.88486825749,4.88486825749,260.342062684,4054.197194,7436.51139294,1195.87251946,1195.87251946,7296.97418103,6403.3916761,2032.94361862,25.52,6.1,21.155,3.725,40,2.64,0.447,1.27,0.072,18.36,1.32221929473392,0.1879,10,0.00361,18.38,2.89,42.4,0.35,0.15,2,3,3.5,18,1.35,"Platero","CORREDOR","Caño",0.62111801242236
"2","ANH_39","Shannon diversity",3.839,4.282,0.899,3.839,6.045,899.011196148,3376.49841112,6568.11386386,4.88486825749,4.88486825749,260.342062684,4054.197194,7436.51139294,1195.87251946,1195.87251946,7296.97418103,6403.3916761,2032.94361862,25.52,6.1,21.155,3.725,40,2.64,0.447,1.27,0.072,18.36,1.32221929473392,0.1879,10,0.00361,18.38,2.89,42.4,0.35,0.15,2,3,3.5,18,1.35,"Platero","CORREDOR","Caño",0.62111801242236
"3","ANH_39","Simpson diversity",2.722,2.908,0.755,2.722,4.388,899.011196148,3376.49841112,6568.11386386,4.88486825749,4.88486825749,260.342062684,4054.197194,7436.51139294,1195.87251946,1195.87251946,7296.97418103,6403.3916761,2032.94361862,25.52,6.1,21.155,3.725,40,2.64,0.447,1.27,0.072,18.36,1.32221929473392,0.1879,10,0.00361,18.38,2.89,42.4,0.35,0.15,2,3,3.5,18,1.35,"Platero","CORREDOR","Caño",0.62111801242236
"4","ANH_43","Species richness",4,4.444,1.197,4.026,11.662,2276.85820497,4852.18024448,5963.85139677,0,0,78.6478687443,4843.14845279,5895.42061852,2434.42420069,2434.42420069,7284.4078322,5541.87026023,971.209078924,26.51,6.1,14.56,0.275,96,2.19,1.053,0.97,0.054,28.56,1.46239799789896,0.2501,10,0.00393,20.65,5.99,29.84,0,0.2,2,2,0.85,8,0.85,"Platero","CORREDOR","Quebrada",0.559006211180124
"5","ANH_43","Shannon diversity",3.709,4.631,1.195,3.709,6.974,2276.85820497,4852.18024448,5963.85139677,0,0,78.6478687443,4843.14845279,5895.42061852,2434.42420069,2434.42420069,7284.4078322,5541.87026023,971.209078924,26.51,6.1,14.56,0.275,96,2.19,1.053,0.97,0.054,28.56,1.46239799789896,0.2501,10,0.00393,20.65,5.99,29.84,0,0.2,2,2,0.85,8,0.85,"Platero","CORREDOR","Quebrada",0.559006211180124
"6","ANH_43","Simpson diversity",3.522,5.143,1.407,3.522,7.9,2276.85820497,4852.18024448,5963.85139677,0,0,78.6478687443,4843.14845279,5895.42061852,2434.42420069,2434.42420069,7284.4078322,5541.87026023,971.209078924,26.51,6.1,14.56,0.275,96,2.19,1.053,0.97,0.054,28.56,1.46239799789896,0.2501,10,0.00393,20.65,5.99,29.84,0,0.2,2,2,0.85,8,0.85,"Platero","CORREDOR","Quebrada",0.559006211180124
"7","ANH_294","Species richness",10,11.444,2.219,10.167,22.493,5364.0085742,12992.3601129,10.5479080966,0,0,191.147495736,4700.83854112,2979.74568287,5286.41022405,8653.20509637,1092.03811334,4939.98001677,4043.17628209,26.33,5.85,25.27,1.2,30,2.22,1.38,2.99,0.073,14.28,1.74036268949424,0,0,0,0,0,0,0.8,0,1,2,0.5,5,1.35,"Caracterizacion","AGUA BONITA-PAREDES","Quebrada",0.236024844720497
"8","ANH_294","Shannon diversity",8.177,10.209,1.481,8.177,13.112,5364.0085742,12992.3601129,10.5479080966,0,0,191.147495736,4700.83854112,2979.74568287,5286.41022405,8653.20509637,1092.03811334,4939.98001677,4043.17628209,26.33,5.85,25.27,1.2,30,2.22,1.38,2.99,0.073,14.28,1.74036268949424,0,0,0,0,0,0,0.8,0,1,2,0.5,5,1.35,"Caracterizacion","AGUA BONITA-PAREDES","Quebrada",0.236024844720497
"9","ANH_294","Simpson diversity",6.943,9,1.614,6.943,12.163,5364.0085742,12992.3601129,10.5479080966,0,0,191.147495736,4700.83854112,2979.74568287,5286.41022405,8653.20509637,1092.03811334,4939.98001677,4043.17628209,26.33,5.85,25.27,1.2,30,2.22,1.38,2.99,0.073,14.28,1.74036268949424,0,0,0,0,0,0,0.8,0,1,2,0.5,5,1.35,"Caracterizacion","AGUA BONITA-PAREDES","Quebrada",0.236024844720497
"10","ANH_299","Species richness",2,2,0.469,2,3.578,444.480711593,12749.3470539,158.278254184,4.51532193544,0,1742.63205395,847.197851708,3322.95163624,9362.76645286,9451.11787518,4181.49860241,9453.94201166,1166.79769484,31.11,5.8,20.305,0.1,62,2.897,1.081,5.33,0.068,20.45,1.30102999566398,0.2196,22,0.00158,25.72,0.1,106.98,0,0,2,4,2,0,2.7,"Caracterizacion","SOGAMOSITO-PAREDES","Ciénaga",0.186335403726708
