"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","ANH_11_D","Species richness",9,13.457,7.128,9.49,49.545,"ANH_11","Ar_At",0.324452435436417
"2","ANH_11_D","Shannon diversity",3.79,4.04,0.483,3.79,4.986,"ANH_11","Ar_At",0.324452435436417
"3","ANH_11_D","Simpson diversity",2.486,2.523,0.306,2.486,3.122,"ANH_11","Ar_At",0.324452435436417
"4","ANH_12_D","Species richness",8,22.318,12.902,11.16,72.887,"ANH_12","Ar_At",0.688460281137627
"5","ANH_12_D","Shannon diversity",4.739,7.52,2.359,4.739,12.145,"ANH_12","Ar_At",0.688460281137627
"6","ANH_12_D","Simpson diversity",3.408,3.85,1.126,3.408,6.057,"ANH_12","Ar_At",0.688460281137627
"7","ANH_13_D","Species richness",6,6.489,1.298,6.029,14.289,"ANH_13","Ar_At",0.595292579274273
"8","ANH_13_D","Shannon diversity",3.677,3.927,0.534,3.677,4.973,"ANH_13","Ar_At",0.595292579274273
"9","ANH_13_D","Simpson diversity",2.77,2.883,0.5,2.77,3.863,"ANH_13","Ar_At",0.595292579274273
"10","ANH_14_D","Species richness",7,7.159,0.518,7.007,10.42,"ANH_14","Ar_At",0.485289310232102
"11","ANH_14_D","Shannon diversity",6.089,7.156,1.116,6.089,9.343,"ANH_14","Ar_At",0.485289310232102
"12","ANH_14_D","Simpson diversity",5.444,7,1.391,5.444,9.727,"ANH_14","Ar_At",0.485289310232102
"13","ANH_15_D","Species richness",15,15.663,1.299,15.057,22.771,"ANH_15","Ar_At",0.396861719516182
"14","ANH_15_D","Shannon diversity",8.085,8.454,0.602,8.085,9.635,"ANH_15","Ar_At",0.396861719516182
"15","ANH_15_D","Simpson diversity",5.864,6.03,0.552,5.864,7.112,"ANH_15","Ar_At",0.396861719516182
"16","ANH_16_D","Species richness",9,9,0.507,9,10.451,"ANH_16","Ar_At",1.30957829355999
"17","ANH_16_D","Shannon diversity",4.999,5.105,0.319,4.999,5.73,"ANH_16","Ar_At",1.30957829355999
"18","ANH_16_D","Simpson diversity",3.786,3.84,0.276,3.786,4.382,"ANH_16","Ar_At",1.30957829355999
"19","ANH_17_D","Species richness",4,4.963,2.095,4.072,16.835,"ANH_17","Ar_At",0.440013076168683
"20","ANH_17_D","Shannon diversity",2.587,2.824,0.269,2.587,3.353,"ANH_17","Ar_At",0.440013076168683
"21","ANH_17_D","Simpson diversity",2.285,2.404,0.283,2.285,2.959,"ANH_17","Ar_At",0.440013076168683
"22","ANH_18_D","Species richness",17,26.951,10.222,18.886,69.517,"ANH_18","Ar_At",0.688460281137627
"23","ANH_18_D","Shannon diversity",8.193,8.733,0.722,8.193,10.148,"ANH_18","Ar_At",0.688460281137627
"24","ANH_18_D","Simpson diversity",5.987,6.136,0.498,5.987,7.112,"ANH_18","Ar_At",0.688460281137627
"25","ANH_19_D","Species richness",20,30.516,10.133,22.148,71.482,"ANH_19","Ar_At",1.14743380189604
"26","ANH_19_D","Shannon diversity",12.918,16.213,2.36,12.918,20.839,"ANH_19","Ar_At",1.14743380189604
"27","ANH_19_D","Simpson diversity",9.116,10.311,1.654,9.116,13.552,"ANH_19","Ar_At",1.14743380189604
"28","ANH_20_D","Species richness",14,20.162,7.451,14.959,53.603,"ANH_20","Ar_At",1.14743380189604
"29","ANH_20_D","Shannon diversity",8.795,10.196,1.285,8.795,12.714,"ANH_20","Ar_At",1.14743380189604
"30","ANH_20_D","Simpson diversity",6.659,7.245,1.023,6.659,9.25,"ANH_20","Ar_At",1.14743380189604
"31","ANH_21_D","Species richness",20,33.292,12.277,22.852,81.96,"ANH_21","Ar_At",1.14743380189604
"32","ANH_21_D","Shannon diversity",13.79,18.018,2.888,13.79,23.678,"ANH_21","Ar_At",1.14743380189604
"33","ANH_21_D","Simpson diversity",10.484,12.308,2.287,10.484,16.79,"ANH_21","Ar_At",1.14743380189604
"34","ANH_291_D","Species richness",11,15.421,7.073,11.486,51.238,"ANH_291","Ar_At",0.505720823798627
"35","ANH_291_D","Shannon diversity",6.698,7.667,1.246,6.698,10.11,"ANH_291","Ar_At",0.505720823798627
"36","ANH_291_D","Simpson diversity",4.481,4.778,0.975,4.481,6.689,"ANH_291","Ar_At",0.505720823798627
"37","ANH_292_D","Species richness",16,25.963,10.222,17.89,68.508,"ANH_292","Ar_At",0.458973520758418
"38","ANH_292_D","Shannon diversity",6.635,6.953,0.578,6.635,8.085,"ANH_292","Ar_At",0.458973520758418
"39","ANH_292_D","Simpson diversity",4.386,4.442,0.313,4.386,5.055,"ANH_292","Ar_At",0.458973520758418
"40","ANH_293_D","Species richness",14,25.89,12.781,16.134,80.244,"ANH_293","Ar_At",0.743216737495914
"41","ANH_293_D","Shannon diversity",10.772,15.842,3.913,10.772,23.512,"ANH_293","Ar_At",0.743216737495914
"42","ANH_293_D","Simpson diversity",8.758,11.449,2.789,8.758,16.915,"ANH_293","Ar_At",0.743216737495914
"43","ANH_294_D","Species richness",10,10.985,1.847,10.089,20.93,"ANH_294","Ar_At",0.551814318404707
"44","ANH_294_D","Shannon diversity",5.549,6.02,0.729,5.549,7.45,"ANH_294","Ar_At",0.551814318404707
"45","ANH_294_D","Simpson diversity",3.693,3.848,0.636,3.693,5.095,"ANH_294","Ar_At",0.551814318404707
"46","ANH_295_D","Species richness",11,13.216,3.349,11.261,29.785,"ANH_295","Ar_At",0.669499836547891
"47","ANH_295_D","Shannon diversity",6.502,7.213,0.867,6.502,8.912,"ANH_295","Ar_At",0.669499836547891
"48","ANH_295_D","Simpson diversity",4.605,4.875,0.819,4.605,6.481,"ANH_295","Ar_At",0.669499836547891
"49","ANH_297_D","Species richness",14,17.945,5.224,14.549,42.361,"ANH_297","Ar_At",0.352664269369075
"50","ANH_297_D","Shannon diversity",8.844,10.057,1.34,8.844,12.684,"ANH_297","Ar_At",0.352664269369075
"51","ANH_297_D","Simpson diversity",6.587,7.141,1.116,6.587,9.329,"ANH_297","Ar_At",0.352664269369075
"52","ANH_298_D","Species richness",17,37.812,17.196,22.062,102.579,"ANH_298","Ar_At",1.23586139261196
"53","ANH_298_D","Shannon diversity",10.113,11.743,1.418,10.113,14.523,"ANH_298","Ar_At",1.23586139261196
"54","ANH_298_D","Simpson diversity",7.753,8.255,0.927,7.753,10.072,"ANH_298","Ar_At",1.23586139261196
"55","ANH_299_D","Species richness",8,15.86,11.463,8.969,71.723,"ANH_299","Ar_At",1.18633540372671
"56","ANH_299_D","Shannon diversity",3.846,4.39,0.752,3.846,5.864,"ANH_299","Ar_At",1.18633540372671
"57","ANH_299_D","Simpson diversity",2.978,3.087,0.382,2.978,3.836,"ANH_299","Ar_At",1.18633540372671
"58","ANH_300_D","Species richness",9,9.981,2.22,9.07,22.723,"ANH_300","Ar_At",0.688460281137627
"59","ANH_300_D","Shannon diversity",6.897,7.561,0.693,6.897,8.92,"ANH_300","Ar_At",0.688460281137627
"60","ANH_300_D","Simpson diversity",5.879,6.475,0.726,5.879,7.898,"ANH_300","Ar_At",0.688460281137627
"61","ANH_302_D","Species richness",11,13.626,3.438,11.371,29.616,"ANH_302","Ar_At",1.16639424648578
"62","ANH_302_D","Shannon diversity",5.314,5.931,0.901,5.314,7.698,"ANH_302","Ar_At",1.16639424648578
"63","ANH_302_D","Simpson diversity",3.636,3.79,0.552,3.636,4.873,"ANH_302","Ar_At",1.16639424648578
"64","ANH_303_D","Species richness",13,22.941,10.162,14.894,65.166,"ANH_303","Ar_At",0.880026152337365
"65","ANH_303_D","Shannon diversity",6.237,6.657,0.577,6.237,7.787,"ANH_303","Ar_At",0.880026152337365
"66","ANH_303_D","Simpson diversity",4.564,4.662,0.424,4.564,5.493,"ANH_303","Ar_At",0.880026152337365
