"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","A","Species richness",186,240.375,21.304,211.927,300.041,65,1456,186,0.9681,47,20,15,14,12,10,7,10,4,6
"2","A","Shannon diversity",107.082,116.176,2.42,111.434,120.919,65,1456,186,0.9681,47,20,15,14,12,10,7,10,4,6
"3","A","Simpson diversity",75.561,78.432,2.088,75.561,82.524,65,1456,186,0.9681,47,20,15,14,12,10,7,10,4,6
