"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caño","Species richness",34,39.654,5.649,35.107,62.879,13,160,34,0.9601,7,4,4,3,4,3,1,1,3,3
"2","Caño","Shannon diversity",26.975,29.716,1.533,26.975,32.72,13,160,34,0.9601,7,4,4,3,4,3,1,1,3,3
"3","Caño","Simpson diversity",23.443,25.273,1.295,23.443,27.811,13,160,34,0.9601,7,4,4,3,4,3,1,1,3,3
"4","Ciénaga","Species richness",17,19.143,2.595,17.333,30.797,7,44,17,0.9148,5,5,2,3,1,1,0,0,0,0
"5","Ciénaga","Shannon diversity",14.462,17.21,1.76,14.462,20.66,7,44,17,0.9148,5,5,2,3,1,1,0,0,0,0
"6","Ciénaga","Simpson diversity",12.737,15.159,1.568,12.737,18.231,7,44,17,0.9148,5,5,2,3,1,1,0,0,0,0
"7","Quebrada","Species richness",44,45.5,2.049,44.201,55.21,16,287,44,0.9881,4,5,9,2,2,2,3,2,4,1
"8","Quebrada","Shannon diversity",34.678,36.555,1.113,34.678,38.737,16,287,44,0.9881,4,5,9,2,2,2,3,2,4,1
"9","Quebrada","Simpson diversity",29.963,31.318,1.224,29.963,33.717,16,287,44,0.9881,4,5,9,2,2,2,3,2,4,1
"10","Río Magdalena","Species richness",30,48,13.008,35.053,94.125,5,58,30,0.7783,15,5,7,3,0,0,0,0,0,0
"11","Río Magdalena","Shannon diversity",25.954,37.335,4.99,27.555,47.116,5,58,30,0.7783,15,5,7,3,0,0,0,0,0,0
"12","Río Magdalena","Simpson diversity",23.041,30.255,3.352,23.684,36.825,5,58,30,0.7783,15,5,7,3,0,0,0,0,0,0
