"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caracterizacion","Species richness",42,47.455,4.252,43.413,63.049,6,117,42,0.925,12,11,2,10,5,2,0,0,0,0
"2","Caracterizacion","Shannon diversity",35.655,41.178,2.444,36.387,45.969,6,117,42,0.925,12,11,2,10,5,2,0,0,0,0
"3","Caracterizacion","Simpson diversity",31.761,36.186,1.951,32.363,40.009,6,117,42,0.925,12,11,2,10,5,2,0,0,0,0
"4","Kale","Species richness",51,59.837,6.445,53.457,82.784,17,195,51,0.9386,13,9,10,3,4,4,0,3,1,1
"5","Kale","Shannon diversity",38.574,44.433,2.426,39.677,49.189,17,195,51,0.9386,13,9,10,3,4,4,0,3,1,1
"6","Kale","Simpson diversity",31.348,35.034,2.228,31.348,39.4,17,195,51,0.9386,13,9,10,3,4,4,0,3,1,1
"7","Platero","Species richness",54,71.059,11.041,59.351,108.382,18,237,54,0.932,17,8,6,1,2,5,2,4,3,2
"8","Platero","Shannon diversity",38.883,44.632,2.638,39.461,49.802,18,237,54,0.932,17,8,6,1,2,5,2,4,3,2
"9","Platero","Simpson diversity",32.078,34.946,1.804,32.078,38.483,18,237,54,0.932,17,8,6,1,2,5,2,4,3,2
