"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","Platero","Species richness",47,51.081,4.046,47.806,67.657,1479,47,0.9953
"2","Platero","Shannon diversity",19.343,19.698,0.544,19.343,20.765,1479,47,0.9953
"3","Platero","Simpson diversity",13.624,13.741,0.455,13.624,14.632,1479,47,0.9953
"4","Caracterizacion","Species richness",24,36.414,17.024,25.653,117.209,146,24,0.9658
"5","Caracterizacion","Shannon diversity",16.834,18.969,1.531,16.834,21.97,146,24,0.9658
"6","Caracterizacion","Simpson diversity",13.223,14.441,1.42,13.223,17.223,146,24,0.9658
"7","Kale","Species richness",45,60.112,12.46,48.684,106.993,1135,45,0.9903
"8","Kale","Shannon diversity",14.935,15.353,0.659,14.935,16.644,1135,45,0.9903
"9","Kale","Simpson diversity",7.669,7.715,0.456,7.669,8.608,1135,45,0.9903
