"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","A","Species richness",8,8,0.475,8,9.227,70,8,1
"2","A","Shannon diversity",5.658,5.961,0.583,5.658,7.104,70,8,1
"3","A","Simpson diversity",4.52,4.763,0.603,4.52,5.946,70,8,1
