"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_1___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",5,6.984,3.714,5.179,26.97,"ANH_108","TrmpExHum",1
"2","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_1___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",1.5,1.541,0.143,1.5,1.822,"ANH_108","TrmpExHum",1
"3","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_1___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.213,1.215,0.069,1.213,1.35,"ANH_108","TrmpExHum",1
"4","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_2___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",3,3.493,1.307,3.029,11.343,"ANH_108","TrmpExHum",1
"5","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_2___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",1.224,1.249,0.127,1.224,1.499,"ANH_108","TrmpExHum",1
"6","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_2___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.089,1.09,0.057,1.089,1.202,"ANH_108","TrmpExHum",1
"7","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_3___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",3,3.971,2.064,3.075,15.583,"ANH_108","TrmpExHum",1
"8","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_3___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",1.303,1.376,0.17,1.303,1.709,"ANH_108","TrmpExHum",1
"9","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_3___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.127,1.131,0.099,1.127,1.324,"ANH_108","TrmpExHum",1
"10","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_4___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",6,6.247,0.722,6.013,10.689,"ANH_108","TrmpExHum",1
"11","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_4___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",2.084,2.163,0.311,2.084,2.773,"ANH_108","TrmpExHum",1
"12","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_4___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.467,1.476,0.156,1.467,1.782,"ANH_108","TrmpExHum",1
"13","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_5___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",5,5.985,1.847,5.089,15.926,"ANH_108","TrmpExHum",1
"14","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_5___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",1.53,1.6,0.231,1.53,2.053,"ANH_108","TrmpExHum",1
"15","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_5___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.207,1.21,0.093,1.207,1.393,"ANH_108","TrmpExHum",1
"16","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_6___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",4,5.933,3.626,4.174,25.456,"ANH_108","TrmpExHum",1
"17","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_6___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",1.701,1.872,0.403,1.701,2.663,"ANH_108","TrmpExHum",1
"18","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_6___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.32,1.334,0.208,1.32,1.743,"ANH_108","TrmpExHum",1
"19","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_7___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Species richness",4,4,0.517,4,5.449,"ANH_108","TrmpExHum",1
"20","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_7___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Shannon diversity",2.108,2.213,0.36,2.108,2.919,"ANH_108","TrmpExHum",1
"21","_A_N_H___1_0_8___T_._ _E_x_c_._ _H_u_m_a_n_7___2_0_2_2___0_3___2_9_/_2_0_2_2___0_3___3_1_","Simpson diversity",1.571,1.6,0.284,1.571,2.156,"ANH_108","TrmpExHum",1
"22","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_1___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Species richness",7,9.893,4.292,7.349,30.963,"ANH_109","TrmpExHum",1
"23","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_1___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Shannon diversity",4.477,5.363,1.009,4.477,7.342,"ANH_109","TrmpExHum",1
"24","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_1___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Simpson diversity",3.267,3.566,0.969,3.267,5.466,"ANH_109","TrmpExHum",1
"25","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_2___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Species richness",4,4.493,1.306,4.029,12.337,"ANH_109","TrmpExHum",1
"26","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_2___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Shannon diversity",2.236,2.303,0.224,2.236,2.743,"ANH_109","TrmpExHum",1
"27","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_2___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Simpson diversity",1.918,1.945,0.175,1.918,2.288,"ANH_109","TrmpExHum",1
"28","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_3___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Species richness",3,3,0.477,3,4.489,"ANH_109","TrmpExHum",1
"29","_A_N_H___1_0_9___T_._ _E_x_c_._ _H_u_m_a_n_3___2_0_2_2___0_4___0_5_/_2_0_2_2___0_4___0_7_","Shannon diversity",2.246,2.379,0.315,2.246,2.996,"ANH_109","TrmpExHum",1
