"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Temp","OxgD","COrgT","FDisp","TSolidDis","Nitratos","Silicatos","GrasAceit","SAAM","Alcalinid","Log_Cond","sed_Nitrog","sed_p_limo","sed_fosforo","sed_Sodio","sed_hierro","sed_Magnes","Cantos.rodados","Grava","Vrip","CDosel","ProfProm","Ancho","ProfCapFot","Plataf","Red.Hidrica","CuerpAgua","samplEff.1"
"44","ANH_33","Shannon diversity",2.937,3.075,0.266,2.937,3.595,4682.35151127,0,11139.5965515,682.026548959,0,9476.16752482,5643.05761238,9193.2833305,3453.64711097,3453.64711097,11061.7508279,8957.60585441,5713.91095478,27.22,7.22,27.01,0.16,144,3.4142,0.389,2.38,0.083,66.3,2.26623169668989,0.2839,8,0.0033,7.23,7.28,73.38,0,0,2,4,2,830,0.81,"Platero","RIO MAGDALENA","Río Magdalena",0.178378378378378
"45","ANH_33","Simpson diversity",2.428,2.485,0.26,2.428,2.995,4682.35151127,0,11139.5965515,682.026548959,0,9476.16752482,5643.05761238,9193.2833305,3453.64711097,3453.64711097,11061.7508279,8957.60585441,5713.91095478,27.22,7.22,27.01,0.16,144,3.4142,0.389,2.38,0.083,66.3,2.26623169668989,0.2839,8,0.0033,7.23,7.28,73.38,0,0,2,4,2,830,0.81,"Platero","RIO MAGDALENA","Río Magdalena",0.178378378378378
"46","ANH_301","Species richness",4,4,0.216,4,4.48,0,2041.00905415,5686.74053719,206.984875107,0,68.9598168482,2362.26959375,7552.47290772,2645.58406321,2645.58406321,5711.28856789,4893.90622778,1472.89444457,31.1,2,22.835,0.07,28,2.5019,0.385,1.22,0.058,20.4,1.44715803134222,0.2498,24,7e-04,20.45,5.55,58.13,0,0,4,4,2.76,0,2.76,"Platero","CORREDOR","Ciénaga",0.186486486486486
"47","ANH_301","Shannon diversity",3.567,3.701,0.262,3.567,4.214,0,2041.00905415,5686.74053719,206.984875107,0,68.9598168482,2362.26959375,7552.47290772,2645.58406321,2645.58406321,5711.28856789,4893.90622778,1472.89444457,31.1,2,22.835,0.07,28,2.5019,0.385,1.22,0.058,20.4,1.44715803134222,0.2498,24,7e-04,20.45,5.55,58.13,0,0,4,4,2.76,0,2.76,"Platero","CORREDOR","Ciénaga",0.186486486486486
"48","ANH_301","Simpson diversity",3.379,3.587,0.302,3.379,4.18,0,2041.00905415,5686.74053719,206.984875107,0,68.9598168482,2362.26959375,7552.47290772,2645.58406321,2645.58406321,5711.28856789,4893.90622778,1472.89444457,31.1,2,22.835,0.07,28,2.5019,0.385,1.22,0.058,20.4,1.44715803134222,0.2498,24,7e-04,20.45,5.55,58.13,0,0,4,4,2.76,0,2.76,"Platero","CORREDOR","Ciénaga",0.186486486486486
"49","ANH_302","Species richness",8,8.247,0.723,8.013,12.697,3711.01156864,5805.69133732,450.969141195,0,0,135.594330327,2390.72834104,2299.33616252,5459.48558752,7314.08774518,1879.68516948,1426.20124605,2500.88223882,26.9,3.6,18.54,0.05,56,2.3518,0.389,1.08,0.04,15.3,1.14612803567824,0.2729,6,0.00421,24.94,0.73,38.24,0,0,2,1,1.3,3,1.3,"Platero","LA MORENA-TRECE","Quebrada",0.567567567567568
"50","ANH_302","Shannon diversity",4.371,4.555,0.433,4.371,5.402,3711.01156864,5805.69133732,450.969141195,0,0,135.594330327,2390.72834104,2299.33616252,5459.48558752,7314.08774518,1879.68516948,1426.20124605,2500.88223882,26.9,3.6,18.54,0.05,56,2.3518,0.389,1.08,0.04,15.3,1.14612803567824,0.2729,6,0.00421,24.94,0.73,38.24,0,0,2,1,1.3,3,1.3,"Platero","LA MORENA-TRECE","Quebrada",0.567567567567568
"51","ANH_302","Simpson diversity",3.273,3.355,0.391,3.273,4.121,3711.01156864,5805.69133732,450.969141195,0,0,135.594330327,2390.72834104,2299.33616252,5459.48558752,7314.08774518,1879.68516948,1426.20124605,2500.88223882,26.9,3.6,18.54,0.05,56,2.3518,0.389,1.08,0.04,15.3,1.14612803567824,0.2729,6,0.00421,24.94,0.73,38.24,0,0,2,1,1.3,3,1.3,"Platero","LA MORENA-TRECE","Quebrada",0.567567567567568
"52","ANH_34","Species richness",2,2,0.473,2,3.588,2774.35876796,1792.77124202,9017.99100436,1234.5367998,17.7567690675,11.8079519141,5349.63739846,7954.59664244,1254.97060619,1254.97060619,9472.30442568,7264.38627406,4424.39520407,26.67,2.8,15.48,0.425,62,2.9,1.016,1.76,0.064,24.48,1.36172783601759,0.211,30,0.00305,21.23,0.53,31.64,0,0,5,4,1.9,0,1.35,"Platero","SALADO-MAGDALENA","Ciénaga",0.189189189189189
"53","ANH_34","Shannon diversity",1.263,1.31,0.216,1.263,1.733,2774.35876796,1792.77124202,9017.99100436,1234.5367998,17.7567690675,11.8079519141,5349.63739846,7954.59664244,1254.97060619,1254.97060619,9472.30442568,7264.38627406,4424.39520407,26.67,2.8,15.48,0.425,62,2.9,1.016,1.76,0.064,24.48,1.36172783601759,0.211,30,0.00305,21.23,0.53,31.64,0,0,5,4,1.9,0,1.35,"Platero","SALADO-MAGDALENA","Ciénaga",0.189189189189189
"54","ANH_34","Simpson diversity",1.133,1.143,0.147,1.133,1.43,2774.35876796,1792.77124202,9017.99100436,1234.5367998,17.7567690675,11.8079519141,5349.63739846,7954.59664244,1254.97060619,1254.97060619,9472.30442568,7264.38627406,4424.39520407,26.67,2.8,15.48,0.425,62,2.9,1.016,1.76,0.064,24.48,1.36172783601759,0.211,30,0.00305,21.23,0.53,31.64,0,0,5,4,1.9,0,1.35,"Platero","SALADO-MAGDALENA","Ciénaga",0.189189189189189
"55","ANH_38","Species richness",5,6.895,3.559,5.17,26.067,2352.42063489,2516.45805716,8355.63128121,723.48131433,56.955072913,17.5405472624,5303.34914682,7451.88635703,719.332545328,719.332545328,9065.60685089,6695.4474864,3682.51013963,26.6,4.87,18.015,0.15,54,2.718,0.552,1.66,0.09,25.987,1.51851393987789,0.1351,8,0.00281,8.43,4.15,45.88,0,0,5,4,1.7,15,1.7,"Platero","SALADO-MAGDALENA","Caño",0.162162162162162
"56","ANH_38","Shannon diversity",3.292,3.932,0.913,3.292,5.721,2352.42063489,2516.45805716,8355.63128121,723.48131433,56.955072913,17.5405472624,5303.34914682,7451.88635703,719.332545328,719.332545328,9065.60685089,6695.4474864,3682.51013963,26.6,4.87,18.015,0.15,54,2.718,0.552,1.66,0.09,25.987,1.51851393987789,0.1351,8,0.00281,8.43,4.15,45.88,0,0,5,4,1.7,15,1.7,"Platero","SALADO-MAGDALENA","Caño",0.162162162162162
"57","ANH_38","Simpson diversity",2.524,2.758,0.71,2.524,4.149,2352.42063489,2516.45805716,8355.63128121,723.48131433,56.955072913,17.5405472624,5303.34914682,7451.88635703,719.332545328,719.332545328,9065.60685089,6695.4474864,3682.51013963,26.6,4.87,18.015,0.15,54,2.718,0.552,1.66,0.09,25.987,1.51851393987789,0.1351,8,0.00281,8.43,4.15,45.88,0,0,5,4,1.7,15,1.7,"Platero","SALADO-MAGDALENA","Caño",0.162162162162162
