"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","Caracterizacion","Species richness",110,139.967,14.477,122.212,183.532,906,110,0.9669
"2","Caracterizacion","Shannon diversity",55.538,60.406,2.13,56.231,64.581,906,110,0.9669
"3","Caracterizacion","Simpson diversity",35.013,36.38,2.215,35.013,40.72,906,110,0.9669
"4","Kale","Species richness",171,197.031,13.222,181.179,237.571,5413,171,0.995
"5","Kale","Shannon diversity",54.422,55.483,1.092,54.422,57.623,5413,171,0.995
"6","Kale","Simpson diversity",26.303,26.426,0.839,26.303,28.07,5413,171,0.995
"7","Platero","Species richness",134,170.434,19.127,147.853,229.823,2340,134,0.9885
"8","Platero","Shannon diversity",56.537,58.745,1.441,56.537,61.569,2340,134,0.9885
"9","Platero","Simpson diversity",34.16,34.651,1.285,34.16,37.169,2340,134,0.9885
