"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","grp","cmb_smpEf","verbatimLa","verbatimLo","decimalLat","decimalLon","GrupoBiolo","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_Kale","Dis_Plater","DisBosque","Dis_CobNat","Dis_Cienag","Dis_MGSG","Dis_Dre345","UCSuelo","Cobertura","CobAves","CobHerp","CobCopr","CobMarip","CobHorm","CobColl","CobMam","CobBot","Tam_Parche","Plataf","Dis_PlatEf","Orden","Dis_ViaPri","Dia_ViaSec","Red.Hidrica","CuerpAgua","NomCuerpAg","FInt19meanx","HEH18meanx"
"1","ANH_128","Species richness",39,48.818,6.325,42.094,70.155,"PntFijo",1,"7°19' 9,433"" N","73°42' 54,194"" W",7.31928697811,-73.7150539644,"Aves",2284.94001482,717.756889562,3263.65515554,5045.05336902,1730.19920269,14993.3124959,18842.8053136,37.5207111503,37.5207111503,13213.6834013,6834.00808806,3076.79827564,"LVBe3","Pastos","Pastos",NA,NA,NA,NA,NA,NA,NA,10.7040095489,"Caracterizacion",14993.3124959,0,764.574349067,5009.53711016,NA,NA,NA,1,48
"2","ANH_128","Shannon diversity",35.157,44.564,3.692,37.327,51.801,"PntFijo",1,"7°19' 9,433"" N","73°42' 54,194"" W",7.31928697811,-73.7150539644,"Aves",2284.94001482,717.756889562,3263.65515554,5045.05336902,1730.19920269,14993.3124959,18842.8053136,37.5207111503,37.5207111503,13213.6834013,6834.00808806,3076.79827564,"LVBe3","Pastos","Pastos",NA,NA,NA,NA,NA,NA,NA,10.7040095489,"Caracterizacion",14993.3124959,0,764.574349067,5009.53711016,NA,NA,NA,1,48
"3","ANH_128","Simpson diversity",32.237,39.602,2.839,34.037,45.166,"PntFijo",1,"7°19' 9,433"" N","73°42' 54,194"" W",7.31928697811,-73.7150539644,"Aves",2284.94001482,717.756889562,3263.65515554,5045.05336902,1730.19920269,14993.3124959,18842.8053136,37.5207111503,37.5207111503,13213.6834013,6834.00808806,3076.79827564,"LVBe3","Pastos","Pastos",NA,NA,NA,NA,NA,NA,NA,10.7040095489,"Caracterizacion",14993.3124959,0,764.574349067,5009.53711016,NA,NA,NA,1,48
"4","ANH_154","Species richness",32,57.19,15.04,40.536,106.343,"PntFijo",1,"7°22' 48,698"" N","73°43' 54,340"" W",7.38019399369,-73.7317610253,"Aves",5675.6027399,630.641149147,2920.66892271,12014.1873655,2552.05590714,12444.789924,20196.8718305,67.8346020537,67.8346020537,6812.8819015,13699.0061305,2003.93643246,"LVBd2","Vias","Bosque Ripario",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Caracterizacion",12444.789924,0,6129.53308166,6728.25516361,NA,NA,NA,11,37
"5","ANH_154","Shannon diversity",29.436,53.888,9.258,35.744,72.033,"PntFijo",1,"7°22' 48,698"" N","73°43' 54,340"" W",7.38019399369,-73.7317610253,"Aves",5675.6027399,630.641149147,2920.66892271,12014.1873655,2552.05590714,12444.789924,20196.8718305,67.8346020537,67.8346020537,6812.8819015,13699.0061305,2003.93643246,"LVBd2","Vias","Bosque Ripario",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Caracterizacion",12444.789924,0,6129.53308166,6728.25516361,NA,NA,NA,11,37
"6","ANH_154","Simpson diversity",26.797,46.641,6.242,34.406,58.876,"PntFijo",1,"7°22' 48,698"" N","73°43' 54,340"" W",7.38019399369,-73.7317610253,"Aves",5675.6027399,630.641149147,2920.66892271,12014.1873655,2552.05590714,12444.789924,20196.8718305,67.8346020537,67.8346020537,6812.8819015,13699.0061305,2003.93643246,"LVBd2","Vias","Bosque Ripario",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Caracterizacion",12444.789924,0,6129.53308166,6728.25516361,NA,NA,NA,11,37
"7","ANH_169","Species richness",70,91.879,9.697,79.54,120.176,"PntFijo",1,"7°24' 19,904"" N","73°51' 49,795"" W",7.40552896658,-73.8638319913,"Aves",3077.86632622,254.948154347,1272.5170015,1272.5170015,7826.28457048,2674.12413699,14892.5475522,9.51325401912,9.51325401912,5337.00382746,3190.17558074,1707.39924414,"PVAa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",2674.12413699,0,2942.88862544,4659.65721021,NA,NA,NA,1,65
"8","ANH_169","Shannon diversity",63.556,87.23,6.18,75.117,99.343,"PntFijo",1,"7°24' 19,904"" N","73°51' 49,795"" W",7.40552896658,-73.8638319913,"Aves",3077.86632622,254.948154347,1272.5170015,1272.5170015,7826.28457048,2674.12413699,14892.5475522,9.51325401912,9.51325401912,5337.00382746,3190.17558074,1707.39924414,"PVAa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",2674.12413699,0,2942.88862544,4659.65721021,NA,NA,NA,1,65
"9","ANH_169","Simpson diversity",58.074,80.026,4.551,71.105,88.946,"PntFijo",1,"7°24' 19,904"" N","73°51' 49,795"" W",7.40552896658,-73.8638319913,"Aves",3077.86632622,254.948154347,1272.5170015,1272.5170015,7826.28457048,2674.12413699,14892.5475522,9.51325401912,9.51325401912,5337.00382746,3190.17558074,1707.39924414,"PVAa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",2674.12413699,0,2942.88862544,4659.65721021,NA,NA,NA,1,65
"10","ANH_185","Species richness",52,72.024,10.196,59.813,103.317,"PntFijo",1,"7°13' 50,041"" N","73°49' 49,865"" W",7.23056700024,-73.830518,"Aves",1374.29236157,178.834314426,3120.2334641,3485.35705191,4165.73246902,14427.1177129,5943.99253613,18.2104160256,18.2104160256,8285.07904626,30.5536400594,7502.62396414,"PVAa","Pastos","Pastos",NA,NA,NA,NA,NA,NA,NA,21.2723623644,"Platero",5943.99253613,0,416.817067356,620.788127381,NA,NA,NA,1,65
"11","ANH_185","Shannon diversity",46.836,65.624,5.401,55.039,76.21,"PntFijo",1,"7°13' 50,041"" N","73°49' 49,865"" W",7.23056700024,-73.830518,"Aves",1374.29236157,178.834314426,3120.2334641,3485.35705191,4165.73246902,14427.1177129,5943.99253613,18.2104160256,18.2104160256,8285.07904626,30.5536400594,7502.62396414,"PVAa","Pastos","Pastos",NA,NA,NA,NA,NA,NA,NA,21.2723623644,"Platero",5943.99253613,0,416.817067356,620.788127381,NA,NA,NA,1,65
"12","ANH_185","Simpson diversity",42.506,57.016,3.877,49.417,64.615,"PntFijo",1,"7°13' 50,041"" N","73°49' 49,865"" W",7.23056700024,-73.830518,"Aves",1374.29236157,178.834314426,3120.2334641,3485.35705191,4165.73246902,14427.1177129,5943.99253613,18.2104160256,18.2104160256,8285.07904626,30.5536400594,7502.62396414,"PVAa","Pastos","Pastos",NA,NA,NA,NA,NA,NA,NA,21.2723623644,"Platero",5943.99253613,0,416.817067356,620.788127381,NA,NA,NA,1,65
"13","ANH_189","Species richness",26,38.19,8.401,29.593,67.365,"PntFijo",1,"7°18' 10,235"" N","73°42' 13,446"" W",7.30284302519,-73.7037349585,"Aves",1322.72823256,2072.15942254,1221.6959345,2943.38093061,3902.0299604,16789.4937098,19647.5884499,0,0,15420.3804029,5043.52075652,2234.01953494,"LVBe3","Bosque Denso","Bosque Denso",NA,NA,NA,NA,NA,NA,NA,215.82601981,"Caracterizacion",16789.4937098,0,891.548513081,2954.27293381,NA,NA,NA,12,54
"14","ANH_189","Shannon diversity",23.599,35.639,5.882,24.11,47.167,"PntFijo",1,"7°18' 10,235"" N","73°42' 13,446"" W",7.30284302519,-73.7037349585,"Aves",1322.72823256,2072.15942254,1221.6959345,2943.38093061,3902.0299604,16789.4937098,19647.5884499,0,0,15420.3804029,5043.52075652,2234.01953494,"LVBe3","Bosque Denso","Bosque Denso",NA,NA,NA,NA,NA,NA,NA,215.82601981,"Caracterizacion",16789.4937098,0,891.548513081,2954.27293381,NA,NA,NA,12,54
"15","ANH_189","Simpson diversity",21.423,31.208,3.553,24.245,38.172,"PntFijo",1,"7°18' 10,235"" N","73°42' 13,446"" W",7.30284302519,-73.7037349585,"Aves",1322.72823256,2072.15942254,1221.6959345,2943.38093061,3902.0299604,16789.4937098,19647.5884499,0,0,15420.3804029,5043.52075652,2234.01953494,"LVBe3","Bosque Denso","Bosque Denso",NA,NA,NA,NA,NA,NA,NA,215.82601981,"Caracterizacion",16789.4937098,0,891.548513081,2954.27293381,NA,NA,NA,12,54
"16","ANH_191","Species richness",61,76.188,7.986,66.767,100.999,"PntFijo",1,"7°27' 55,548"" N","73°51' 41,220"" W",7.46542998614,-73.8614500221,"Aves",7724.91642868,1.70647206919,486.666468012,486.666468012,13993.2289563,9291.15721605,21510.4349177,0,0,7579.18111166,4368.03016238,1946.92857417,"RVEa","Bosque Abierto","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,74.2339310474,"Kale",9291.15721605,0,20.7814018937,9218.20028557,NA,NA,NA,1,58
"17","ANH_191","Shannon diversity",54.932,68.573,4.592,59.573,77.574,"PntFijo",1,"7°27' 55,548"" N","73°51' 41,220"" W",7.46542998614,-73.8614500221,"Aves",7724.91642868,1.70647206919,486.666468012,486.666468012,13993.2289563,9291.15721605,21510.4349177,0,0,7579.18111166,4368.03016238,1946.92857417,"RVEa","Bosque Abierto","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,74.2339310474,"Kale",9291.15721605,0,20.7814018937,9218.20028557,NA,NA,NA,1,58
"18","ANH_191","Simpson diversity",50.47,60.6,3.548,53.645,67.555,"PntFijo",1,"7°27' 55,548"" N","73°51' 41,220"" W",7.46542998614,-73.8614500221,"Aves",7724.91642868,1.70647206919,486.666468012,486.666468012,13993.2289563,9291.15721605,21510.4349177,0,0,7579.18111166,4368.03016238,1946.92857417,"RVEa","Bosque Abierto","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,74.2339310474,"Kale",9291.15721605,0,20.7814018937,9218.20028557,NA,NA,NA,1,58
"19","ANH_192","Species richness",65,70.684,3.816,66.72,83.789,"PntFijo",1,"7°27' 59,850"" N","73°51' 4,975"" W",7.46662499407,-73.8513820153,"Aves",8375.66711207,1.18235328544,153.59574701,1593.98575716,13526.8372255,9420.23075037,21769.2263524,108.765818899,4.53217982667,6615.64910197,5193.63806221,1808.27915653,"RVEa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",9420.23075037,0,14.778395987,8710.00396086,NA,NA,NA,1,54
"20","ANH_192","Shannon diversity",59.999,67.027,2.994,61.159,72.896,"PntFijo",1,"7°27' 59,850"" N","73°51' 4,975"" W",7.46662499407,-73.8513820153,"Aves",8375.66711207,1.18235328544,153.59574701,1593.98575716,13526.8372255,9420.23075037,21769.2263524,108.765818899,4.53217982667,6615.64910197,5193.63806221,1808.27915653,"RVEa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",9420.23075037,0,14.778395987,8710.00396086,NA,NA,NA,1,54
"21","ANH_192","Simpson diversity",56.647,63.311,2.328,58.749,67.873,"PntFijo",1,"7°27' 59,850"" N","73°51' 4,975"" W",7.46662499407,-73.8513820153,"Aves",8375.66711207,1.18235328544,153.59574701,1593.98575716,13526.8372255,9420.23075037,21769.2263524,108.765818899,4.53217982667,6615.64910197,5193.63806221,1808.27915653,"RVEa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",9420.23075037,0,14.778395987,8710.00396086,NA,NA,NA,1,54
"22","ANH_197","Species richness",71,89.15,8.634,78.489,114.989,"PntFijo",1,"7°24' 25,978"" N","73°51' 38,531"" W",7.40721599223,-73.8607030269,"Aves",3445.37156462,108.720786268,1235.48590484,1235.48590484,8168.0762136,2852.8536673,15120.0004593,118.663104598,105.983112032,5664.23504156,3480.52563997,1909.6406701,"PVAa","Vias","Bosque Abierto",NA,NA,NA,NA,NA,NA,NA,841.669467865,"Kale",2852.8536673,0,3244.89928675,4503.94321918,NA,NA,NA,1,62
