"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobMam","samplEff.1"
"31","ANH_67","Species richness",6,7.975,3.699,6.178,27.879,3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma",0.971428571428571
"32","ANH_67","Shannon diversity",2.886,3.029,0.31,2.886,3.637,3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma",0.971428571428571
"33","ANH_67","Simpson diversity",2.406,2.449,0.19,2.406,2.82,3338.79297819,11690.5265126,320.272475261,52.7992541208,52.7992541208,4.17605050556,3617.10669637,4185.25857953,6937.71123073,7284.25629713,3173.11526587,6926.02393609,1821.64143735,"Kale","Palma",0.971428571428571
"34","ANH_66","Species richness",14,16.654,3.471,14.375,32.786,6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma",0.954887218045113
"35","ANH_66","Shannon diversity",5.654,5.893,0.448,5.654,6.771,6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma",0.954887218045113
"36","ANH_66","Simpson diversity",4.258,4.324,0.354,4.258,5.018,6444.70297069,9967.35352795,2558.60551808,177.268535888,177.268535888,556.005415522,4925.87140822,2124.4755005,6148.38323168,6148.38323168,3139.36435155,4895.07245173,2636.01413902,"Kale","Palma",0.954887218045113
"37","ANH_98","Species richness",11,12.995,3.732,11.18,33.074,4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario",1
"38","ANH_98","Shannon diversity",4.229,4.303,0.238,4.229,4.769,4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario",1
"39","ANH_98","Simpson diversity",3.221,3.24,0.158,3.221,3.55,4060.58755429,6079.81947844,3281.94537,0.888457895257,0.888457895257,33.2175724199,4708.76370534,3773.30101065,2496.04800377,5452.50125899,4765.73043557,3780.549963,2189.98762914,"Platero","Bosque Ripario",1
"40","ANH_90","Species richness",12,19.955,11.599,12.982,76.47,967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma",0.954887218045113
"41","ANH_90","Shannon diversity",5.509,5.813,0.477,5.509,6.748,967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma",0.954887218045113
"42","ANH_90","Simpson diversity",4.007,4.075,0.365,4.007,4.79,967.583378597,3468.12360471,5613.2908585,611.470164542,611.470164542,260.342062684,3792.96444988,7204.34443592,2150.415655,2150.415655,6439.47031425,5543.82948253,1101.79237584,"Platero","Palma",0.954887218045113
"43","ANH_71","Species richness",13,13.1,0.376,13.004,15.53,8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma",1
"44","ANH_71","Shannon diversity",4.499,4.623,0.353,4.499,5.314,8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma",1
"45","ANH_71","Simpson diversity",2.934,2.958,0.227,2.934,3.403,8095.50646776,1419.98538267,6547.21973759,162.612633163,162.612633163,212.199627141,3084.35910123,68.3447673805,2643.53549982,2940.26383241,4040.74570414,1170.5400953,2297.45174435,"Platero","Palma",1
"46","ANH_75","Species richness",13,15.656,3.474,13.375,31.801,3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario",1
"47","ANH_75","Shannon diversity",4.739,4.89,0.34,4.739,5.556,3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario",1
"48","ANH_75","Simpson diversity",3.427,3.459,0.254,3.427,3.957,3717.63765382,5811.41453458,438.513192257,0,0,135.594330327,2379.35461199,2288.21005169,5471.53321411,7326.93321537,1866.61710036,1413.37069691,2489.71146124,"Platero","Bosque Ripario",1
"49","ANH_103","Species richness",11,12.993,3.729,11.18,33.056,2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario",0.903759398496241
"50","ANH_103","Shannon diversity",3.24,3.317,0.267,3.24,3.84,2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario",0.903759398496241
"51","ANH_103","Simpson diversity",2.211,2.221,0.163,2.211,2.541,2734.05030653,5680.05872496,134.786884046,1.18567703904,1.18567703904,21.34877336,1570.84550932,1444.30033367,6220.56711591,6220.56711591,1098.13401049,1234.67315862,1442.05947306,"Kale","Bosque Ripario",0.903759398496241
"52","ANH_89","Species richness",2,2,0.082,2,2.167,14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma",0.427067669172932
"53","ANH_89","Shannon diversity",1.615,1.646,0.175,1.615,1.988,14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma",0.427067669172932
"54","ANH_89","Simpson diversity",1.432,1.456,0.207,1.432,1.862,14539.6281844,3507.28783913,1917.33846534,953.97453018,953.97453018,834.954271967,3872.01053849,213.728215677,3498.66297258,6310.48988596,3024.66460613,4440.37635945,2819.78018937,"Caracterizacion","Palma",0.427067669172932
"55","ANH_68","Species richness",12,15.978,5.264,12.554,40.575,6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma",0.828571428571429
"56","ANH_68","Shannon diversity",3.934,4.12,0.364,3.934,4.833,6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma",0.828571428571429
"57","ANH_68","Simpson diversity",2.844,2.873,0.19,2.844,3.247,6115.43947553,5964.36696127,3169.6272687,275.797984873,275.797984873,106.041699534,4276.10969873,1924.59402728,3184.53261018,6862.25279011,4335.87852934,1935.331026,3790.29591829,"Platero","Palma",0.828571428571429
"58","ANH_360","Species richness",9,12.895,5.162,9.541,37.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario",0.315789473684211
"59","ANH_360","Shannon diversity",4.196,5.018,1.093,4.196,7.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario",0.315789473684211
"60","ANH_360","Simpson diversity",2.551,2.663,0.697,2.551,4.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caracterizacion","Bosque Ripario",0.315789473684211
