"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","A","Species richness",43,50.13,5.893,44.734,72.33,577,43,0.9827
"2","A","Shannon diversity",15.86,16.623,0.898,15.86,18.382,577,43,0.9827
"3","A","Simpson diversity",10.061,10.222,0.583,10.061,11.364,577,43,0.9827
