"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobHerp","samplEff.1"
"1","ANH_159","Species richness",7,11.286,6.866,7.47,46.075,7139.43499503,4780.32847124,4439.07557358,0,0,28.1785589872,5084.54673962,1677.42620018,3126.67797944,5536.96505486,4385.12877234,1781.68861093,3827.73583254,"Platero","Bosque Ripario",1
"2","ANH_159","Shannon diversity",5.265,6.873,1.431,5.265,9.677,7139.43499503,4780.32847124,4439.07557358,0,0,28.1785589872,5084.54673962,1677.42620018,3126.67797944,5536.96505486,4385.12877234,1781.68861093,3827.73583254,"Platero","Bosque Ripario",1
"3","ANH_159","Simpson diversity",4.366,5.25,1.366,4.366,7.928,7139.43499503,4780.32847124,4439.07557358,0,0,28.1785589872,5084.54673962,1677.42620018,3126.67797944,5536.96505486,4385.12877234,1781.68861093,3827.73583254,"Platero","Bosque Ripario",1
"4","ANH_160","Species richness",6,7.333,2.073,6.152,17.707,7886.73010475,2963.75823468,6288.88582141,0,0,86.2216461436,3759.70213658,439.355501052,3302.11999663,3759.93448975,3971.89330336,1422.38669404,3385.03586655,"Platero","Bosque Ripario",0.54292343387471
"5","ANH_160","Shannon diversity",5.67,8.696,2.329,5.67,13.262,7886.73010475,2963.75823468,6288.88582141,0,0,86.2216461436,3759.70213658,439.355501052,3302.11999663,3759.93448975,3971.89330336,1422.38669404,3385.03586655,"Platero","Bosque Ripario",0.54292343387471
"6","ANH_160","Simpson diversity",5.4,12,2.532,7.037,16.963,7886.73010475,2963.75823468,6288.88582141,0,0,86.2216461436,3759.70213658,439.355501052,3302.11999663,3759.93448975,3971.89330336,1422.38669404,3385.03586655,"Platero","Bosque Ripario",0.54292343387471
"7","ANH_360","Species richness",8,17.375,9.511,9.803,56.756,13163.8125228,7045.22132278,3365.54496082,0,0,740.917316393,2453.76742999,708.127754277,3263.06471993,5171.69875723,1638.08036151,1051.59371216,5172.32192669,"Caracterizacion","Bosque Denso",0.733178654292343
"8","ANH_360","Shannon diversity",6.409,10.866,3.732,6.409,18.18,13163.8125228,7045.22132278,3365.54496082,0,0,740.917316393,2453.76742999,708.127754277,3263.06471993,5171.69875723,1638.08036151,1051.59371216,5172.32192669,"Caracterizacion","Bosque Denso",0.733178654292343
"9","ANH_360","Simpson diversity",5.333,7.5,2.724,5.333,12.838,13163.8125228,7045.22132278,3365.54496082,0,0,740.917316393,2453.76742999,708.127754277,3263.06471993,5171.69875723,1638.08036151,1051.59371216,5172.32192669,"Caracterizacion","Bosque Denso",0.733178654292343
"10","ANH_375","Species richness",5,8.938,6.334,5.43,41.08,17883.5736416,7201.83681167,3386.20872067,0,0,NA,2210.66594352,436.444699858,3534.62923512,5395.98138136,1410.40625581,1047.41517925,5372.40507078,"Kale","Bosque Denso",0.617169373549884
"11","ANH_375","Shannon diversity",4.456,7.799,4.033,4.456,15.703,17883.5736416,7201.83681167,3386.20872067,0,0,NA,2210.66594352,436.444699858,3534.62923512,5395.98138136,1410.40625581,1047.41517925,5372.40507078,"Kale","Bosque Denso",0.617169373549884
"12","ANH_375","Simpson diversity",4,7,4.777,4,16.362,17883.5736416,7201.83681167,3386.20872067,0,0,NA,2210.66594352,436.444699858,3534.62923512,5395.98138136,1410.40625581,1047.41517925,5372.40507078,"Kale","Bosque Denso",0.617169373549884
"13","ANH_151","Species richness",12,20.757,9.91,13.477,63.913,5875.72411933,11283.8654382,1497.09942206,0,0,19.3209091367,4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,4598.61976442,3324.20963395,"Kale","Bosque Ripario",0.756380510440835
"14","ANH_151","Shannon diversity",8.293,11.072,2.605,8.293,16.177,5875.72411933,11283.8654382,1497.09942206,0,0,19.3209091367,4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,4598.61976442,3324.20963395,"Kale","Bosque Ripario",0.756380510440835
"15","ANH_151","Simpson diversity",6.55,7.744,1.585,6.55,10.851,5875.72411933,11283.8654382,1497.09942206,0,0,19.3209091367,4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,4598.61976442,3324.20963395,"Kale","Bosque Ripario",0.756380510440835
"16","ANH_152","Species richness",4,5.905,3.576,4.171,25.168,8099.82572711,11103.7935057,1023.83415812,0,0,183.668761621,2550.16262916,104.011820653,3098.2126889,10541.1655143,1827.82908326,2451.79776636,7111.53314084,"Caracterizacion","Bosque Ripario",0.777262180974478
"17","ANH_152","Shannon diversity",1.984,2.273,0.601,1.984,3.451,8099.82572711,11103.7935057,1023.83415812,0,0,183.668761621,2550.16262916,104.011820653,3098.2126889,10541.1655143,1827.82908326,2451.79776636,7111.53314084,"Caracterizacion","Bosque Ripario",0.777262180974478
"18","ANH_152","Simpson diversity",1.495,1.533,0.394,1.495,2.305,8099.82572711,11103.7935057,1023.83415812,0,0,183.668761621,2550.16262916,104.011820653,3098.2126889,10541.1655143,1827.82908326,2451.79776636,7111.53314084,"Caracterizacion","Bosque Ripario",0.777262180974478
"19","ANH_153","Species richness",7,12.647,6.676,7.903,42.303,4363.80019145,5496.46773748,3575.96798577,46.8714915381,46.8714915381,419.562189,0,1550.53471658,1721.79748305,1721.79748305,6103.76231745,5342.96323236,1934.00784961,"Kale","Bosque Ripario",0.54292343387471
"20","ANH_153","Shannon diversity",5.177,7.54,2.322,5.177,12.091,4363.80019145,5496.46773748,3575.96798577,46.8714915381,46.8714915381,419.562189,0,1550.53471658,1721.79748305,1721.79748305,6103.76231745,5342.96323236,1934.00784961,"Kale","Bosque Ripario",0.54292343387471
"21","ANH_153","Simpson diversity",4.07,5.037,1.855,4.07,8.673,4363.80019145,5496.46773748,3575.96798577,46.8714915381,46.8714915381,419.562189,0,1550.53471658,1721.79748305,1721.79748305,6103.76231745,5342.96323236,1934.00784961,"Kale","Bosque Ripario",0.54292343387471
"22","ANH_154","Species richness",6,6.938,1.771,6.084,16.495,7071.85971298,13362.502474,2331.10109642,0,0,662.460780049,5497.72024775,782.098257309,2567.97564805,11701.2498875,2553.46731253,5777.45127819,6917.56778495,"Caracterizacion","Bosque Ripario",0.712296983758701
"23","ANH_154","Shannon diversity",4.859,6.032,1.167,4.859,8.32,7071.85971298,13362.502474,2331.10109642,0,0,662.460780049,5497.72024775,782.098257309,2567.97564805,11701.2498875,2553.46731253,5777.45127819,6917.56778495,"Caracterizacion","Bosque Ripario",0.712296983758701
"24","ANH_154","Simpson diversity",4.129,5.217,1.316,4.129,7.798,7071.85971298,13362.502474,2331.10109642,0,0,662.460780049,5497.72024775,782.098257309,2567.97564805,11701.2498875,2553.46731253,5777.45127819,6917.56778495,"Caracterizacion","Bosque Ripario",0.712296983758701
"25","ANH_182","Species richness",5,9.154,6.664,5.455,42.941,3692.0021985,4128.1729872,6691.78251201,0,0,2.4041208229,3402.81217061,4565.04417514,1292.38639475,3339.84980014,8185.34131877,4080.8587808,852.647399101,"Platero","Bosque Ripario",0.591647331786543
"26","ANH_182","Shannon diversity",3.25,4.602,1.595,3.25,7.727,3692.0021985,4128.1729872,6691.78251201,0,0,2.4041208229,3402.81217061,4565.04417514,1292.38639475,3339.84980014,8185.34131877,4080.8587808,852.647399101,"Platero","Bosque Ripario",0.591647331786543
"27","ANH_182","Simpson diversity",2.38,2.69,1.11,2.38,4.864,3692.0021985,4128.1729872,6691.78251201,0,0,2.4041208229,3402.81217061,4565.04417514,1292.38639475,3339.84980014,8185.34131877,4080.8587808,852.647399101,"Platero","Bosque Ripario",0.591647331786543
"28","ANH_181","Species richness",6,11.625,6.622,6.904,40.986,1974.4879915,4546.58708741,5901.33349282,0,0,78.6478687443,4897.62859073,6192.29961784,2266.13858395,2266.13858395,7142.48315283,5843.50046111,1040.84946892,"Platero","Bosque Ripario",0.645011600928074
"29","ANH_181","Shannon diversity",4.13,5.952,1.706,4.13,9.296,1974.4879915,4546.58708741,5901.33349282,0,0,78.6478687443,4897.62859073,6192.29961784,2266.13858395,2266.13858395,7142.48315283,5843.50046111,1040.84946892,"Platero","Bosque Ripario",0.645011600928074
