"","parentEven","richness","Shannon","Simpson","samplEff.1","shann_corr","simp_corr","parentEven.y","verbatimLa","verbatimLo","decimalLat","decimalLon","GrupoBiolo","Tipo","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_Kale","Dis_Plater","DisBosque","Dis_CobNat","Dis_Cienag","Dis_MGSG","Dis_Dre345","UCSuelo","Cobertura","Tam_Parche","Plataf","Dis_PlatEf","Orden","Dis_ViaPri","Dia_ViaSec"
"1","ANH_128",33,3.20015163,0.94617284,1,3.20015163,0.94617284,"ANH_128","7°19' 31,102"" N","73°42' 56,649"" W",7.32530605467,-73.7157358468,"Unidad Muestral","OE",2151.63861056,179.782790227,3793.75383002,5695.75471078,1110.8283978,14732.9221746,18967.7586619,0,0,12626.5146732,7500.37168615,3626.42288584,"LVBe3","Bosque Ripario",740.917316393,"Caracterizacion",14732.9221746,0,1250.6437865,5675.65736857
"2","ANH_154",21,2.8962936,0.93761815,1,2.8962936,0.93761815,"ANH_154","7°22' 55,213"" N","73°43' 49,796"" W",7.38200374052,-73.7304989852,"Unidad Muestral","OE",5707.68185688,630.923830548,3141.29649561,12163.9146673,2615.03937952,12584.152642,20427.9896691,0,0,6730.35157964,13879.1689562,1760.19133592,"LVCb2","Bosque Ripario",66.8118485261,"Caracterizacion",12584.152642,0,6344.21715567,6708.39722987
"3","ANH_169",44,3.44516539,0.95626667,1,3.44516539,0.95626667,"ANH_169","7°24' 17,808"" N","73°51' 51,846"" W",7.40494656747,-73.8644016177,"Unidad Muestral","OE",3008.6006518,344.82821215,1254.44457271,1254.44457271,7738.55098229,2615.44791641,14821.616022,67.6693111242,67.6693111242,5251.1625434,3143.07907235,1696.90185098,"RVAa","Vegetacion Secundaria",12.5783041534,"Kale",2615.44791641,0,2894.09970279,4673.48726668
"4","ANH_185",40,3.34800831,0.9545516,1,3.34800831,0.9545516,"ANH_185","7°13' 53,838"" N","73°49' 51,196"" W",7.23162158044,-73.8308878681,"Unidad Muestral","OE",1369.29339055,261.955887974,3141.23325334,3506.74083286,4253.43907342,14306.8167844,5857.08118083,122.231646732,122.231646732,8186.57181895,147.716199116,7518.14009957,"PVAa","Pastos",21.2723623644,"Platero",5857.08118083,0,293.352964141,575.667411528
"5","ANH_189",7,1.82387332,0.82352941,1,1.82387332,0.82352941,"ANH_189","7°18' 13,776"" N","73°42' 12,316"" W",7.30382674324,-73.7034211482,"Unidad Muestral","OE",1421.52135387,2181.17836061,1228.08907513,3043.98993982,3814.56531264,16780.7846653,19701.0083926,0,0,15350.7908453,5146.2383441,2346.37321103,"LVBe3","Bosque Denso",215.82601981,"Caracterizacion",16780.7846653,0,1000.68761787,3053.76219255
"6","ANH_189",7,1.82387332,0.82352941,1,1.82387332,0.82352941,"ANH_189","7°18' 17,000"" N","73°42' 13,900"" W",7.30472222246,-73.7038611111,"Camaras","PE",1528.39285465,2280.05000501,1314.12400049,3150.12591481,3704.43815614,16698.9998067,19671.3416335,0,0,15241.7946314,5251.15141019,2413.15579596,"LVBe3","Bosque Denso",215.82601981,"Caracterizacion",16698.9998067,0,959.369646156,3160.46946298
"7","ANH_189",1,0,0,1,0,0,"ANH_189","7°18' 13,776"" N","73°42' 12,316"" W",7.30382674324,-73.7034211482,"Unidad Muestral","OE",1421.52135387,2181.17836061,1228.08907513,3043.98993982,3814.56531264,16780.7846653,19701.0083926,0,0,15350.7908453,5146.2383441,2346.37321103,"LVBe3","Bosque Denso",215.82601981,"Caracterizacion",16780.7846653,0,1000.68761787,3053.76219255
"8","ANH_189",1,0,0,1,0,0,"ANH_189","7°18' 17,000"" N","73°42' 13,900"" W",7.30472222246,-73.7038611111,"Camaras","PE",1528.39285465,2280.05000501,1314.12400049,3150.12591481,3704.43815614,16698.9998067,19671.3416335,0,0,15241.7946314,5251.15141019,2413.15579596,"LVBe3","Bosque Denso",215.82601981,"Caracterizacion",16698.9998067,0,959.369646156,3160.46946298
"9","ANH_189",2,0.28683598,0.15277778,1,0.28683598,0.15277778,"ANH_189","7°18' 13,776"" N","73°42' 12,316"" W",7.30382674324,-73.7034211482,"Unidad Muestral","OE",1421.52135387,2181.17836061,1228.08907513,3043.98993982,3814.56531264,16780.7846653,19701.0083926,0,0,15350.7908453,5146.2383441,2346.37321103,"LVBe3","Bosque Denso",215.82601981,"Caracterizacion",16780.7846653,0,1000.68761787,3053.76219255
"10","ANH_189",2,0.28683598,0.15277778,1,0.28683598,0.15277778,"ANH_189","7°18' 17,000"" N","73°42' 13,900"" W",7.30472222246,-73.7038611111,"Camaras","PE",1528.39285465,2280.05000501,1314.12400049,3150.12591481,3704.43815614,16698.9998067,19671.3416335,0,0,15241.7946314,5251.15141019,2413.15579596,"LVBe3","Bosque Denso",215.82601981,"Caracterizacion",16698.9998067,0,959.369646156,3160.46946298
"11","ANH_191",43,3.28960582,0.94672903,1,3.28960582,0.94672903,"ANH_191","7°27' 39,092"" N","73°51' 31,272"" W",7.46085876372,-73.8586867642,"Unidad Muestral","OE",7415.97928794,457.166098863,974.816184056,974.816184056,13614.7814446,8784.76062213,21037.1521322,0,0,7118.32206393,4466.56046422,1367.26096442,"RVEa","Bosque Abierto",198.695405695,"Kale",8784.76062213,0,444.74058344,8631.02406434
"12","ANH_192",54,1.9777262,0.62327583,1,1.9777262,0.62327583,"ANH_192","7°26' 45,000"" N","73°52' 2,500"" W",7.44583333358,-73.8673611111,"Camaras","PE",5498.30849009,1877.93425303,2244.03370737,2244.03370737,11730.6093229,7148.387597,19298.7979624,88.4132487013,88.4132487013,7718.67189694,3174.91927726,660.852266602,"RVEa","Pastos",70.5645698221,"Kale",7148.387597,0,2030.53455386,8086.27041861
"13","ANH_192",54,1.9777262,0.62327583,1,1.9777262,0.62327583,"ANH_192","7°26' 48,051"" N","73°51' 58,233"" W",7.44668087215,-73.8661757302,"Unidad Muestral","OE",5644.18581636,1981.27643735,2144.15740489,2144.15740489,11861.1578405,7232.34363938,19401.3683985,0,0,7597.65648414,3311.67545257,555.989847517,"RVEa","Bosque Abierto",198.695405695,"Kale",7232.34363938,0,2030.94470746,8047.8782146
"14","ANH_197",57,3.52365865,0.95613904,1,3.52365865,0.95613904,"ANH_197","7°25' 4,300"" N","73°51' 30,800"" W",7.41786111135,-73.8585555556,"Camaras","PE",4023.66166586,1078.83448181,2217.18327176,2217.18327176,9296.17221899,4029.46963715,16318.5379209,0,0,6815.1943943,3421.66193706,1421.57381339,"RVCa","Bosque Abierto",103.050667928,"Kale",4029.46963715,0,3300.78448516,5195.80502476
"15","ANH_197",57,3.52365865,0.95613904,1,3.52365865,0.95613904,"ANH_197","7°25' 2,243"" N","73°51' 41,459"" W",7.41728983444,-73.8615164703,"Unidad Muestral","OE",3701.92527837,838.354312138,2256.57732245,2256.57732245,9080.92060996,3967.20185668,16214.0090388,0,0,6601.45563609,3102.8763716,1145.59320132,"RVCa","Bosque Abierto",103.050667928,"Kale",3967.20185668,0,2979.08904943,5354.57818348
"16","ANH_208",13,2.25089315,0.86653517,1,2.25089315,0.86653517,"ANH_208","7°20' 52,700"" N","73°49' 58,100"" W",7.34797222246,-73.8328055556,"Camaras","PE",1980.01303651,704.051744886,5959.48704099,5959.48704099,2254.02240935,1874.74854151,9850.9839398,344.04046881,344.04046881,4614.48656343,7762.18690722,1649.58305887,"PVCb2","Palma",192.76476812,"Kale",1874.74854151,0,2353.13770905,728.522826001
"17","ANH_208",13,2.25089315,0.86653517,1,2.25089315,0.86653517,"ANH_208","7°20' 54,155"" N","73°49' 59,138"" W",7.34837652658,-73.8330938643,"Unidad Muestral","OE",2009.97375067,662.5525456,5905.13606895,5905.13606895,2296.83236485,1820.41683902,9872.94180946,346.409943482,346.409943482,4577.58403029,7724.89772381,1685.64653943,"PVCb2","Palma",192.76476812,"Kale",1820.41683902,0,2392.12531733,682.156427487
"18","ANH_211",13,2.37164063,0.89163237,1,2.37164063,0.89163237,"ANH_211","7°22' 51,700"" N","73°48' 5,200"" W",7.38102777802,-73.8014444444,"Camaras","PE",4888.15484722,3931.78475366,6097.69458687,6097.69458687,3443.6522869,4751.33738976,14809.1944015,119.051375255,119.051375255,4418.56716031,10551.6718941,1227.78070352,"PVAa","Palma",34.4873853707,"Kale",4751.33738976,0,6321.07954662,1872.69201169
"19","ANH_211",13,2.37164063,0.89163237,1,2.37164063,0.89163237,"ANH_211","7°22' 50,385"" N","73°48' 3,827"" W",7.38066242717,-73.8010631694,"Unidad Muestral","OE",4902.36029051,3989.41349139,6150.41204246,6150.41204246,3385.32188337,4793.45688935,14800.6380944,164.270883888,164.270883888,4440.80846283,10599.1812669,1176.54862823,"PVCb2","Palma",34.4873853707,"Kale",4793.45688935,0,6272.92319179,1930.50624485
"20","ANH_213",13,2.15119359,0.83558793,1,2.15119359,0.83558793,"ANH_213","7°21' 14,900"" N","73°47' 19,100"" W",7.35413888913,-73.7886388889,"Camaras","PE",3198.09409998,2595.36124038,4818.20750453,8706.17435802,590.858563596,6203.83435782,13507.2258961,66.3506823433,66.3506823433,7040.33810808,12097.7459743,460.021531549,"PVCb2","Palma",48.7429855242,"Kale",6203.83435782,0,3211.16509548,4926.95361368
"21","ANH_213",13,2.15119359,0.83558793,1,2.15119359,0.83558793,"ANH_213","7°21' 14,439"" N","73°47' 21,086"" W",7.35401072356,-73.7891905294,"Unidad Muestral","OE",3204.11755637,2557.84072315,4838.37341276,8663.87576728,629.933679015,6144.87783022,13452.7469077,127.191082802,127.191082802,7058.13448691,12090.0633107,453.081422823,"PVCb2","Palma",48.7429855242,"Kale",6144.87783022,0,3196.36415622,4896.29344462
"22","ANH_218",19,2.4424748,0.87363039,1,2.4424748,0.87363039,"ANH_218","7°21' 29,064"" N","73°51' 29,352"" W",7.35807321053,-73.8581534393,"Unidad Muestral","OE",3361.92848048,233.438240626,4170.74043203,4170.74043203,3129.63111506,253.640360041,9821.98981748,35.1243961014,35.1243961014,1822.86894856,4858.93701925,462.609756294,"PVFa","Palma",609.783370423,"Kale",253.640360041,0,3378.74393095,2284.78580234
"23","ANH_220",12,1.97778049,0.78822314,1,1.97778049,0.78822314,"ANH_220","7°19' 12,334"" N","73°52' 23,417"" W",7.32009285305,-73.8731714844,"Unidad Muestral","OE",1023.36538091,3502.64877142,5834.46053551,5834.46053551,1195.56699271,4620.14793335,5387.93275637,1410.37893157,615.868736919,2491.44752831,4068.73164501,1670.35316871,"PVAa","Palma",674.172808638,"Platero",4620.14793335,0,609.255027091,1249.61331982
"24","ANH_221",29,3.04675703,0.93542701,1,3.04675703,0.93542701,"ANH_221","7°18' 24,200"" N","73°50' 57,200"" W",7.30672222246,-73.8492222222,"Camaras","PE",2368.95930012,2043.99116885,4767.79630032,7394.15757018,2448.72737083,5925.65485169,5072.98812183,249.780835596,249.780835596,4549.71403218,6674.36648214,942.58475744,"PVAa","Palma",855.986956246,"Platero",5072.98812183,0,2044.52145961,2433.6525491
"25","ANH_221",29,3.04675703,0.93542701,1,3.04675703,0.93542701,"ANH_221","7°18' 23,939"" N","73°51' 2,552"" W",7.3066497414,-73.8507089999,"Unidad Muestral","OE",2438.02992681,2183.88904855,4755.08800264,7279.48658122,2468.99568932,5934.82298991,4962.2455833,159.439674495,159.439674495,4387.37092537,6510.5863038,1001.70825585,"PVAa","Palma",855.986956246,"Platero",4962.2455833,0,2184.4968606,2509.45777454
"26","ANH_222",26,2.93078268,0.92824074,1,2.93078268,0.92824074,"ANH_222","7°17' 11,970"" N","73°48' 21,699"" W",7.28665829025,-73.8060275884,"Unidad Muestral","OE",2853.30957954,228.241149926,5568.19183615,5624.84620833,1990.82505585,9182.30959834,8215.75653704,280.678899214,280.678899214,9267.05493915,5035.10433846,3466.35082082,"PVAa","Palma",137.622864224,"Platero",8215.75653704,0,655.657599453,5258.92529835
"27","ANH_222",26,2.93078268,0.92824074,1,2.93078268,0.92824074,"ANH_222","7°17' 11,000"" N","73°48' 20,000"" W",7.28638888913,-73.8055555556,"Camaras","PE",2851.61199627,168.316010392,5544.84936392,5588.79514166,1942.35483593,9232.890276,8260.92011289,334.072906164,334.072906164,9322.27508875,4990.24894192,3482.29358256,"PVAa","Palma",137.622864224,"Platero",8260.92011289,0,682.342402627,5207.27415868
"28","ANH_223",21,2.84452484,0.9317602,1,2.84452484,0.9317602,"ANH_223","7°15' 46,506"" N","73°54' 17,981"" W",7.26291832472,-73.9049946459,"Unidad Muestral","OE",3681.37448462,9134.2071882,1387.6663433,1387.6663433,7848.80904965,11772.4579123,499.513531931,20.5537263758,20.5537263758,1416.2947214,1483.68315645,7998.23575581,"PVAa","Palma",140.04484974,"Platero",499.513531931,0,7167.11630702,3639.21064269
"29","ANH_223",21,2.84452484,0.9317602,1,2.84452484,0.9317602,"ANH_223","7°15' 49,000"" N","73°54' 15,500"" W",7.26361111135,-73.9043055556,"Camaras","PE",3614.47359969,9086.78833975,1361.05458583,1361.05458583,7758.75659761,11671.786742,423.44469588,127.509180486,127.509180486,1316.17439141,1586.46919769,7890.30052898,"RVBa","Palma",140.04484974,"Platero",423.44469588,0,7069.19568741,3532.00077593
"30","ANH_225",19,2.53892793,0.89771057,1,2.53892793,0.89771057,"ANH_225","7°17' 43,200"" N","73°50' 34,800"" W",7.29533333357,-73.843,"Camaras","PE",3474.98464045,2185.7356219,3618.37529919,7046.59145143,3638.48007745,7183.55071307,4748.13451404,370.367750729,370.367750729,5124.5667376,7094.13594749,2108.82521836,"PVAa","Palma",151.450709365,"Platero",4748.13451404,0,2192.17157991,3510.1259126
"31","ANH_225",19,2.53892793,0.89771057,1,2.53892793,0.89771057,"ANH_225","7°17' 42,961"" N","73°50' 35,218"" W",7.29526701876,-73.8431160795,"Unidad Muestral","OE",3483.70509429,2200.46654421,3608.08260756,7031.94204528,3646.98718237,7190.60066976,4733.39586977,367.782867071,367.782867071,5111.89916511,7091.77898244,2115.37880845,"PVAa","Palma",151.450709365,"Platero",4733.39586977,0,2206.89730667,3518.41912449
"32","ANH_226",5,1.15958881,0.56198347,1,1.15958881,0.56198347,"ANH_226","7°14' 27,000"" N","73°53' 46,700"" W",7.24083322199,-73.8963056745,"Camaras","PE",4533.22496322,7311.5621957,1802.19900698,1802.19900698,10150.1717469,13749.9220473,1458.6934908,1140.76344616,178.737706178,3425.24352903,2135.8612279,9430.24643159,"PVAa","Palma",72.7912703845,"Platero",1458.6934908,0,6733.14286114,4640.19617447
"33","ANH_226",5,1.15958881,0.56198347,1,1.15958881,0.56198347,"ANH_226","7°14' 26,911"" N","73°53' 45,019"" W",7.2408085567,-73.8958384868,"Unidad Muestral","OE",4505.58349639,7262.99035395,1798.14808538,1798.14808538,10149.0600079,13738.4884688,1461.26272475,1101.09020232,216.654846077,3424.82205332,2187.2835034,9408.13515052,"PVAa","Palma",72.7912703845,"Platero",1461.26272475,0,6681.75841121,4605.04061175
"34","ANH_227",26,2.52478545,0.85338374,1,2.52478545,0.85338374,"ANH_227","7°15' 3,000"" N","73°48' 53,700"" W",7.25083333357,-73.8149166667,"Camaras","PE",2673.29779775,699.863599198,2139.9626923,2349.72854086,3147.82172508,12535.904973,7082.26082055,852.95959392,852.95959392,8882.37443116,1652.96029846,5633.34539215,"PVAa","Palma",212.199627141,"Platero",7082.26082055,0,1055.62960399,3183.33244255
"35","ANH_227",26,2.52478545,0.85338374,1,2.52478545,0.85338374,"ANH_227","7°15' 2,144"" N","73°48' 57,317"" W",7.25059561358,-73.815921312,"Unidad Muestral","OE",2778.51997957,607.438341654,2191.57824281,2414.0765088,3254.70582897,12532.9056236,6972.8063774,743.63983828,743.63983828,8783.69139234,1630.24780835,5740.91995281,"PVAa","Palma",212.199627141,"Platero",6972.8063774,0,1167.87537712,3084.49933612
"36","ANH_228",24,2.86132821,0.92724609,1,2.86132821,0.92724609,"ANH_228","7°22' 14,930"" N","73°50' 48,573"" W",7.37081386305,-73.8468257594,"Unidad Muestral","OE",4328.63759349,312.996970125,3011.32198336,3011.32198336,4640.05199127,0,11518.1769931,0,0,3496.31296358,5808.44448903,2324.19183422,"PVAa","Bosque Ripario",13.5017406607,"Kale",0,0,4758.21356958,1068.97993329
