"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobHerp","samplEff.1"
"47","ANH_150","Shannon diversity",8.123,10.027,1.286,8.123,12.548,4934.93594831,8078.15932235,1924.19205857,0,0,18.8753280657,2315.92134388,573.348780855,5941.04238573,5941.04238573,2492.8691893,2639.59373664,964.890435938,"Kale","Bosque Ripario",0.658932714617169
"48","ANH_150","Simpson diversity",7.579,10.615,1.657,7.579,13.863,4934.93594831,8078.15932235,1924.19205857,0,0,18.8753280657,2315.92134388,573.348780855,5941.04238573,5941.04238573,2492.8691893,2639.59373664,964.890435938,"Kale","Bosque Ripario",0.658932714617169
"49","ANH_185","Species richness",4,4.219,0.659,4.011,8.301,8264.77005432,89.9858470295,7424.35795761,69.9893274268,69.9893274268,21.2723623644,1460.21656417,175.413782221,3046.67973167,3412.17240227,4169.05093324,318.281693792,670.853086721,"Platero","Pastos",0.308584686774942
"50","ANH_185","Shannon diversity",3.747,4.729,1.513,3.747,7.693,8264.77005432,89.9858470295,7424.35795761,69.9893274268,69.9893274268,21.2723623644,1460.21656417,175.413782221,3046.67973167,3412.17240227,4169.05093324,318.281693792,670.853086721,"Platero","Pastos",0.308584686774942
"51","ANH_185","Simpson diversity",3.556,5.6,1.972,3.556,9.464,8264.77005432,89.9858470295,7424.35795761,69.9893274268,69.9893274268,21.2723623644,1460.21656417,175.413782221,3046.67973167,3412.17240227,4169.05093324,318.281693792,670.853086721,"Platero","Pastos",0.308584686774942
"52","ANH_136","Species richness",5,5.233,0.692,5.012,9.503,3772.19952628,3710.94089137,7648.29191517,0,0,45.7606127029,3131.28967322,4828.64940675,716.182519488,2937.95539175,8819.04167881,4064.7544514,1877.99430016,"Platero","Bosque Ripario",0.5707656612529
"53","ANH_136","Shannon diversity",4.037,4.733,1.107,4.037,6.902,3772.19952628,3710.94089137,7648.29191517,0,0,45.7606127029,3131.28967322,4828.64940675,716.182519488,2937.95539175,8819.04167881,4064.7544514,1877.99430016,"Platero","Bosque Ripario",0.5707656612529
"54","ANH_136","Simpson diversity",3.358,4.038,1.284,3.358,6.555,3772.19952628,3710.94089137,7648.29191517,0,0,45.7606127029,3131.28967322,4828.64940675,716.182519488,2937.95539175,8819.04167881,4064.7544514,1877.99430016,"Platero","Bosque Ripario",0.5707656612529
"55","ANH_168","Species richness",10,14.445,7.11,10.489,50.445,7431.94943672,3993.61927273,1308.80671981,0,0,198.695405695,6993.43269494,757.356279433,916.566280828,916.566280828,13234.4905282,739.578552727,8686.2509721,"Kale","Herbazal",0.533642691415313
"56","ANH_168","Shannon diversity",6.716,7.327,0.691,6.716,8.682,7431.94943672,3993.61927273,1308.80671981,0,0,198.695405695,6993.43269494,757.356279433,916.566280828,916.566280828,13234.4905282,739.578552727,8686.2509721,"Kale","Herbazal",0.533642691415313
"57","ANH_168","Simpson diversity",5.757,6.116,0.574,5.757,7.241,7431.94943672,3993.61927273,1308.80671981,0,0,198.695405695,6993.43269494,757.356279433,916.566280828,916.566280828,13234.4905282,739.578552727,8686.2509721,"Kale","Herbazal",0.533642691415313
"58","ANH_167","Species richness",10,12.564,3.366,10.361,28.236,4266.77950376,6027.00197854,2525.22215056,244.899366513,1.00706437249,841.669467865,6086.93696548,2320.731006,3752.21487718,3752.21487718,9664.29768516,4671.65500264,4037.04156885,"Kale","Herbazal",0.535962877030162
"59","ANH_167","Shannon diversity",7.554,9.787,2.008,7.554,13.723,4266.77950376,6027.00197854,2525.22215056,244.899366513,1.00706437249,841.669467865,6086.93696548,2320.731006,3752.21487718,3752.21487718,9664.29768516,4671.65500264,4037.04156885,"Kale","Herbazal",0.535962877030162
"60","ANH_167","Simpson diversity",5.93,7.386,1.863,5.93,11.037,4266.77950376,6027.00197854,2525.22215056,244.899366513,1.00706437249,841.669467865,6086.93696548,2320.731006,3752.21487718,3752.21487718,9664.29768516,4671.65500264,4037.04156885,"Kale","Herbazal",0.535962877030162
"61","ANH_166","Species richness",13,13.662,1.298,13.056,20.765,5481.50119314,3121.22480271,1580.09176463,47.1901919845,0,11.1985496782,3070.55542019,165.307987492,1443.20821886,1443.20821886,7962.43056702,2875.15007684,4793.3394159,"Kale","Herbazal",0.619489559164733
"62","ANH_166","Shannon diversity",5.949,6.226,0.584,5.949,7.371,5481.50119314,3121.22480271,1580.09176463,47.1901919845,0,11.1985496782,3070.55542019,165.307987492,1443.20821886,1443.20821886,7962.43056702,2875.15007684,4793.3394159,"Kale","Herbazal",0.619489559164733
"63","ANH_166","Simpson diversity",3.663,3.729,0.423,3.663,4.557,5481.50119314,3121.22480271,1580.09176463,47.1901919845,0,11.1985496782,3070.55542019,165.307987492,1443.20821886,1443.20821886,7962.43056702,2875.15007684,4793.3394159,"Kale","Herbazal",0.619489559164733
"64","ANH_169","Species richness",8,10.959,4.405,8.356,32.614,5414.6765113,2706.98819775,1178.57445289,10.0735010106,10.0735010106,4.48680492155,2716.49215021,346.218234506,1775.83998517,1775.83998517,7891.85366487,2464.8378661,5188.4872558,"Kale","Bosque Abierto",0.582366589327146
"65","ANH_169","Shannon diversity",5.042,5.435,0.518,5.042,6.45,5414.6765113,2706.98819775,1178.57445289,10.0735010106,10.0735010106,4.48680492155,2716.49215021,346.218234506,1775.83998517,1775.83998517,7891.85366487,2464.8378661,5188.4872558,"Kale","Bosque Abierto",0.582366589327146
"66","ANH_169","Simpson diversity",4.252,4.45,0.442,4.252,5.315,5414.6765113,2706.98819775,1178.57445289,10.0735010106,10.0735010106,4.48680492155,2716.49215021,346.218234506,1775.83998517,1775.83998517,7891.85366487,2464.8378661,5188.4872558,"Kale","Bosque Abierto",0.582366589327146
"67","ANH_149","Species richness",6,6.962,1.809,6.086,16.714,5360.44098506,8481.95185475,2229.33599391,0,0,68.9071628004,2751.45842821,104.488896536,5975.95704949,5975.95704949,2792.80420562,3013.11476475,1279.71203328,"Kale","Bosque Ripario",0.709976798143852
"68","ANH_149","Shannon diversity",3.595,4.107,0.843,3.595,5.76,5360.44098506,8481.95185475,2229.33599391,0,0,68.9071628004,2751.45842821,104.488896536,5975.95704949,5975.95704949,2792.80420562,3013.11476475,1279.71203328,"Kale","Bosque Ripario",0.709976798143852
"69","ANH_149","Simpson diversity",2.6,2.778,0.707,2.6,4.163,5360.44098506,8481.95185475,2229.33599391,0,0,68.9071628004,2751.45842821,104.488896536,5975.95704949,5975.95704949,2792.80420562,3013.11476475,1279.71203328,"Kale","Bosque Ripario",0.709976798143852
"70","ANH_306","Species richness",9,21.143,16.66,10.616,100.224,5914.23201398,7952.30274015,3847.40719159,0,0,34.180294317,5569.07557121,2327.27065206,3735.08486161,3735.08486161,5545.70121637,5972.56355556,308.521415361,"Kale","Bosque Ripario",0.647331786542923
"71","ANH_306","Shannon diversity",5.212,6.865,1.784,5.212,10.362,5914.23201398,7952.30274015,3847.40719159,0,0,34.180294317,5569.07557121,2327.27065206,3735.08486161,3735.08486161,5545.70121637,5972.56355556,308.521415361,"Kale","Bosque Ripario",0.647331786542923
"72","ANH_306","Simpson diversity",3.889,4.25,0.953,3.889,6.119,5914.23201398,7952.30274015,3847.40719159,0,0,34.180294317,5569.07557121,2327.27065206,3735.08486161,3735.08486161,5545.70121637,5972.56355556,308.521415361,"Kale","Bosque Ripario",0.647331786542923
"73","ANH_155","Species richness",9,11.216,3.349,9.261,27.785,5383.47449759,14821.2422577,1153.68143652,0,0,662.46078,0,863.19112977,3916.42347859,12376.2494579,1183.81832869,7076.04446077,5228.36441676,"Caracterizacion","Bosque Ripario",0.633410672853828
"74","ANH_155","Shannon diversity",3.856,4.21,0.624,3.856,5.433,5383.47449759,14821.2422577,1153.68143652,0,0,662.46078,0,863.19112977,3916.42347859,12376.2494579,1183.81832869,7076.04446077,5228.36441676,"Caracterizacion","Bosque Ripario",0.633410672853828
"75","ANH_155","Simpson diversity",2.417,2.471,0.378,2.417,3.212,5383.47449759,14821.2422577,1153.68143652,0,0,662.46078,0,863.19112977,3916.42347859,12376.2494579,1183.81832869,7076.04446077,5228.36441676,"Caracterizacion","Bosque Ripario",0.633410672853828
"76","ANH_82","Species richness",8,9.957,3.666,8.176,29.69,4776.50219875,6104.58562563,4021.82697019,0,0,9.31710564999,6064.94201733,1100.57427174,2671.68573207,2671.68573207,8539.45971072,5977.99618082,3022.81786139,"Kale","Bosque Ripario",0.779582366589327
"77","ANH_82","Shannon diversity",5.738,6.388,0.844,5.738,8.041,4776.50219875,6104.58562563,4021.82697019,0,0,9.31710564999,6064.94201733,1100.57427174,2671.68573207,2671.68573207,8539.45971072,5977.99618082,3022.81786139,"Kale","Bosque Ripario",0.779582366589327
"78","ANH_82","Simpson diversity",4.723,5.149,0.823,4.723,6.762,4776.50219875,6104.58562563,4021.82697019,0,0,9.31710564999,6064.94201733,1100.57427174,2671.68573207,2671.68573207,8539.45971072,5977.99618082,3022.81786139,"Kale","Bosque Ripario",0.779582366589327
"79","ANH_109","Species richness",11,20.865,10.055,12.886,62.59,1870.17913746,2040.99857978,611.00037254,134.308512745,0,33.9255733774,2621.08020641,313.658975118,1712.4251117,1712.4251117,4350.70255724,1724.23565215,4825.12437241,"Kale","Herbazal",0.464037122969838
"80","ANH_109","Shannon diversity",3.598,4.124,0.81,3.598,5.711,1870.17913746,2040.99857978,611.00037254,134.308512745,0,33.9255733774,2621.08020641,313.658975118,1712.4251117,1712.4251117,4350.70255724,1724.23565215,4825.12437241,"Kale","Herbazal",0.464037122969838
"81","ANH_109","Simpson diversity",2.049,2.079,0.326,2.049,2.718,1870.17913746,2040.99857978,611.00037254,134.308512745,0,33.9255733774,2621.08020641,313.658975118,1712.4251117,1712.4251117,4350.70255724,1724.23565215,4825.12437241,"Kale","Herbazal",0.464037122969838
"82","ANH_165","Species richness",9,11.914,4.359,9.348,33.386,4888.46835837,4051.58699356,2698.32913269,467.27638864,0,186.006356217,3716.62928382,689.218468839,158.592274777,158.592274777,7427.65189823,3762.53866524,3631.21298666,"Kale","Herbazal",0.501160092807425
"83","ANH_165","Shannon diversity",6.974,8.302,1.246,6.974,10.744,4888.46835837,4051.58699356,2698.32913269,467.27638864,0,186.006356217,3716.62928382,689.218468839,158.592274777,158.592274777,7427.65189823,3762.53866524,3631.21298666,"Kale","Herbazal",0.501160092807425
"84","ANH_165","Simpson diversity",5.918,6.919,1.211,5.918,9.292,4888.46835837,4051.58699356,2698.32913269,467.27638864,0,186.006356217,3716.62928382,689.218468839,158.592274777,158.592274777,7427.65189823,3762.53866524,3631.21298666,"Kale","Herbazal",0.501160092807425
"85","ANH_141","Species richness",10,22.355,16.944,11.645,102.772,8765.00762013,4920.99017657,3974.05408405,15.6757298999,15.6757298999,841.669467865,3459.95773499,1.76345293614,4943.60449854,5378.35203016,2583.06949926,3.47031371622,5268.76462358,"Platero","Vías",0.473317865429234
"86","ANH_141","Shannon diversity",4.179,4.704,0.704,4.179,6.085,8765.00762013,4920.99017657,3974.05408405,15.6757298999,15.6757298999,841.669467865,3459.95773499,1.76345293614,4943.60449854,5378.35203016,2583.06949926,3.47031371622,5268.76462358,"Platero","Vías",0.473317865429234
"87","ANH_141","Simpson diversity",3.123,3.203,0.313,3.123,3.817,8765.00762013,4920.99017657,3974.05408405,15.6757298999,15.6757298999,841.669467865,3459.95773499,1.76345293614,4943.60449854,5378.35203016,2583.06949926,3.47031371622,5268.76462358,"Platero","Vías",0.473317865429234
"88","ANH_223","Species richness",5,5.958,1.804,5.086,15.685,1144.84996335,2650.63199241,7322.40683837,324.215902756,324.215902756,165.005220596,4183.7672248,7863.83795276,493.209825993,493.209825993,7860.04012826,7000.52433293,2820.39050094,"Platero","Bosque Ripario",0.566125290023202
"89","ANH_223","Shannon diversity",2.447,2.766,0.654,2.447,4.048,1144.84996335,2650.63199241,7322.40683837,324.215902756,324.215902756,165.005220596,4183.7672248,7863.83795276,493.209825993,493.209825993,7860.04012826,7000.52433293,2820.39050094,"Platero","Bosque Ripario",0.566125290023202
"90","ANH_223","Simpson diversity",1.725,1.781,0.417,1.725,2.598,1144.84996335,2650.63199241,7322.40683837,324.215902756,324.215902756,165.005220596,4183.7672248,7863.83795276,493.209825993,493.209825993,7860.04012826,7000.52433293,2820.39050094,"Platero","Bosque Ripario",0.566125290023202
"91","ANH_179","Species richness",8,10.889,4.307,8.347,32.074,11346.5510483,7791.86753243,2846.44211362,0,0,18.6696995506,1134.65609371,501.938904371,1673.79266887,7292.45541609,929.990228136,71.5733746313,6928.70447826,"Caracterizacion","Bosque Ripario",0.635730858468677
"92","ANH_179","Shannon diversity",6.514,8.009,1.183,6.514,10.327,11346.5510483,7791.86753243,2846.44211362,0,0,18.6696995506,1134.65609371,501.938904371,1673.79266887,7292.45541609,929.990228136,71.5733746313,6928.70447826,"Caracterizacion","Bosque Ripario",0.635730858468677
"93","ANH_179","Simpson diversity",5.832,7.163,1.111,5.832,9.341,11346.5510483,7791.86753243,2846.44211362,0,0,18.6696995506,1134.65609371,501.938904371,1673.79266887,7292.45541609,929.990228136,71.5733746313,6928.70447826,"Caracterizacion","Bosque Ripario",0.635730858468677
"94","ANH_398","Species richness",7,10.765,5.002,7.521,34.18,14574.6285734,11410.4226174,1537.06082202,9.47054739669,9.47054739669,NA,3501.18680767,1195.24257419,818.011658558,10145.332532,2863.8492993,3607.36888669,7672.55226932,"Kale","Bosque Ripario",0.784222737819026
"95","ANH_398","Shannon diversity",4.513,6.313,2.117,4.513,10.461,14574.6285734,11410.4226174,1537.06082202,9.47054739669,9.47054739669,NA,3501.18680767,1195.24257419,818.011658558,10145.332532,2863.8492993,3607.36888669,7672.55226932,"Kale","Bosque Ripario",0.784222737819026
"96","ANH_398","Simpson diversity",3.108,3.579,1.549,3.108,6.614,14574.6285734,11410.4226174,1537.06082202,9.47054739669,9.47054739669,NA,3501.18680767,1195.24257419,818.011658558,10145.332532,2863.8492993,3607.36888669,7672.55226932,"Kale","Bosque Ripario",0.784222737819026
