"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"163","ANH_232_N","Species richness",10,17.758,11.319,10.956,72.926,"ANH_232","VES",0.568445475638051
"164","ANH_232_N","Shannon diversity",7.267,9.427,2.051,7.267,13.447,"ANH_232","VES",0.568445475638051
"165","ANH_232_N","Simpson diversity",5.824,6.857,1.528,5.824,9.851,"ANH_232","VES",0.568445475638051
"166","ANH_306_D","Species richness",2,2.5,1.107,2.037,8.808,"ANH_306","VES",0.647331786542923
"167","ANH_306_D","Shannon diversity",2,3.375,1.15,2,5.628,"ANH_306","VES",0.647331786542923
"168","ANH_306_D","Simpson diversity",2,2,0.471,2,2.924,"ANH_306","VES",0.647331786542923
"169","ANH_306_N","Species richness",8,15.758,11.319,8.956,70.926,"ANH_306","VES",0.647331786542923
"170","ANH_306_N","Shannon diversity",4.687,5.89,1.569,4.687,8.964,"ANH_306","VES",0.647331786542923
"171","ANH_306_N","Simpson diversity",3.547,3.854,0.746,3.547,5.316,"ANH_306","VES",0.647331786542923
"172","ANH_360_D","Species richness",2,2.5,1.107,2.037,8.808,"ANH_360","VES",0.733178654292343
"173","ANH_360_D","Shannon diversity",2,3.375,1.146,2,5.622,"ANH_360","VES",0.733178654292343
"174","ANH_360_D","Simpson diversity",2,2,0.487,2,2.954,"ANH_360","VES",0.733178654292343
"175","ANH_360_N","Species richness",10,17.714,11.258,10.951,72.589,"ANH_360","VES",0.733178654292343
"176","ANH_360_N","Shannon diversity",8.146,11.069,2.678,8.146,16.317,"ANH_360","VES",0.733178654292343
"177","ANH_360_N","Simpson diversity",7.127,9.22,2.064,7.127,13.265,"ANH_360","VES",0.733178654292343
"178","ANH_375_D","Species richness",1,1,0.312,1,2.549,"ANH_375","VES",0.617169373549884
"179","ANH_375_D","Shannon diversity",1,0,0,1,0,"ANH_375","VES",0.617169373549884
"180","ANH_375_D","Simpson diversity",1,1,0,1,1,"ANH_375","VES",0.617169373549884
"181","ANH_375_N","Species richness",6,6.952,2.124,6.069,19.087,"ANH_375","VES",0.617169373549884
"182","ANH_375_N","Shannon diversity",4.736,5.578,0.895,4.736,7.331,"ANH_375","VES",0.617169373549884
"183","ANH_375_N","Simpson diversity",4.046,4.773,0.954,4.046,6.642,"ANH_375","VES",0.617169373549884
"184","ANH_398_N","Species richness",7,10.765,5.002,7.521,34.18,"ANH_398","VES",0.784222737819026
"185","ANH_398_N","Shannon diversity",4.513,6.313,2.15,4.513,10.526,"ANH_398","VES",0.784222737819026
"186","ANH_398_N","Simpson diversity",3.108,3.579,1.817,3.108,7.14,"ANH_398","VES",0.784222737819026
"187","ANH_82_N","Species richness",8,9.957,3.666,8.176,29.69,"ANH_82","VES",0.779582366589327
"188","ANH_82_N","Shannon diversity",5.738,6.388,0.868,5.738,8.088,"ANH_82","VES",0.779582366589327
"189","ANH_82_N","Simpson diversity",4.723,5.149,0.741,4.723,6.601,"ANH_82","VES",0.779582366589327
