"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Bosque Abierto","Species richness",3,3,0,NA,NA,1,3,3,1,3,0,0,0,0,0,0,0,0,0
"2","Bosque Abierto","Shannon diversity",3,0,0,3,0,1,3,3,1,3,0,0,0,0,0,0,0,0,0
"3","Bosque Abierto","Simpson diversity",3,3,0,3,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0
"4","Bosque Ripario","Species richness",6,7.5,2.372,6.167,19.453,3,10,6,0.82,3,2,1,0,0,0,0,0,0,0
"5","Bosque Ripario","Shannon diversity",5.451,7.153,2.195,5.451,11.455,3,10,6,0.82,3,2,1,0,0,0,0,0,0,0
"6","Bosque Ripario","Simpson diversity",5,6.333,1.227,5,8.738,3,10,6,0.82,3,2,1,0,0,0,0,0,0,0
"7","Herbazal","Species richness",14,15.2,1.711,14.152,23.459,4,30,14,0.9273,4,5,4,1,0,0,0,0,0,0
"8","Herbazal","Shannon diversity",12.754,14.931,1.566,12.754,18,4,30,14,0.9273,4,5,4,1,0,0,0,0,0,0
"9","Herbazal","Simpson diversity",11.842,14.435,1.359,11.842,17.099,4,30,14,0.9273,4,5,4,1,0,0,0,0,0,0
"10","Palma","Species richness",24,27.826,5.078,24.531,51.582,23,187,24,0.9795,4,2,1,2,1,1,3,1,1,1
"11","Palma","Shannon diversity",17.991,19.063,0.912,17.991,20.851,23,187,24,0.9795,4,2,1,2,1,1,3,1,1,1
"12","Palma","Simpson diversity",15.357,15.962,0.729,15.357,17.391,23,187,24,0.9795,4,2,1,2,1,1,3,1,1,1
"13","Pastos","Species richness",9,10.562,2.031,9.222,19.979,2,13,9,0.8521,5,4,0,0,0,0,0,0,0,0
"14","Pastos","Shannon diversity",8.486,10.562,1.66,8.486,13.815,2,13,9,0.8521,5,4,0,0,0,0,0,0,0,0
"15","Pastos","Simpson diversity",8.048,10.25,1.691,8.048,13.565,2,13,9,0.8521,5,4,0,0,0,0,0,0,0,0
"16","Rios","Species richness",14,14.292,0.69,14.02,18.305,8,38,14,0.9717,2,6,3,1,1,1,0,0,0,0
"17","Rios","Shannon diversity",12.402,14.285,1.541,12.402,17.304,8,38,14,0.9717,2,6,3,1,1,1,0,0,0,0
"18","Rios","Simpson diversity",11.108,13.497,1.623,11.108,16.678,8,38,14,0.9717,2,6,3,1,1,1,0,0,0,0
"19","Vias","Species richness",13,14.875,2.322,13.283,25.407,4,24,13,0.875,5,5,3,0,0,0,0,0,0,0
"20","Vias","Shannon diversity",11.909,14.998,2.297,11.909,19.499,4,24,13,0.875,5,5,3,0,0,0,0,0,0,0
"21","Vias","Simpson diversity",11.077,15.036,1.899,11.314,18.757,4,24,13,0.875,5,5,3,0,0,0,0,0,0,0
"22","Zonas Pantanosas","Species richness",14,22.533,8.32,15.719,56.351,5,24,14,0.7193,8,3,2,1,0,0,0,0,0,0
"23","Zonas Pantanosas","Shannon diversity",12.171,18.848,4.52,12.171,27.707,5,24,14,0.7193,8,3,2,1,0,0,0,0,0,0
"24","Zonas Pantanosas","Simpson diversity",10.667,14.92,3.156,10.667,21.105,5,24,14,0.7193,8,3,2,1,0,0,0,0,0,0
