"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","A","Species richness",28,29.999,3.74,28.181,50.117,1727,28,0.9988
"2","A","Shannon diversity",13.894,14.016,0.319,13.894,14.642,1727,28,0.9988
"3","A","Simpson diversity",9.926,9.977,0.301,9.926,10.566,1727,28,0.9988
