"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","A","Species richness",34,43.825,7.811,36.492,72.733,39,184,34,0.9419,11,6,6,2,0,1,1,0,0,0
"2","A","Shannon diversity",19.057,21.488,1.663,19.057,24.747,39,184,34,0.9419,11,6,6,2,0,1,1,0,0,0
"3","A","Simpson diversity",13.446,14.082,0.972,13.446,15.987,39,184,34,0.9419,11,6,6,2,0,1,1,0,0,0
