"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","Kale","Species richness",21,45.76,24.01,26.02,143.117,104,21,0.9042
"2","Kale","Shannon diversity",11.2,13.76,2.142,11.2,17.958,104,21,0.9042
"3","Kale","Simpson diversity",7.596,8.115,1.077,7.596,10.226,104,21,0.9042
"4","Platero","Species richness",20,30.035,8.943,22.243,64.906,113,20,0.921
"5","Platero","Shannon diversity",9.482,10.945,1.408,9.482,13.704,113,20,0.921
"6","Platero","Simpson diversity",6.142,6.437,0.849,6.142,8.102,113,20,0.921
"7","Caracterizacion","Species richness",12,16.08,4.79,12.658,37.291,48,12,0.8984
"8","Caracterizacion","Shannon diversity",6.984,8.364,1.416,6.984,11.139,48,12,0.8984
"9","Caracterizacion","Simpson diversity",4.721,5.127,1.041,4.721,7.168,48,12,0.8984
