"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobHerp","samplEff.1"
"1","ANH_151","Species richness",6,7.889,3.549,6.17,27.008,5875.72411933,11283.8654382,1497.09942206,0,0,19.3209091367,4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,4598.61976442,3324.20963395,"Kale","Bosque Ripario",0.640287769784173
"2","ANH_151","Shannon diversity",4.884,6.068,1.36,4.884,8.732,5875.72411933,11283.8654382,1497.09942206,0,0,19.3209091367,4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,4598.61976442,3324.20963395,"Kale","Bosque Ripario",0.640287769784173
"3","ANH_151","Simpson diversity",4.263,5.276,1.238,4.263,7.703,5875.72411933,11283.8654382,1497.09942206,0,0,19.3209091367,4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,4598.61976442,3324.20963395,"Kale","Bosque Ripario",0.640287769784173
"4","ANH_160","Species richness",6,8.87,4.235,6.349,29.612,7886.73010475,2963.75823468,6288.88582141,0,0,86.2216461436,3759.70213658,439.355501052,3302.11999663,3759.93448975,3971.89330336,1422.38669404,3385.03586655,"Platero","Bosque Ripario",0.709832134292566
"5","ANH_160","Shannon diversity",4.092,4.982,0.89,4.092,6.726,7886.73010475,2963.75823468,6288.88582141,0,0,86.2216461436,3759.70213658,439.355501052,3302.11999663,3759.93448975,3971.89330336,1422.38669404,3385.03586655,"Platero","Bosque Ripario",0.709832134292566
"6","ANH_160","Simpson diversity",3.369,3.776,0.842,3.369,5.426,7886.73010475,2963.75823468,6288.88582141,0,0,86.2216461436,3759.70213658,439.355501052,3302.11999663,3759.93448975,3971.89330336,1422.38669404,3385.03586655,"Platero","Bosque Ripario",0.709832134292566
"7","ANH_182","Species richness",6,7.867,3.51,6.168,26.784,3692.0021985,4128.1729872,6691.78251201,0,0,2.4041208229,3402.81217061,4565.04417514,1292.38639475,3339.84980014,8185.34131877,4080.8587808,852.647399101,"Platero","Bosque Ripario",0.664268585131894
"8","ANH_182","Shannon diversity",5.241,6.802,1.509,5.241,9.76,3692.0021985,4128.1729872,6691.78251201,0,0,2.4041208229,3402.81217061,4565.04417514,1292.38639475,3339.84980014,8185.34131877,4080.8587808,852.647399101,"Platero","Bosque Ripario",0.664268585131894
"9","ANH_182","Simpson diversity",4.787,6.562,1.634,4.787,9.765,3692.0021985,4128.1729872,6691.78251201,0,0,2.4041208229,3402.81217061,4565.04417514,1292.38639475,3339.84980014,8185.34131877,4080.8587808,852.647399101,"Platero","Bosque Ripario",0.664268585131894
"10","ANH_117","Species richness",7,8.385,2.14,7.159,19.07,1250.34556023,10812.9671575,621.738218213,0,0,55.5231894305,1869.41343296,2276.30596642,6890.02563213,6890.02563213,4531.26312019,9172.49771502,63.3444318525,"Kale","Bosque Ripario",0.707434052757794
"11","ANH_117","Shannon diversity",6.163,8.644,1.932,6.163,12.431,1250.34556023,10812.9671575,621.738218213,0,0,55.5231894305,1869.41343296,2276.30596642,6890.02563213,6890.02563213,4531.26312019,9172.49771502,63.3444318525,"Kale","Bosque Ripario",0.707434052757794
"12","ANH_117","Simpson diversity",5.452,8.667,2.128,5.452,12.838,1250.34556023,10812.9671575,621.738218213,0,0,55.5231894305,1869.41343296,2276.30596642,6890.02563213,6890.02563213,4531.26312019,9172.49771502,63.3444318525,"Kale","Bosque Ripario",0.707434052757794
"13","ANH_168","Species richness",9,13.415,7.064,9.485,49.187,7431.94943672,3993.61927273,1308.80671981,0,0,198.695405695,6993.43269494,757.356279433,916.566280828,916.566280828,13234.4905282,739.578552727,8686.2509721,"Kale","Herbazal",0.71462829736211
"14","ANH_168","Shannon diversity",5.823,6.6,0.912,5.823,8.387,7431.94943672,3993.61927273,1308.80671981,0,0,198.695405695,6993.43269494,757.356279433,916.566280828,916.566280828,13234.4905282,739.578552727,8686.2509721,"Kale","Herbazal",0.71462829736211
"15","ANH_168","Simpson diversity",4.674,5.029,0.714,4.674,6.429,7431.94943672,3993.61927273,1308.80671981,0,0,198.695405695,6993.43269494,757.356279433,916.566280828,916.566280828,13234.4905282,739.578552727,8686.2509721,"Kale","Herbazal",0.71462829736211
"16","ANH_159","Species richness",10,22.109,16.615,11.612,100.98,7139.43499503,4780.32847124,4439.07557358,0,0,28.1785589872,5084.54673962,1677.42620018,3126.67797944,5536.96505486,4385.12877234,1781.68861093,3827.73583254,"Platero","Bosque Ripario",0.690647482014389
"17","ANH_159","Shannon diversity",6.754,9.281,2.649,6.754,14.472,7139.43499503,4780.32847124,4439.07557358,0,0,28.1785589872,5084.54673962,1677.42620018,3126.67797944,5536.96505486,4385.12877234,1781.68861093,3827.73583254,"Platero","Bosque Ripario",0.690647482014389
"18","ANH_159","Simpson diversity",5.224,6.049,1.412,5.224,8.817,7139.43499503,4780.32847124,4439.07557358,0,0,28.1785589872,5084.54673962,1677.42620018,3126.67797944,5536.96505486,4385.12877234,1781.68861093,3827.73583254,"Platero","Bosque Ripario",0.690647482014389
"19","ANH_181","Species richness",7,11.375,7.003,7.48,46.842,1974.4879915,4546.58708741,5901.33349282,0,0,78.6478687443,4897.62859073,6192.29961784,2266.13858395,2266.13858395,7142.48315283,5843.50046111,1040.84946892,"Platero","Bosque Ripario",0.750599520383693
"20","ANH_181","Shannon diversity",4.113,4.806,0.952,4.113,6.671,1974.4879915,4546.58708741,5901.33349282,0,0,78.6478687443,4897.62859073,6192.29961784,2266.13858395,2266.13858395,7142.48315283,5843.50046111,1040.84946892,"Platero","Bosque Ripario",0.750599520383693
"21","ANH_181","Simpson diversity",3.086,3.281,0.649,3.086,4.554,1974.4879915,4546.58708741,5901.33349282,0,0,78.6478687443,4897.62859073,6192.29961784,2266.13858395,2266.13858395,7142.48315283,5843.50046111,1040.84946892,"Platero","Bosque Ripario",0.750599520383693
