"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caracterizacion","Species richness",19,22.63,3.654,19.704,37.706,9,49,19,0.8824,7,6,1,2,1,1,0,1,0,0
"2","Caracterizacion","Shannon diversity",14.959,18.446,2.206,14.959,22.771,9,49,19,0.8824,7,6,1,2,1,1,0,1,0,0
"3","Caracterizacion","Simpson diversity",12.188,14.237,1.688,12.188,17.545,9,49,19,0.8824,7,6,1,2,1,1,0,1,0,0
"4","Kale","Species richness",26,29.935,4.635,26.632,50.492,18,132,26,0.9646,5,3,2,3,2,3,1,2,2,1
"5","Kale","Shannon diversity",20.642,22.714,1.339,20.642,25.338,18,132,26,0.9646,5,3,2,3,2,3,1,2,2,1
"6","Kale","Simpson diversity",17.963,19.544,1.354,17.963,22.197,18,132,26,0.9646,5,3,2,3,2,3,1,2,2,1
"7","Platero","Species richness",20,21.385,2.14,20.159,32.07,13,77,20,0.9666,3,3,4,2,4,1,2,1,0,0
"8","Platero","Shannon diversity",17.237,19.286,1.205,17.237,21.647,13,77,20,0.9666,3,3,4,2,4,1,2,1,0,0
"9","Platero","Simpson diversity",15.562,17.846,1.259,15.562,20.314,13,77,20,0.9666,3,3,4,2,4,1,2,1,0,0
