"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","Platero","Species richness",25,26.497,2.287,25.174,37.863,489,25,0.9939
"2","Platero","Shannon diversity",13.45,13.83,0.535,13.45,14.879,489,25,0.9939
"3","Platero","Simpson diversity",10.19,10.385,0.598,10.19,11.557,489,25,0.9939
"4","Caracterizacion","Species richness",19,21.99,4.55,19.35,44.561,302,19,0.9901
"5","Caracterizacion","Shannon diversity",6.593,6.843,0.53,6.593,7.881,302,19,0.9901
"6","Caracterizacion","Simpson diversity",3.732,3.766,0.31,3.732,4.373,302,19,0.9901
"7","Kale","Species richness",23,23.499,1.322,23.03,31.433,863,23,0.9988
"8","Kale","Shannon diversity",12.372,12.54,0.391,12.372,13.308,863,23,0.9988
"9","Kale","Simpson diversity",8.831,8.912,0.471,8.831,9.836,863,23,0.9988
