"","evenPer","order","observado","estimado","s.e.","LCL","UCL","parentEventID","grp","cmb_smpEf"
"1","ANH_100_N","Species richness",3,3.833,1.798,3.063,13.998,"ANH_100","VES",0.419664268585132
"2","ANH_100_N","Shannon diversity",2.381,3.216,1.039,2.381,5.253,"ANH_100","VES",0.419664268585132
"3","ANH_100_N","Simpson diversity",2,2,1.077,2,4.112,"ANH_100","VES",0.419664268585132
"4","ANH_109_D","Species richness",2,2,0.081,2,2.167,"ANH_109","VES",0.882494004796163
"5","ANH_109_D","Shannon diversity",1.861,1.922,0.172,1.861,2.26,"ANH_109","VES",0.882494004796163
"6","ANH_109_D","Simpson diversity",1.753,1.846,0.255,1.753,2.346,"ANH_109","VES",0.882494004796163
"7","ANH_109_N","Species richness",10,11.483,2.269,10.172,22.763,"ANH_109","VES",0.882494004796163
"8","ANH_109_N","Shannon diversity",2.758,2.955,0.481,2.758,3.898,"ANH_109","VES",0.882494004796163
"9","ANH_109_N","Simpson diversity",1.665,1.678,0.19,1.665,2.051,"ANH_109","VES",0.882494004796163
"10","ANH_117_D","Species richness",2,2.333,0.943,2.018,8.09,"ANH_117","VES",0.707434052757794
"11","ANH_117_D","Shannon diversity",1.89,2.52,1.946,1.89,6.334,"ANH_117","VES",0.707434052757794
"12","ANH_117_D","Simpson diversity",1.8,3,0.917,1.8,4.797,"ANH_117","VES",0.707434052757794
"13","ANH_117_N","Species richness",5,5.9,1.71,5.08,15.153,"ANH_117","VES",0.707434052757794
"14","ANH_117_N","Shannon diversity",4.353,5.831,1.629,4.353,9.024,"ANH_117","VES",0.707434052757794
"15","ANH_117_N","Simpson diversity",3.846,5.625,1.824,3.846,9.199,"ANH_117","VES",0.707434052757794
"16","ANH_133_D","Species richness",2,2.5,1.107,2.037,8.808,"ANH_133","VES",0.908872901678657
"17","ANH_133_D","Shannon diversity",2,3.375,1.096,2,5.524,"ANH_133","VES",0.908872901678657
"18","ANH_133_D","Simpson diversity",2,2,0.466,2,2.913,"ANH_133","VES",0.908872901678657
"19","ANH_133_N","Species richness",8,17.714,9.846,9.87,58.462,"ANH_133","VES",0.908872901678657
"20","ANH_133_N","Shannon diversity",3.627,4.623,1.318,3.627,7.205,"ANH_133","VES",0.908872901678657
"21","ANH_133_N","Simpson diversity",2.342,2.439,0.548,2.342,3.513,"ANH_133","VES",0.908872901678657
"22","ANH_136_N","Species richness",4,5.818,3.426,4.163,24.295,"ANH_136","VES",0.858513189448441
"23","ANH_136_N","Shannon diversity",2.811,3.637,1.256,2.811,6.099,"ANH_136","VES",0.858513189448441
"24","ANH_136_N","Simpson diversity",2.2,2.5,1.076,2.2,4.608,"ANH_136","VES",0.858513189448441
"25","ANH_141_N","Species richness",2,2,0.359,2,2.98,"ANH_141","VES",0.434052757793765
"26","ANH_141_N","Shannon diversity",1.96,2.189,0.349,1.96,2.873,"ANH_141","VES",0.434052757793765
"27","ANH_141_N","Simpson diversity",1.923,2.5,0.538,1.923,3.555,"ANH_141","VES",0.434052757793765
"28","ANH_148_D","Species richness",2,2.5,1.107,2.037,8.808,"ANH_148","VES",0.858513189448441
"29","ANH_148_D","Shannon diversity",2,3.375,1.111,2,5.552,"ANH_148","VES",0.858513189448441
"30","ANH_148_D","Simpson diversity",2,2,0.473,2,2.927,"ANH_148","VES",0.858513189448441
"31","ANH_148_N","Species richness",5,5.467,1.247,5.027,12.974,"ANH_148","VES",0.858513189448441
"32","ANH_148_N","Shannon diversity",4.436,5.249,1.003,4.436,7.215,"ANH_148","VES",0.858513189448441
"33","ANH_148_N","Simpson diversity",4.091,5.25,1.129,4.091,7.463,"ANH_148","VES",0.858513189448441
"34","ANH_149_N","Species richness",9,12.818,5.068,9.53,36.53,"ANH_149","VES",0.887290167865707
"35","ANH_149_N","Shannon diversity",7.105,9.667,2.22,7.105,14.018,"ANH_149","VES",0.887290167865707
"36","ANH_149_N","Simpson diversity",5.902,7.7,1.86,5.902,11.346,"ANH_149","VES",0.887290167865707
"37","ANH_150_N","Species richness",6,6.481,1.279,6.028,14.172,"ANH_150","VES",0.90167865707434
"38","ANH_150_N","Shannon diversity",4.977,5.593,0.835,4.977,7.229,"ANH_150","VES",0.90167865707434
"39","ANH_150_N","Simpson diversity",4.447,5.159,0.735,4.447,6.599,"ANH_150","VES",0.90167865707434
"40","ANH_151_D","Species richness",2,2,0.461,2,3.671,"ANH_151","VES",0.640287769784173
"41","ANH_151_D","Shannon diversity",1.755,2.031,0.545,1.755,3.099,"ANH_151","VES",0.640287769784173
"42","ANH_151_D","Simpson diversity",1.6,2,0.72,1.6,3.412,"ANH_151","VES",0.640287769784173
"43","ANH_151_N","Species richness",6,6.929,1.756,6.083,16.414,"ANH_151","VES",0.640287769784173
"44","ANH_151_N","Shannon diversity",5.108,6.542,1.355,5.108,9.197,"ANH_151","VES",0.640287769784173
"45","ANH_151_N","Simpson diversity",4.455,6.067,1.569,4.455,9.141,"ANH_151","VES",0.640287769784173
"46","ANH_152_D","Species richness",2,2.5,1.107,2.037,8.808,"ANH_152","VES",0.860911270983213
"47","ANH_152_D","Shannon diversity",2,3.375,1.12,2,5.569,"ANH_152","VES",0.860911270983213
"48","ANH_152_D","Simpson diversity",2,2,0.47,2,2.92,"ANH_152","VES",0.860911270983213
"49","ANH_152_N","Species richness",9,9.49,1.015,9.039,15.15,"ANH_152","VES",0.860911270983213
"50","ANH_152_N","Shannon diversity",3.731,4.104,0.766,3.731,5.606,"ANH_152","VES",0.860911270983213
"51","ANH_152_N","Simpson diversity",2.208,2.264,0.442,2.208,3.13,"ANH_152","VES",0.860911270983213
"52","ANH_153_N","Species richness",6,11.6,6.594,6.9,40.837,"ANH_153","VES",0.563549160671463
"53","ANH_153_N","Shannon diversity",3.972,5.867,1.905,3.972,9.6,"ANH_153","VES",0.563549160671463
"54","ANH_153_N","Simpson diversity",2.922,3.387,1.478,2.922,6.283,"ANH_153","VES",0.563549160671463
"55","ANH_154_D","Species richness",5,10.333,6.257,5.861,38.034,"ANH_154","VES",0.860911270983213
"56","ANH_154_D","Shannon diversity",3.681,6.601,3.013,3.681,12.505,"ANH_154","VES",0.860911270983213
"57","ANH_154_D","Simpson diversity",2.793,2.793,2.57,2.793,7.83,"ANH_154","VES",0.860911270983213
"58","ANH_154_N","Species richness",6,6.488,1.296,6.029,14.275,"ANH_154","VES",0.860911270983213
"59","ANH_154_N","Shannon diversity",4.048,4.35,0.611,4.048,5.549,"ANH_154","VES",0.860911270983213
"60","ANH_154_N","Simpson diversity",3.139,3.312,0.566,3.139,4.421,"ANH_154","VES",0.860911270983213
"61","ANH_155_D","Species richness",1,1,0.312,1,2.549,"ANH_155","VES",0.455635491606715
"62","ANH_155_D","Shannon diversity",1,0,0,1,0,"ANH_155","VES",0.455635491606715
"63","ANH_155_D","Simpson diversity",1,1,0,1,1,"ANH_155","VES",0.455635491606715
"64","ANH_155_N","Species richness",2,2,0.461,2,3.671,"ANH_155","VES",0.455635491606715
"65","ANH_155_N","Shannon diversity",1.755,2.031,0.562,1.755,3.132,"ANH_155","VES",0.455635491606715
"66","ANH_155_N","Simpson diversity",1.6,1.6,0.703,1.6,2.977,"ANH_155","VES",0.455635491606715
"67","ANH_157_D","Species richness",3,5,2.921,3.246,19.244,"ANH_157","VES",1
"68","ANH_157_D","Shannon diversity",3,7.184,2.489,3,12.063,"ANH_157","VES",1
"69","ANH_157_D","Simpson diversity",3,3,0.652,3,4.278,"ANH_157","VES",1
"70","ANH_157_N","Species richness",7,14.467,10.907,7.919,67.656,"ANH_157","VES",1
"71","ANH_157_N","Shannon diversity",5.361,8.535,3.298,5.361,14.999,"ANH_157","VES",1
"72","ANH_157_N","Simpson diversity",4.245,5.526,2.678,4.245,10.775,"ANH_157","VES",1
"73","ANH_158_N","Species richness",4,4.45,1.209,4.026,11.74,"ANH_158","VES",0.745803357314149
"74","ANH_158_N","Shannon diversity",3.596,4.39,1.091,3.596,6.529,"ANH_158","VES",0.745803357314149
"75","ANH_158_N","Simpson diversity",3.333,4.5,1.311,3.333,7.07,"ANH_158","VES",0.745803357314149
"76","ANH_159_D","Species richness",3,4.5,2.872,3.132,20.083,"ANH_159","VES",0.690647482014389
"77","ANH_159_D","Shannon diversity",2.828,4.891,3.225,2.828,11.212,"ANH_159","VES",0.690647482014389
"78","ANH_159_D","Simpson diversity",2.667,2.667,1.668,2.667,5.936,"ANH_159","VES",0.690647482014389
"79","ANH_159_N","Species richness",8,12.339,6.948,8.476,47.535,"ANH_159","VES",0.690647482014389
"80","ANH_159_N","Shannon diversity",5.896,7.338,1.583,5.896,10.441,"ANH_159","VES",0.690647482014389
"81","ANH_159_N","Simpson diversity",4.84,5.642,1.231,4.84,8.055,"ANH_159","VES",0.690647482014389
"82","ANH_160_N","Species richness",6,8.87,4.235,6.349,29.612,"ANH_160","VES",0.709832134292566
"83","ANH_160_N","Shannon diversity",4.092,4.982,0.976,4.092,6.895,"ANH_160","VES",0.709832134292566
"84","ANH_160_N","Simpson diversity",3.369,3.776,0.683,3.369,5.116,"ANH_160","VES",0.709832134292566
"85","ANH_162_N","Species richness",6,6,0.412,6,7.032,"ANH_162","VES",0.738609112709832
"86","ANH_162_N","Shannon diversity",3.427,3.492,0.218,3.427,3.92,"ANH_162","VES",0.738609112709832
"87","ANH_162_N","Simpson diversity",2.829,2.867,0.193,2.829,3.245,"ANH_162","VES",0.738609112709832
"88","ANH_163_N","Species richness",4,4.988,2.145,4.074,17.135,"ANH_163","VES",0.860911270983213
"89","ANH_163_N","Shannon diversity",2.145,2.205,0.13,2.145,2.46,"ANH_163","VES",0.860911270983213
"90","ANH_163_N","Simpson diversity",1.937,1.959,0.122,1.937,2.198,"ANH_163","VES",0.860911270983213
"91","ANH_163_D","Species richness",1,1,0.004,1,1.008,"ANH_163","VES",0.860911270983213
"92","ANH_163_D","Shannon diversity",1,1,0,1,1,"ANH_163","VES",0.860911270983213
"93","ANH_163_D","Simpson diversity",1,1,0,1,1,"ANH_163","VES",0.860911270983213
"94","ANH_164_N","Species richness",6,6,0.523,6,7.541,"ANH_164","VES",0.541966426858513
"95","ANH_164_N","Shannon diversity",2.716,2.763,0.203,2.716,3.161,"ANH_164","VES",0.541966426858513
"96","ANH_164_N","Simpson diversity",2.163,2.18,0.157,2.163,2.487,"ANH_164","VES",0.541966426858513
"97","ANH_165_N","Species richness",7,7.955,2.144,7.069,20.23,"ANH_165","VES",0.705035971223022
"98","ANH_165_N","Shannon diversity",6.041,7.234,0.979,6.041,9.154,"ANH_165","VES",0.705035971223022
"99","ANH_165_N","Simpson diversity",5.5,7,1.274,5.5,9.497,"ANH_165","VES",0.705035971223022
"100","ANH_166_D","Species richness",3,4.5,2.872,3.132,20.083,"ANH_166","VES",0.793764988009592
"101","ANH_166_D","Shannon diversity",2.828,4.891,3.032,2.828,10.835,"ANH_166","VES",0.793764988009592
"102","ANH_166_D","Simpson diversity",2.667,6,1.806,2.667,9.54,"ANH_166","VES",0.793764988009592
"103","ANH_166_N","Species richness",6,6.493,1.307,6.029,14.341,"ANH_166","VES",0.793764988009592
"104","ANH_166_N","Shannon diversity",4.062,4.24,0.417,4.062,5.058,"ANH_166","VES",0.793764988009592
"105","ANH_166_N","Simpson diversity",3.436,3.562,0.366,3.436,4.28,"ANH_166","VES",0.793764988009592
"106","ANH_167_D","Species richness",1,1,0.129,1,1.276,"ANH_167","VES",0.84652278177458
