"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Plataf","CobCopr","samplEff.1"
"89","ANH_370","Shannon diversity",5.219,5.445,0.457,5.219,6.342,4099.89329616,6125.85574765,3245.70198161,0,0,39.6740433363,4660.60946389,3711.52851526,2525.0865867,5514.26175788,4727.64781582,3718.77362296,2250.90043765,"Platero","Bosque Ripario",1
"90","ANH_370","Simpson diversity",3.558,3.607,0.288,3.558,4.17,4099.89329616,6125.85574765,3245.70198161,0,0,39.6740433363,4660.60946389,3711.52851526,2525.0865867,5514.26175788,4727.64781582,3718.77362296,2250.90043765,"Platero","Bosque Ripario",1
"91","ANH_373","Species richness",5,5.241,0.71,5.013,9.614,9903.839611,8046.0207503,70.8481414912,0,0,30.9381020034,239.676678516,765.047073447,2932.01519844,8928.41680806,299.78362937,99.9727641695,5451.62386497,"Caracterizacion","Bosque Ripario",0.5
"92","ANH_373","Shannon diversity",3.361,3.648,0.645,3.361,4.912,9903.839611,8046.0207503,70.8481414912,0,0,30.9381020034,239.676678516,765.047073447,2932.01519844,8928.41680806,299.78362937,99.9727641695,5451.62386497,"Caracterizacion","Bosque Ripario",0.5
"93","ANH_373","Simpson diversity",2.813,3.007,0.473,2.813,3.935,9903.839611,8046.0207503,70.8481414912,0,0,30.9381020034,239.676678516,765.047073447,2932.01519844,8928.41680806,299.78362937,99.9727641695,5451.62386497,"Caracterizacion","Bosque Ripario",0.5
"94","ANH_135","Species richness",6,6.498,1.318,6.029,14.409,4283.8719189,3395.64494303,9359.4887215,12.1829218307,12.1829218307,6.27350340693,3234.34332956,5501.69580339,2159.49814938,2816.2293474,9025.41920683,4973.55831525,3291.60273484,"Platero","Bosque Ripario",0.5
"95","ANH_135","Shannon diversity",2.79,2.829,0.159,2.79,3.141,4283.8719189,3395.64494303,9359.4887215,12.1829218307,12.1829218307,6.27350340693,3234.34332956,5501.69580339,2159.49814938,2816.2293474,9025.41920683,4973.55831525,3291.60273484,"Platero","Bosque Ripario",0.5
"96","ANH_135","Simpson diversity",2.253,2.266,0.133,2.253,2.526,4283.8719189,3395.64494303,9359.4887215,12.1829218307,12.1829218307,6.27350340693,3234.34332956,5501.69580339,2159.49814938,2816.2293474,9025.41920683,4973.55831525,3291.60273484,"Platero","Bosque Ripario",0.5
"97","ANH_372","Species richness",6,10.359,6.979,6.479,45.708,4182.6531319,7045.3580222,69.9209283099,0,0,61.3915848758,124.312192215,60.8706352681,7173.7878619,7173.7878619,496.261135561,608.108601314,107.046376678,"Kale","Bosque Ripario",0.5
"98","ANH_372","Shannon diversity",2.97,3.481,0.786,2.97,5.022,4182.6531319,7045.3580222,69.9209283099,0,0,61.3915848758,124.312192215,60.8706352681,7173.7878619,7173.7878619,496.261135561,608.108601314,107.046376678,"Kale","Bosque Ripario",0.5
"99","ANH_372","Simpson diversity",2.116,2.195,0.428,2.116,3.034,4182.6531319,7045.3580222,69.9209283099,0,0,61.3915848758,124.312192215,60.8706352681,7173.7878619,7173.7878619,496.261135561,608.108601314,107.046376678,"Kale","Bosque Ripario",0.5
"100","ANH_109","Species richness",4,4.983,2.135,4.074,17.076,2063.52176983,1969.52412599,379.391120664,104.313443497,14.5386812815,632.865573488,2394.34198899,174.966320912,1650.16257637,1650.16257637,4544.32989632,1686.07838086,4929.5784494,"Kale","Bosque Ripario",0.5
"101","ANH_109","Shannon diversity",2.313,2.407,0.163,2.313,2.727,2063.52176983,1969.52412599,379.391120664,104.313443497,14.5386812815,632.865573488,2394.34198899,174.966320912,1650.16257637,1650.16257637,4544.32989632,1686.07838086,4929.5784494,"Kale","Bosque Ripario",0.5
"102","ANH_109","Simpson diversity",2.135,2.177,0.102,2.135,2.376,2063.52176983,1969.52412599,379.391120664,104.313443497,14.5386812815,632.865573488,2394.34198899,174.966320912,1650.16257637,1650.16257637,4544.32989632,1686.07838086,4929.5784494,"Kale","Bosque Ripario",0.5
"103","ANH_145","Species richness",4,4.944,2.058,4.071,16.617,4138.41011159,409.863606765,10559.8711783,1145.26352032,0,24.3359158825,5431.89133062,8815.2484927,2838.64304091,2838.64304091,10630.6825724,8423.18475224,5551.07951658,"Platero","Herbazal",0.428571428571429
"104","ANH_145","Shannon diversity",2.524,2.88,0.483,2.524,3.826,4138.41011159,409.863606765,10559.8711783,1145.26352032,0,24.3359158825,5431.89133062,8815.2484927,2838.64304091,2838.64304091,10630.6825724,8423.18475224,5551.07951658,"Platero","Herbazal",0.428571428571429
"105","ANH_145","Simpson diversity",2,2.125,0.506,2,3.116,4138.41011159,409.863606765,10559.8711783,1145.26352032,0,24.3359158825,5431.89133062,8815.2484927,2838.64304091,2838.64304091,10630.6825724,8423.18475224,5551.07951658,"Platero","Herbazal",0.428571428571429
"106","ANH_366","Species richness",9,11.223,3.359,9.262,27.837,7140.91207827,12079.8438471,618.778767439,0,0,183.668761621,3209.15560639,773.86219979,3432.58786772,10738.4479843,854.350385904,3399.38832351,6137.63544853,"Caracterizacion","Bosque Ripario",0.5
"107","ANH_366","Shannon diversity",4.238,4.545,0.541,4.238,5.606,7140.91207827,12079.8438471,618.778767439,0,0,183.668761621,3209.15560639,773.86219979,3432.58786772,10738.4479843,854.350385904,3399.38832351,6137.63544853,"Caracterizacion","Bosque Ripario",0.5
"108","ANH_366","Simpson diversity",3.116,3.198,0.4,3.116,3.983,7140.91207827,12079.8438471,618.778767439,0,0,183.668761621,3209.15560639,773.86219979,3432.58786772,10738.4479843,854.350385904,3399.38832351,6137.63544853,"Caracterizacion","Bosque Ripario",0.5
"109","ANH_392","Species richness",5,6.909,3.584,5.172,26.212,15300.870753,4919.61309458,1913.85002942,0,0,215.82601981,1312.63273713,1928.69097517,1542.86123271,2915.10559407,3768.86787349,477.011716792,2919.52033518,"Caracterizacion","Pastos",0.5
"110","ANH_392","Shannon diversity",3.422,3.99,0.862,3.422,5.68,15300.870753,4919.61309458,1913.85002942,0,0,215.82601981,1312.63273713,1928.69097517,1542.86123271,2915.10559407,3768.86787349,477.011716792,2919.52033518,"Caracterizacion","Pastos",0.5
"111","ANH_392","Simpson diversity",2.881,3.164,0.571,2.881,4.284,15300.870753,4919.61309458,1913.85002942,0,0,215.82601981,1312.63273713,1928.69097517,1542.86123271,2915.10559407,3768.86787349,477.011716792,2919.52033518,"Caracterizacion","Pastos",0.5
"112","ANH_121","Species richness",3,3.478,1.274,3.028,11.137,396.250745049,1220.34156716,665.874091684,125.865439258,8.0448046338,329.936133785,1741.05177204,333.373974324,1030.9861027,1030.9861027,2754.14873848,927.591008246,4850.88452208,"Kale","Herbazal",0.5
"113","ANH_121","Shannon diversity",1.6,1.706,0.336,1.6,2.365,396.250745049,1220.34156716,665.874091684,125.865439258,8.0448046338,329.936133785,1741.05177204,333.373974324,1030.9861027,1030.9861027,2754.14873848,927.591008246,4850.88452208,"Kale","Herbazal",0.5
"114","ANH_121","Simpson diversity",1.306,1.325,0.237,1.306,1.788,396.250745049,1220.34156716,665.874091684,125.865439258,8.0448046338,329.936133785,1741.05177204,333.373974324,1030.9861027,1030.9861027,2754.14873848,927.591008246,4850.88452208,"Kale","Herbazal",0.5
"115","ANH_123","Species richness",15,17.995,4.534,15.353,40.442,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",0.5
"116","ANH_123","Shannon diversity",7.685,7.803,0.266,7.685,8.324,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",0.5
"117","ANH_123","Simpson diversity",5.943,5.992,0.274,5.943,6.53,1521.49384032,459.79948646,3484.00776854,1335.58336294,0,12.567356786,222.446494064,3085.06246024,2118.16058427,2118.16058427,643.046252203,1053.96442071,2467.40905203,"Platero","Herbazal",0.5
