"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Bosque Abierto","Species richness",64,64,0,NA,NA,1,64,64,1,64,0,0,0,0,0,0,0,0,0
"2","Bosque Abierto","Shannon diversity",64,0,0,64,0,1,64,64,1,64,0,0,0,0,0,0,0,0,0
"3","Bosque Abierto","Simpson diversity",64,64,0,64,64,1,64,64,1,64,0,0,0,0,0,0,0,0,0
"4","Bosque Denso","Species richness",44,68.75,12.437,53.765,106.731,2,55,44,0.64,33,11,0,0,0,0,0,0,0,0
"5","Bosque Denso","Shannon diversity",41.682,68.75,6.358,56.288,81.212,2,55,44,0.64,33,11,0,0,0,0,0,0,0,0
"6","Bosque Denso","Simpson diversity",39.286,68,5.536,57.15,78.85,2,55,44,0.64,33,11,0,0,0,0,0,0,0,0
"7","Bosque Ripario","Species richness",63,85.756,10.782,72.419,117.974,5,120,63,0.7919,32,18,5,3,5,0,0,0,0,0
"8","Bosque Ripario","Shannon diversity",52.894,72.668,5.632,61.629,83.707,5,120,63,0.7919,32,18,5,3,5,0,0,0,0,0
"9","Bosque Ripario","Simpson diversity",44.72,56.754,3.917,49.077,64.432,5,120,63,0.7919,32,18,5,3,5,0,0,0,0,0
"10","Cienaga","Species richness",84,138.449,24.94,107.148,212.076,22,268,84,0.8661,37,12,8,3,7,4,2,6,1,3
"11","Cienaga","Shannon diversity",59.965,77.4,4.975,67.65,87.151,22,268,84,0.8661,37,12,8,3,7,4,2,6,1,3
"12","Cienaga","Simpson diversity",47.629,55.129,3.565,48.142,62.116,22,268,84,0.8661,37,12,8,3,7,4,2,6,1,3
"13","Cultivos","Species richness",10,10,0,NA,NA,1,10,10,1,10,0,0,0,0,0,0,0,0,0
"14","Cultivos","Shannon diversity",10,0,0,10,0,1,10,10,1,10,0,0,0,0,0,0,0,0,0
"15","Cultivos","Simpson diversity",10,10,0,10,10,1,10,10,1,10,0,0,0,0,0,0,0,0,0
"16","Herbazal","Species richness",36,36,0,NA,NA,1,36,36,1,36,0,0,0,0,0,0,0,0,0
"17","Herbazal","Shannon diversity",36,0,0,36,0,1,36,36,1,36,0,0,0,0,0,0,0,0,0
"18","Herbazal","Simpson diversity",36,36,0,36,36,1,36,36,1,36,0,0,0,0,0,0,0,0,0
"19","Palma","Species richness",34,55.125,12.065,41.456,93.85,2,42,34,0.6168,26,8,0,0,0,0,0,0,0,0
"20","Palma","Shannon diversity",32.253,55.125,5.806,43.745,66.505,2,42,34,0.6168,26,8,0,0,0,0,0,0,0,0
"21","Palma","Simpson diversity",30.414,54.312,5.709,43.124,65.501,2,42,34,0.6168,26,8,0,0,0,0,0,0,0,0
"22","Pastos","Species richness",101,147.414,20.416,121.355,206.836,28,387,101,0.9046,38,15,13,8,5,5,4,0,3,2
"23","Pastos","Shannon diversity",66.274,80.229,3.857,72.67,87.789,28,387,101,0.9046,38,15,13,8,5,5,4,0,3,2
"24","Pastos","Simpson diversity",47.773,52.455,2.695,47.773,57.736,28,387,101,0.9046,38,15,13,8,5,5,4,0,3,2
"25","Vegetacion Secundaria","Species richness",29,51.042,13.693,36.194,96.536,2,35,29,0.5682,23,6,0,0,0,0,0,0,0,0
"26","Vegetacion Secundaria","Shannon diversity",27.597,51.042,6.361,38.574,63.509,2,35,29,0.5682,23,6,0,0,0,0,0,0,0,0
"27","Vegetacion Secundaria","Simpson diversity",26.064,50.083,6.368,37.603,62.563,2,35,29,0.5682,23,6,0,0,0,0,0,0,0,0
"28","Vias","Species richness",94,137.826,16.953,115.08,185.114,8,185,94,0.7718,48,23,11,5,5,1,1,0,0,0
"29","Vias","Shannon diversity",77.706,112.128,7.504,97.42,126.835,8,185,94,0.7718,48,23,11,5,5,1,1,0,0,0
"30","Vias","Simpson diversity",64.698,86.709,5.852,75.239,98.18,8,185,94,0.7718,48,23,11,5,5,1,1,0,0,0
"31","Zonas Pantanosas","Species richness",105,137.535,13.756,119.695,177.034,17,337,105,0.8919,39,22,11,13,3,5,1,1,3,2
"32","Zonas Pantanosas","Shannon diversity",74.472,91.101,4.206,82.858,99.344,17,337,105,0.8919,39,22,11,13,3,5,1,1,3,2
"33","Zonas Pantanosas","Simpson diversity",56.194,63.343,3.392,56.695,69.992,17,337,105,0.8919,39,22,11,13,3,5,1,1,3,2
