"","site","Diversity","Observed","Estimator","s.e.","LCL","UCL","T","U","S.obs","SC","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10"
"1","Caracterizacion","Species richness",27,34.087,6.282,28.594,58.52,8,86,27,0.9097,9,5,3,1,4,2,2,1,0,0
"2","Caracterizacion","Shannon diversity",21.323,25.031,2.081,21.323,29.108,8,86,27,0.9097,9,5,3,1,4,2,2,1,0,0
"3","Caracterizacion","Simpson diversity",18.217,20.113,1.555,18.217,23.16,8,86,27,0.9097,9,5,3,1,4,2,2,1,0,0
"4","Kale","Species richness",27,28.867,2.494,27.257,40.572,15,128,27,0.9727,4,4,4,4,3,0,3,1,2,0
"5","Kale","Shannon diversity",21.413,23.401,1.208,21.413,25.769,15,128,27,0.9727,4,4,4,4,3,0,3,1,2,0
"6","Kale","Simpson diversity",18.044,19.518,1.246,18.044,21.961,15,128,27,0.9727,4,4,4,4,3,0,3,1,2,0
"7","Platero","Species richness",31,53.969,29.189,34.362,187.922,16,170,31,0.9596,7,1,4,2,4,2,2,1,1,4
"8","Platero","Shannon diversity",24.126,27.082,2.205,24.126,31.403,16,170,31,0.9596,7,1,4,2,4,2,2,1,1,4
"9","Platero","Simpson diversity",20.882,22.249,1.235,20.882,24.669,16,170,31,0.9596,7,1,4,2,4,2,2,1,1,4
