"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"1","RedNiebla_Av","Bosque Ripario_NA","Carollia perspicillata",TRUE,1,304,35,NA,NA,35,2.5,3.4
"2","RedNiebla_Av","Bosque Ripario_NA","Carollia brevicauda",TRUE,2,169,19.5,NA,NA,54.5,2.2,6.9
"3","RedNiebla_Av","Bosque Ripario_NA","Artibeus lituratus",TRUE,3,90,10.4,NA,NA,64.9,2,10.3
"4","RedNiebla_Av","Bosque Ripario_NA","Carollia castanea",FALSE,4,62,7.1,NA,NA,72,1.8,13.8
"5","RedNiebla_Av","Bosque Ripario_NA","Phyllostomus hastatus",FALSE,5,55,6.3,NA,NA,78.3,1.7,17.2
"6","RedNiebla_Av","Bosque Ripario_NA","Artibeus planirostris",FALSE,6,52,6,NA,NA,84.3,1.7,20.7
"7","RedNiebla_Av","Bosque Ripario_NA","Phyllostomus discolor",FALSE,7,34,3.9,NA,NA,88.2,1.5,24.1
"8","RedNiebla_Av","Bosque Ripario_NA","Glossophaga soricina",FALSE,8,23,2.6,NA,NA,90.9,1.4,27.6
"9","RedNiebla_Av","Bosque Ripario_NA","Artibeus anderseni",FALSE,9,14,1.6,NA,NA,92.5,1.1,31
"10","RedNiebla_Av","Bosque Ripario_NA","Uroderma convexum",FALSE,10,12,1.4,NA,NA,93.9,1.1,34.5
"11","RedNiebla_Av","Bosque Ripario_NA","Sturnira giannae",FALSE,11,9,1,NA,NA,94.9,1,37.9
"12","RedNiebla_Av","Bosque Ripario_NA","Rhogeessa io",FALSE,12,7,0.8,NA,NA,95.7,0.8,41.4
"13","RedNiebla_Av","Bosque Ripario_NA","Uroderma magnirostrum",FALSE,13,6,0.7,NA,NA,96.4,0.8,44.8
"14","RedNiebla_Av","Bosque Ripario_NA","Lophostoma brasiliense",FALSE,14,6,0.7,NA,NA,97.1,0.8,48.3
"15","RedNiebla_Av","Bosque Ripario_NA","Myotis nigricans",FALSE,15,5,0.6,NA,NA,97.7,0.7,51.7
"16","RedNiebla_Av","Bosque Ripario_NA","Noctilio leporinus",FALSE,16,3,0.3,NA,NA,98,0.5,55.2
"17","RedNiebla_Av","Bosque Ripario_NA","Artibeus jamaicensis cf. jamaicensis",FALSE,17,3,0.3,NA,NA,98.4,0.5,58.6
"18","RedNiebla_Av","Bosque Ripario_NA","Noctilio albiventris",FALSE,18,2,0.2,NA,NA,98.6,0.3,62.1
"19","RedNiebla_Av","Bosque Ripario_NA","Micronycteris microtis",FALSE,19,2,0.2,NA,NA,98.8,0.3,65.5
"20","RedNiebla_Av","Bosque Ripario_NA","Micronycteris hirsuta",FALSE,20,1,0.1,NA,NA,99,0,69
"21","RedNiebla_Av","Bosque Ripario_NA","Myotis riparius",FALSE,21,1,0.1,NA,NA,99.1,0,72.4
"22","RedNiebla_Av","Bosque Ripario_NA","Lophostoma silvicola",FALSE,22,1,0.1,NA,NA,99.2,0,75.9
"23","RedNiebla_Av","Bosque Ripario_NA","Platyrrhinus helleri",FALSE,23,1,0.1,NA,NA,99.3,0,79.3
"24","RedNiebla_Av","Bosque Ripario_NA","Saccopteryx leptura",FALSE,24,1,0.1,NA,NA,99.4,0,82.8
"25","RedNiebla_Av","Bosque Ripario_NA","Saccopteryx canescens",FALSE,25,1,0.1,NA,NA,99.5,0,86.2
"26","RedNiebla_Av","Bosque Ripario_NA","Rhynchonycteris naso",FALSE,26,1,0.1,NA,NA,99.7,0,89.7
"27","RedNiebla_Av","Bosque Ripario_NA","Lampronycteris brachyotis",FALSE,27,1,0.1,NA,NA,99.8,0,93.1
"28","RedNiebla_Av","Bosque Ripario_NA","Desmodus rotundus",FALSE,28,1,0.1,NA,NA,99.9,0,96.6
"29","RedNiebla_Av","Bosque Ripario_NA","Artibeus glaucus",FALSE,29,1,0.1,NA,NA,100,0,100
"30","RedNiebla_Av","Palma_NA","Artibeus lituratus",TRUE,1,345,41.4,NA,NA,41.4,2.5,5
"31","RedNiebla_Av","Palma_NA","Carollia perspicillata",TRUE,2,225,27,NA,NA,68.3,2.4,10
"32","RedNiebla_Av","Palma_NA","Carollia brevicauda",TRUE,3,100,12,NA,NA,80.3,2,15
"33","RedNiebla_Av","Palma_NA","Phyllostomus hastatus",FALSE,4,46,5.5,NA,NA,85.9,1.7,20
"34","RedNiebla_Av","Palma_NA","Phyllostomus discolor",FALSE,5,27,3.2,NA,NA,89.1,1.4,25
"35","RedNiebla_Av","Palma_NA","Uroderma convexum",FALSE,6,23,2.8,NA,NA,91.8,1.4,30
"36","RedNiebla_Av","Palma_NA","Artibeus planirostris",FALSE,7,21,2.5,NA,NA,94.4,1.3,35
"37","RedNiebla_Av","Palma_NA","Glossophaga soricina",FALSE,8,16,1.9,NA,NA,96.3,1.2,40
"38","RedNiebla_Av","Palma_NA","Noctilio leporinus",FALSE,9,6,0.7,NA,NA,97,0.8,45
"39","RedNiebla_Av","Palma_NA","Sturnira giannae",FALSE,10,5,0.6,NA,NA,97.6,0.7,50
"40","RedNiebla_Av","Palma_NA","Molossus molossus",FALSE,11,4,0.5,NA,NA,98.1,0.6,55
"41","RedNiebla_Av","Palma_NA","Lasiurus ega",FALSE,12,3,0.4,NA,NA,98.4,0.5,60
"42","RedNiebla_Av","Palma_NA","Lophostoma brasiliense",FALSE,13,3,0.4,NA,NA,98.8,0.5,65
"43","RedNiebla_Av","Palma_NA","Saccopteryx leptura",FALSE,14,2,0.2,NA,NA,99,0.3,70
"44","RedNiebla_Av","Palma_NA","Eptesicus brasiliensis",FALSE,15,2,0.2,NA,NA,99.3,0.3,75
"45","RedNiebla_Av","Palma_NA","Noctilio albiventris",FALSE,16,2,0.2,NA,NA,99.5,0.3,80
"46","RedNiebla_Av","Palma_NA","Carollia castanea",FALSE,17,1,0.1,NA,NA,99.6,0,85
"47","RedNiebla_Av","Palma_NA","Micronycteris microtis",FALSE,18,1,0.1,NA,NA,99.8,0,90
"48","RedNiebla_Av","Palma_NA","Platyrrhinus helleri",FALSE,19,1,0.1,NA,NA,99.9,0,95
"49","RedNiebla_Av","Palma_NA","Rhogeessa io",FALSE,20,1,0.1,NA,NA,100,0,100
