"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"46","RedNiebla_Av","Platero","Artibeus anderseni",FALSE,10,6,0.7,NA,NA,95.7,0.8,45.5
"47","RedNiebla_Av","Platero","Uroderma magnirostrum",FALSE,11,6,0.7,NA,NA,96.4,0.8,50
"48","RedNiebla_Av","Platero","Noctilio leporinus",FALSE,12,5,0.6,NA,NA,97,0.7,54.5
"49","RedNiebla_Av","Platero","Molossus molossus",FALSE,13,4,0.5,NA,NA,97.5,0.6,59.1
"50","RedNiebla_Av","Platero","Lophostoma brasiliense",FALSE,14,4,0.5,NA,NA,98,0.6,63.6
"51","RedNiebla_Av","Platero","Sturnira giannae",FALSE,15,4,0.5,NA,NA,98.5,0.6,68.2
"52","RedNiebla_Av","Platero","Noctilio albiventris",FALSE,16,4,0.5,NA,NA,99,0.6,72.7
"53","RedNiebla_Av","Platero","Eptesicus brasiliensis",FALSE,17,2,0.2,NA,NA,99.3,0.3,77.3
"54","RedNiebla_Av","Platero","Rhogeessa io",FALSE,18,2,0.2,NA,NA,99.5,0.3,81.8
"55","RedNiebla_Av","Platero","Saccopteryx leptura",FALSE,19,1,0.1,NA,NA,99.6,0,86.4
"56","RedNiebla_Av","Platero","Micronycteris microtis",FALSE,20,1,0.1,NA,NA,99.8,0,90.9
"57","RedNiebla_Av","Platero","Artibeus jamaicensis cf. jamaicensis",FALSE,21,1,0.1,NA,NA,99.9,0,95.5
"58","RedNiebla_Av","Platero","Artibeus glaucus",FALSE,22,1,0.1,NA,NA,100,0,100
